parcel_id,project_id,survey_number,village,land_area_acres,land_use_type,ownership_type,owner_count,ownership_verified,ownership_conflict,document_status,acquisition_status,possession_status,compensation_status,legal_dispute_flag
PARCEL-0007711,LG-000763,Sy.No 112/4D,Haripur (Ganderbal),742.0,Residential,Government,3,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007712,LG-000763,Sy.No 113/4D,Kishanpur (Ganderbal),742.0,Commercial,Private,5,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007713,LG-000764,Sy.No 101/1A,Rampur (Jammu),409.75,Barren,Private,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007714,LG-000764,Sy.No 102/4D,Bhavanipur (Jammu),409.75,Residential,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007715,LG-000764,Sy.No 103/4D,Shivpur (Jammu),409.75,Commercial,Private,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007716,LG-000764,Sy.No 104/3C,Sultanpur (Jammu),409.75,Agricultural,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007717,LG-000764,Sy.No 105/2B,Nandpur (Jammu),409.75,Barren,Community,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007718,LG-000764,Sy.No 106/1A,Haripur (Jammu),409.75,Residential,Government,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007719,LG-000764,Sy.No 107/1A,Govindpur (Jammu),409.75,Commercial,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007720,LG-000764,Sy.No 108/4D,Sultanpur (Jammu),409.75,Barren,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007721,LG-000764,Sy.No 109/2B,Nandpur (Jammu),409.75,Commercial,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007722,LG-000764,Sy.No 110/4D,Sultanpur (Jammu),409.75,Residential,Community,2,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0007723,LG-000764,Sy.No 111/2B,Haripur (Jammu),409.75,Barren,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007724,LG-000764,Sy.No 112/4D,Haripur (Jammu),409.75,Barren,Government,4,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0007725,LG-000764,Sy.No 113/2B,Nandpur (Jammu),409.75,Barren,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007726,LG-000764,Sy.No 114/2B,Shivpur (Jammu),409.75,Commercial,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007727,LG-000765,Sy.No 101/2B,Madhavpur (Kathua),150.06,Agricultural,Private,4,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007728,LG-000765,Sy.No 102/3C,Nandpur (Kathua),150.06,Agricultural,Community,4,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007729,LG-000765,Sy.No 103/1A,Rampur (Kathua),150.06,Commercial,Government,3,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007730,LG-000765,Sy.No 104/2B,Bhavanipur (Kathua),150.06,Agricultural,Government,4,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007731,LG-000765,Sy.No 105/3C,Haripur (Kathua),150.06,Agricultural,Private,2,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007732,LG-000765,Sy.No 106/1A,Rampur (Kathua),150.06,Agricultural,Private,5,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007733,LG-000765,Sy.No 107/3C,Devpur (Kathua),150.06,Barren,Community,2,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007734,LG-000765,Sy.No 108/1A,Kishanpur (Kathua),150.06,Residential,Private,5,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0007735,LG-000766,Sy.No 101/1A,Bhavanipur (Kishtwar),748.45,Commercial,Community,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007736,LG-000766,Sy.No 102/2B,Nandpur (Kishtwar),748.45,Agricultural,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007737,LG-000766,Sy.No 103/1A,Shivpur (Kishtwar),748.45,Agricultural,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007738,LG-000766,Sy.No 104/3C,Devpur (Kishtwar),748.45,Residential,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007739,LG-000766,Sy.No 105/3C,Madhavpur (Kishtwar),748.45,Barren,Community,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007740,LG-000766,Sy.No 106/2B,Gopalpur (Kishtwar),748.45,Commercial,Government,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007741,LG-000766,Sy.No 107/2B,Gopalpur (Kishtwar),748.45,Commercial,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007742,LG-000767,Sy.No 101/3C,Rampur (Kulgam),871.48,Agricultural,Government,1,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007743,LG-000767,Sy.No 102/4D,Kalyanpur (Kulgam),871.48,Commercial,Private,3,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007744,LG-000767,Sy.No 103/4D,Kalyanpur (Kulgam),871.48,Commercial,Government,5,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007745,LG-000767,Sy.No 104/2B,Gopalpur (Kulgam),871.48,Barren,Government,1,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0007746,LG-000767,Sy.No 105/1A,Anandpur (Kulgam),871.48,Barren,Community,2,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007747,LG-000767,Sy.No 106/4D,Chandpur (Kulgam),871.48,Commercial,Private,3,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007748,LG-000767,Sy.No 107/2B,Chandpur (Kulgam),871.48,Barren,Private,4,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007749,LG-000767,Sy.No 108/2B,Nandpur (Kulgam),871.48,Barren,Private,4,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007750,LG-000767,Sy.No 109/1A,Anandpur (Kulgam),871.48,Agricultural,Private,1,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0007751,LG-000767,Sy.No 110/4D,Gopalpur (Kulgam),871.48,Residential,Community,3,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007752,LG-000767,Sy.No 111/2B,Devpur (Kulgam),871.48,Barren,Private,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007753,LG-000768,Sy.No 101/4D,Bhavanipur (Kupwara),207.0,Barren,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007754,LG-000768,Sy.No 102/1A,Nandpur (Kupwara),207.0,Barren,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007755,LG-000768,Sy.No 103/4D,Nandpur (Kupwara),207.0,Barren,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007756,LG-000768,Sy.No 104/1A,Devpur (Kupwara),207.0,Commercial,Private,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007757,LG-000768,Sy.No 105/2B,Rampur (Kupwara),207.0,Commercial,Community,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007758,LG-000769,Sy.No 101/3C,Nandpur (Poonch),608.53,Commercial,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007759,LG-000769,Sy.No 102/3C,Devpur (Poonch),608.53,Residential,Private,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007760,LG-000769,Sy.No 103/2B,Sultanpur (Poonch),608.53,Commercial,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007761,LG-000769,Sy.No 104/3C,Gopalpur (Poonch),608.53,Barren,Community,3,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0007762,LG-000769,Sy.No 105/4D,Chandpur (Poonch),608.53,Residential,Community,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007763,LG-000769,Sy.No 106/1A,Anandpur (Poonch),608.53,Residential,Government,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007764,LG-000769,Sy.No 107/1A,Kalyanpur (Poonch),608.53,Commercial,Government,3,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0007765,LG-000769,Sy.No 108/2B,Madhavpur (Poonch),608.53,Commercial,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007766,LG-000769,Sy.No 109/2B,Chandpur (Poonch),608.53,Commercial,Private,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007767,LG-000769,Sy.No 110/2B,Govindpur (Poonch),608.53,Agricultural,Community,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007768,LG-000769,Sy.No 111/1A,Madhavpur (Poonch),608.53,Commercial,Private,2,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0007769,LG-000769,Sy.No 112/1A,Gopalpur (Poonch),608.53,Residential,Private,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007770,LG-000769,Sy.No 113/4D,Fatehpur (Poonch),608.53,Barren,Private,4,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0007771,LG-000770,Sy.No 101/4D,Haripur (Pulwama),787.71,Agricultural,Private,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007772,LG-000770,Sy.No 102/1A,Devpur (Pulwama),787.71,Barren,Community,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007773,LG-000770,Sy.No 103/1A,Govindpur (Pulwama),787.71,Commercial,Private,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007774,LG-000770,Sy.No 104/2B,Chandpur (Pulwama),787.71,Agricultural,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007775,LG-000770,Sy.No 105/4D,Anandpur (Pulwama),787.71,Commercial,Private,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007776,LG-000770,Sy.No 106/1A,Shivpur (Pulwama),787.71,Residential,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007777,LG-000770,Sy.No 107/1A,Gopalpur (Pulwama),787.71,Barren,Government,1,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0007778,LG-000770,Sy.No 108/4D,Sultanpur (Pulwama),787.71,Barren,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007779,LG-000771,Sy.No 101/4D,Shivpur (Rajouri),314.39,Barren,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007780,LG-000771,Sy.No 102/2B,Kishanpur (Rajouri),314.39,Agricultural,Private,3,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0007781,LG-000771,Sy.No 103/4D,Bhavanipur (Rajouri),314.39,Residential,Government,1,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0007782,LG-000771,Sy.No 104/1A,Govindpur (Rajouri),314.39,Agricultural,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007783,LG-000771,Sy.No 105/3C,Anandpur (Rajouri),314.39,Agricultural,Community,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007784,LG-000771,Sy.No 106/4D,Shivpur (Rajouri),314.39,Commercial,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007785,LG-000771,Sy.No 107/1A,Govindpur (Rajouri),314.39,Agricultural,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007786,LG-000771,Sy.No 108/4D,Kalyanpur (Rajouri),314.39,Agricultural,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007787,LG-000771,Sy.No 109/4D,Chandpur (Rajouri),314.39,Barren,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007788,LG-000771,Sy.No 110/4D,Kishanpur (Rajouri),314.39,Residential,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007789,LG-000771,Sy.No 111/3C,Fatehpur (Rajouri),314.39,Residential,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007790,LG-000771,Sy.No 112/3C,Rampur (Rajouri),314.39,Agricultural,Government,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007791,LG-000771,Sy.No 113/4D,Devpur (Rajouri),314.39,Residential,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007792,LG-000771,Sy.No 114/3C,Haripur (Rajouri),314.39,Agricultural,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007793,LG-000771,Sy.No 115/1A,Fatehpur (Rajouri),314.39,Residential,Community,4,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0007794,LG-000772,Sy.No 101/2B,Shivpur (Ramban),479.45,Residential,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007795,LG-000772,Sy.No 102/1A,Shivpur (Ramban),479.45,Barren,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007796,LG-000772,Sy.No 103/2B,Haripur (Ramban),479.45,Agricultural,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007797,LG-000772,Sy.No 104/3C,Kishanpur (Ramban),479.45,Agricultural,Private,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007798,LG-000772,Sy.No 105/2B,Haripur (Ramban),479.45,Commercial,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007799,LG-000772,Sy.No 106/4D,Kishanpur (Ramban),479.45,Agricultural,Government,3,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0007800,LG-000772,Sy.No 107/3C,Nandpur (Ramban),479.45,Residential,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007801,LG-000772,Sy.No 108/1A,Rampur (Ramban),479.45,Barren,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007802,LG-000772,Sy.No 109/3C,Govindpur (Ramban),479.45,Agricultural,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007803,LG-000772,Sy.No 110/3C,Rampur (Ramban),479.45,Barren,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007804,LG-000772,Sy.No 111/2B,Shivpur (Ramban),479.45,Residential,Private,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007805,LG-000772,Sy.No 112/1A,Devpur (Ramban),479.45,Commercial,Private,4,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0007806,LG-000772,Sy.No 113/4D,Sultanpur (Ramban),479.45,Agricultural,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007807,LG-000772,Sy.No 114/1A,Bhavanipur (Ramban),479.45,Barren,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007808,LG-000772,Sy.No 115/2B,Kishanpur (Ramban),479.45,Residential,Community,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007809,LG-000773,Sy.No 101/1A,Haripur (Reasi),213.78,Commercial,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007810,LG-000773,Sy.No 102/1A,Nandpur (Reasi),213.78,Commercial,Government,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007811,LG-000773,Sy.No 103/2B,Kishanpur (Reasi),213.78,Agricultural,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007812,LG-000773,Sy.No 104/3C,Govindpur (Reasi),213.78,Residential,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007813,LG-000773,Sy.No 105/2B,Madhavpur (Reasi),213.78,Barren,Government,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007814,LG-000773,Sy.No 106/3C,Chandpur (Reasi),213.78,Residential,Private,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007815,LG-000773,Sy.No 107/4D,Gopalpur (Reasi),213.78,Barren,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007816,LG-000773,Sy.No 108/2B,Fatehpur (Reasi),213.78,Agricultural,Private,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007817,LG-000774,Sy.No 101/3C,Haripur (Samba),157.5,Commercial,Private,5,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007818,LG-000774,Sy.No 102/3C,Rampur (Samba),157.5,Residential,Private,4,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007819,LG-000774,Sy.No 103/4D,Gopalpur (Samba),157.5,Commercial,Government,3,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007820,LG-000774,Sy.No 104/1A,Govindpur (Samba),157.5,Barren,Community,4,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007821,LG-000774,Sy.No 105/2B,Rampur (Samba),157.5,Barren,Private,1,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007822,LG-000774,Sy.No 106/3C,Sultanpur (Samba),157.5,Agricultural,Private,4,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007823,LG-000774,Sy.No 107/2B,Kalyanpur (Samba),157.5,Barren,Government,4,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007824,LG-000774,Sy.No 108/4D,Gopalpur (Samba),157.5,Commercial,Community,2,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007825,LG-000774,Sy.No 109/4D,Haripur (Samba),157.5,Commercial,Community,3,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007826,LG-000775,Sy.No 101/1A,Govindpur (Shopian),449.75,Residential,Community,5,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007827,LG-000775,Sy.No 102/4D,Devpur (Shopian),449.75,Residential,Private,2,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007828,LG-000775,Sy.No 103/2B,Shivpur (Shopian),449.75,Agricultural,Government,1,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007829,LG-000775,Sy.No 104/4D,Nandpur (Shopian),449.75,Barren,Community,2,0,0,Rejected,Identified,Pending,Pending,0
PARCEL-0007830,LG-000775,Sy.No 105/3C,Fatehpur (Shopian),449.75,Barren,Private,2,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007831,LG-000776,Sy.No 101/3C,Fatehpur (Srinagar),646.01,Commercial,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007832,LG-000776,Sy.No 102/1A,Bhavanipur (Srinagar),646.01,Barren,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007833,LG-000776,Sy.No 103/2B,Devpur (Srinagar),646.01,Residential,Community,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007834,LG-000776,Sy.No 104/4D,Kalyanpur (Srinagar),646.01,Commercial,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007835,LG-000776,Sy.No 105/1A,Sultanpur (Srinagar),646.01,Residential,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007836,LG-000776,Sy.No 106/1A,Devpur (Srinagar),646.01,Agricultural,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007837,LG-000777,Sy.No 101/3C,Devpur (Udhampur),1797.92,Agricultural,Government,2,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007838,LG-000777,Sy.No 102/1A,Anandpur (Udhampur),1797.92,Barren,Private,2,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007839,LG-000777,Sy.No 103/4D,Anandpur (Udhampur),1797.92,Barren,Government,2,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007840,LG-000777,Sy.No 104/4D,Bhavanipur (Udhampur),1797.92,Commercial,Community,4,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007841,LG-000777,Sy.No 105/1A,Anandpur (Udhampur),1797.92,Residential,Community,1,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007842,LG-000778,Sy.No 101/3C,Chandpur (Kargil),967.93,Agricultural,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007843,LG-000778,Sy.No 102/4D,Bhavanipur (Kargil),967.93,Agricultural,Private,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007844,LG-000778,Sy.No 103/3C,Bhavanipur (Kargil),967.93,Agricultural,Community,2,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0007845,LG-000778,Sy.No 104/2B,Fatehpur (Kargil),967.93,Commercial,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007846,LG-000778,Sy.No 105/4D,Anandpur (Kargil),967.93,Residential,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007847,LG-000779,Sy.No 101/2B,Nandpur (Leh),259.5,Agricultural,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007848,LG-000779,Sy.No 102/4D,Nandpur (Leh),259.5,Residential,Government,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007849,LG-000779,Sy.No 103/4D,Devpur (Leh),259.5,Residential,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007850,LG-000779,Sy.No 104/3C,Shivpur (Leh),259.5,Agricultural,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007851,LG-000779,Sy.No 105/1A,Devpur (Leh),259.5,Residential,Community,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007852,LG-000779,Sy.No 106/3C,Madhavpur (Leh),259.5,Barren,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007853,LG-000779,Sy.No 107/1A,Nandpur (Leh),259.5,Barren,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007854,LG-000779,Sy.No 108/3C,Devpur (Leh),259.5,Residential,Government,5,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0007855,LG-000779,Sy.No 109/4D,Haripur (Leh),259.5,Agricultural,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007856,LG-000780,Sy.No 101/2B,Nandpur (Lakshadweep),165.47,Agricultural,Private,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007857,LG-000780,Sy.No 102/4D,Shivpur (Lakshadweep),165.47,Agricultural,Government,3,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0007858,LG-000780,Sy.No 103/3C,Devpur (Lakshadweep),165.47,Residential,Community,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007859,LG-000780,Sy.No 104/1A,Kishanpur (Lakshadweep),165.47,Barren,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007860,LG-000780,Sy.No 105/1A,Madhavpur (Lakshadweep),165.47,Agricultural,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007861,LG-000780,Sy.No 106/2B,Anandpur (Lakshadweep),165.47,Barren,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007862,LG-000780,Sy.No 107/1A,Madhavpur (Lakshadweep),165.47,Residential,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007863,LG-000780,Sy.No 108/1A,Rampur (Lakshadweep),165.47,Residential,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007864,LG-000780,Sy.No 109/3C,Gopalpur (Lakshadweep),165.47,Commercial,Government,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007865,LG-000780,Sy.No 110/1A,Fatehpur (Lakshadweep),165.47,Barren,Government,4,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0007866,LG-000780,Sy.No 111/1A,Kishanpur (Lakshadweep),165.47,Residential,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007867,LG-000780,Sy.No 112/2B,Devpur (Lakshadweep),165.47,Barren,Community,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007868,LG-000780,Sy.No 113/3C,Chandpur (Lakshadweep),165.47,Residential,Community,4,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0007869,LG-000780,Sy.No 114/4D,Gopalpur (Lakshadweep),165.47,Agricultural,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007870,LG-000781,Sy.No 101/3C,Kalyanpur (Karaikal),826.8,Residential,Community,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007871,LG-000781,Sy.No 102/3C,Chandpur (Karaikal),826.8,Residential,Community,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007872,LG-000781,Sy.No 103/1A,Anandpur (Karaikal),826.8,Commercial,Government,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007873,LG-000781,Sy.No 104/3C,Fatehpur (Karaikal),826.8,Commercial,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007874,LG-000781,Sy.No 105/1A,Chandpur (Karaikal),826.8,Commercial,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007875,LG-000781,Sy.No 106/3C,Madhavpur (Karaikal),826.8,Commercial,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007876,LG-000781,Sy.No 107/2B,Gopalpur (Karaikal),826.8,Residential,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007877,LG-000781,Sy.No 108/3C,Gopalpur (Karaikal),826.8,Barren,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007878,LG-000781,Sy.No 109/4D,Madhavpur (Karaikal),826.8,Commercial,Community,3,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0007879,LG-000782,Sy.No 101/1A,Fatehpur (Mahe),447.98,Commercial,Government,4,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0007880,LG-000782,Sy.No 102/2B,Govindpur (Mahe),447.98,Agricultural,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007881,LG-000782,Sy.No 103/2B,Chandpur (Mahe),447.98,Barren,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007882,LG-000782,Sy.No 104/3C,Shivpur (Mahe),447.98,Residential,Private,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007883,LG-000782,Sy.No 105/3C,Bhavanipur (Mahe),447.98,Residential,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007884,LG-000782,Sy.No 106/4D,Haripur (Mahe),447.98,Agricultural,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007885,LG-000782,Sy.No 107/1A,Chandpur (Mahe),447.98,Commercial,Community,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007886,LG-000783,Sy.No 101/1A,Madhavpur (Puducherry),501.52,Barren,Community,2,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007887,LG-000783,Sy.No 102/2B,Govindpur (Puducherry),501.52,Agricultural,Government,5,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007888,LG-000783,Sy.No 103/4D,Shivpur (Puducherry),501.52,Residential,Government,5,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0007889,LG-000783,Sy.No 104/1A,Rampur (Puducherry),501.52,Barren,Private,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007890,LG-000783,Sy.No 105/4D,Shivpur (Puducherry),501.52,Residential,Government,5,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007891,LG-000783,Sy.No 106/4D,Kishanpur (Puducherry),501.52,Residential,Government,3,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007892,LG-000783,Sy.No 107/1A,Haripur (Puducherry),501.52,Commercial,Community,1,0,1,Pending,Surveyed,Pending,Disputed,1
