admin_id,project_id,department,officer_workload,active_case_count,pending_case_count,staff_available,average_processing_days,approval_backlog,historical_delay_rate,coordination_score
ADM-0001853,LG-000513,Land Records Cell,Medium,49,6,2,15,2,0.33,8.3
ADM-0001854,LG-000513,Environmental Cell,Medium,49,6,7,39,7,0.27,8.3
ADM-0001855,LG-000513,Public Works Dept,Medium,16,18,3,30,10,0.24,9.5
ADM-0001856,LG-000514,Revenue Department,Medium,30,14,7,18,1,0.21,8.3
ADM-0001857,LG-000514,Land Records Cell,Medium,22,11,5,34,9,0.14,9.7
ADM-0001858,LG-000514,Environmental Cell,Medium,29,19,4,38,1,0.14,8.1
ADM-0001859,LG-000515,Revenue Department,Medium,42,22,11,34,10,0.28,9.6
ADM-0001860,LG-000515,Land Records Cell,Medium,41,18,9,17,9,0.26,9.0
ADM-0001861,LG-000516,Revenue Department,High,24,21,14,65,36,0.74,2.4
ADM-0001862,LG-000516,Land Records Cell,High,46,26,14,79,19,0.49,2.5
ADM-0001863,LG-000516,Environmental Cell,High,19,30,3,89,33,0.64,3.0
ADM-0001864,LG-000517,Revenue Department,High,27,27,12,91,11,0.63,2.3
ADM-0001865,LG-000517,Land Records Cell,High,36,10,9,90,37,0.74,3.4
ADM-0001866,LG-000517,Environmental Cell,High,43,5,10,55,33,0.7,2.1
ADM-0001867,LG-000517,Public Works Dept,High,23,30,5,82,18,0.44,3.2
ADM-0001868,LG-000518,Revenue Department,Medium,18,18,7,32,0,0.2,6.9
ADM-0001869,LG-000518,Land Records Cell,Medium,14,26,2,14,9,0.11,8.7
ADM-0001870,LG-000518,Environmental Cell,Medium,15,23,9,29,8,0.06,6.6
ADM-0001871,LG-000518,Public Works Dept,Medium,21,25,4,23,5,0.26,8.9
ADM-0001872,LG-000518,Irrigation Department,Medium,38,13,13,23,10,0.09,8.5
ADM-0001873,LG-000519,Revenue Department,Medium,27,20,9,15,8,0.23,6.9
ADM-0001874,LG-000519,Land Records Cell,Medium,30,19,7,25,9,0.08,8.2
ADM-0001875,LG-000519,Environmental Cell,Medium,16,16,14,24,8,0.06,7.6
ADM-0001876,LG-000519,Public Works Dept,Medium,20,18,15,26,5,0.23,9.2
ADM-0001877,LG-000520,Revenue Department,High,38,15,2,52,29,0.54,2.4
ADM-0001878,LG-000520,Land Records Cell,High,34,11,10,84,30,0.55,2.7
ADM-0001879,LG-000521,Revenue Department,High,16,15,7,66,15,0.51,3.8
ADM-0001880,LG-000521,Land Records Cell,High,37,14,12,60,31,0.66,4.3
ADM-0001881,LG-000521,Environmental Cell,High,22,24,4,55,23,0.61,2.5
ADM-0001882,LG-000522,Revenue Department,Medium,50,10,3,31,5,0.24,8.1
ADM-0001883,LG-000522,Land Records Cell,Medium,43,28,15,29,6,0.24,8.7
ADM-0001884,LG-000522,Environmental Cell,Medium,14,12,9,36,2,0.31,8.4
ADM-0001885,LG-000522,Public Works Dept,Medium,48,26,15,25,7,0.07,7.4
ADM-0001886,LG-000523,Revenue Department,Medium,17,28,9,35,3,0.15,6.7
ADM-0001887,LG-000523,Land Records Cell,Medium,43,17,3,24,3,0.14,6.9
ADM-0001888,LG-000523,Environmental Cell,Medium,17,17,5,28,4,0.32,7.1
ADM-0001889,LG-000524,Revenue Department,High,45,19,6,97,15,0.58,3.4
ADM-0001890,LG-000524,Land Records Cell,High,14,14,4,45,39,0.7,2.4
ADM-0001891,LG-000525,Revenue Department,High,31,15,2,104,14,0.64,2.9
ADM-0001892,LG-000525,Land Records Cell,High,13,28,15,79,20,0.75,4.8
ADM-0001893,LG-000525,Environmental Cell,High,21,17,13,120,36,0.79,2.6
ADM-0001894,LG-000526,Revenue Department,High,37,24,9,95,16,0.51,2.6
ADM-0001895,LG-000526,Land Records Cell,High,44,11,15,88,13,0.79,3.1
ADM-0001896,LG-000526,Environmental Cell,High,32,13,10,59,37,0.83,2.1
ADM-0001897,LG-000527,Revenue Department,Medium,18,13,5,11,5,0.2,9.4
ADM-0001898,LG-000527,Land Records Cell,Medium,28,24,9,33,10,0.34,9.0
ADM-0001899,LG-000527,Environmental Cell,Medium,24,24,15,22,4,0.27,9.0
ADM-0001900,LG-000528,Revenue Department,Medium,27,10,13,29,5,0.08,7.7
ADM-0001901,LG-000528,Land Records Cell,Medium,16,24,13,28,9,0.14,9.3
ADM-0001902,LG-000528,Environmental Cell,Medium,36,30,14,20,2,0.35,7.0
ADM-0001903,LG-000528,Public Works Dept,Medium,45,7,5,18,5,0.33,9.5
ADM-0001904,LG-000529,Revenue Department,Medium,33,6,8,31,9,0.24,7.2
ADM-0001905,LG-000529,Land Records Cell,Medium,24,10,4,12,3,0.18,7.5
ADM-0001906,LG-000529,Environmental Cell,Medium,10,27,11,29,0,0.34,9.6
ADM-0001907,LG-000530,Revenue Department,Medium,39,19,5,40,9,0.28,7.9
ADM-0001908,LG-000530,Land Records Cell,Medium,11,7,14,40,2,0.1,8.2
ADM-0001909,LG-000530,Environmental Cell,Medium,15,29,4,29,10,0.22,6.5
ADM-0001910,LG-000530,Public Works Dept,Medium,25,20,7,24,1,0.28,6.6
ADM-0001911,LG-000531,Revenue Department,High,39,18,14,79,11,0.77,4.2
ADM-0001912,LG-000531,Land Records Cell,High,37,11,6,45,20,0.41,4.0
ADM-0001913,LG-000531,Environmental Cell,High,33,20,8,54,35,0.41,3.0
ADM-0001914,LG-000532,Revenue Department,High,35,26,8,115,17,0.46,2.4
ADM-0001915,LG-000532,Land Records Cell,High,10,5,10,103,26,0.67,4.7
ADM-0001916,LG-000532,Environmental Cell,High,11,28,9,80,23,0.69,2.7
ADM-0001917,LG-000533,Revenue Department,High,49,7,15,94,11,0.64,4.0
ADM-0001918,LG-000533,Land Records Cell,High,46,5,4,76,19,0.6,3.4
ADM-0001919,LG-000533,Environmental Cell,High,12,24,13,50,10,0.73,3.9
ADM-0001920,LG-000534,Revenue Department,High,10,13,9,47,22,0.55,2.3
ADM-0001921,LG-000534,Land Records Cell,High,34,19,6,69,16,0.64,3.5
ADM-0001922,LG-000534,Environmental Cell,High,31,28,11,56,15,0.43,3.2
ADM-0001923,LG-000534,Public Works Dept,High,29,24,11,48,19,0.61,2.5
ADM-0001924,LG-000535,Revenue Department,Medium,36,18,15,13,3,0.33,8.4
ADM-0001925,LG-000535,Land Records Cell,Medium,36,17,5,33,3,0.16,7.1
ADM-0001926,LG-000535,Environmental Cell,Medium,50,30,7,16,10,0.14,8.8
ADM-0001927,LG-000536,Revenue Department,Medium,14,25,5,28,3,0.15,8.7
ADM-0001928,LG-000536,Land Records Cell,Medium,10,12,4,39,7,0.28,7.6
ADM-0001929,LG-000537,Revenue Department,Medium,48,9,11,26,5,0.32,6.9
ADM-0001930,LG-000537,Land Records Cell,Medium,14,22,14,40,0,0.08,8.0
ADM-0001931,LG-000537,Environmental Cell,Medium,42,15,12,19,1,0.05,9.6
ADM-0001932,LG-000537,Public Works Dept,Medium,27,15,15,12,6,0.25,8.8
ADM-0001933,LG-000537,Irrigation Department,Medium,13,24,5,12,7,0.2,7.0
ADM-0001934,LG-000538,Revenue Department,High,48,6,5,68,30,0.63,2.6
ADM-0001935,LG-000538,Land Records Cell,High,29,5,7,60,37,0.48,4.0
ADM-0001936,LG-000538,Environmental Cell,High,15,10,9,63,36,0.57,3.7
ADM-0001937,LG-000538,Public Works Dept,High,35,23,12,114,11,0.82,4.2
ADM-0001938,LG-000538,Irrigation Department,High,45,19,14,108,16,0.56,2.8
ADM-0001939,LG-000539,Revenue Department,Medium,49,16,3,14,2,0.21,9.3
ADM-0001940,LG-000539,Land Records Cell,Medium,17,8,12,14,4,0.15,7.6
ADM-0001941,LG-000539,Environmental Cell,Medium,10,21,13,39,8,0.05,6.7
ADM-0001942,LG-000539,Public Works Dept,Medium,20,29,4,33,0,0.25,7.8
ADM-0001943,LG-000539,Irrigation Department,Medium,43,20,6,33,9,0.32,8.6
ADM-0001944,LG-000540,Revenue Department,High,36,10,12,101,28,0.77,4.1
ADM-0001945,LG-000540,Land Records Cell,High,39,28,10,86,33,0.83,2.1
ADM-0001946,LG-000540,Environmental Cell,High,42,8,4,77,19,0.66,5.0
ADM-0001947,LG-000541,Revenue Department,Medium,12,10,8,17,8,0.26,9.6
ADM-0001948,LG-000541,Land Records Cell,Medium,50,24,7,33,6,0.16,8.4
ADM-0001949,LG-000542,Revenue Department,High,17,24,12,89,38,0.77,2.8
ADM-0001950,LG-000542,Land Records Cell,High,34,18,8,96,20,0.55,4.5
ADM-0001951,LG-000542,Environmental Cell,High,16,26,15,75,11,0.76,4.6
ADM-0001952,LG-000542,Public Works Dept,High,44,15,15,95,38,0.42,3.9
ADM-0001953,LG-000543,Revenue Department,High,46,14,7,49,32,0.41,4.2
ADM-0001954,LG-000543,Land Records Cell,High,23,7,14,109,39,0.65,4.8
ADM-0001955,LG-000543,Environmental Cell,High,21,14,8,59,34,0.6,2.8
ADM-0001956,LG-000544,Revenue Department,High,11,24,8,83,10,0.47,4.1
ADM-0001957,LG-000544,Land Records Cell,High,34,12,14,102,34,0.47,4.5
ADM-0001958,LG-000544,Environmental Cell,High,12,19,2,103,34,0.64,4.7
ADM-0001959,LG-000545,Revenue Department,High,30,16,14,78,18,0.46,2.5
ADM-0001960,LG-000545,Land Records Cell,High,17,23,11,56,27,0.43,2.8
ADM-0001961,LG-000546,Revenue Department,High,24,8,8,103,28,0.52,3.4
ADM-0001962,LG-000546,Land Records Cell,High,50,27,2,102,22,0.65,3.2
ADM-0001963,LG-000546,Environmental Cell,High,34,17,10,81,22,0.56,4.9
ADM-0001964,LG-000547,Revenue Department,High,24,15,3,64,34,0.42,3.9
ADM-0001965,LG-000547,Land Records Cell,High,39,14,11,92,24,0.64,2.0
ADM-0001966,LG-000547,Environmental Cell,High,39,29,11,56,12,0.51,2.5
ADM-0001967,LG-000548,Revenue Department,High,45,9,4,56,25,0.46,4.3
ADM-0001968,LG-000548,Land Records Cell,High,22,29,11,93,32,0.4,3.6
ADM-0001969,LG-000548,Environmental Cell,High,42,11,8,115,16,0.5,3.6
ADM-0001970,LG-000549,Revenue Department,Medium,15,16,6,10,0,0.27,9.7
ADM-0001971,LG-000549,Land Records Cell,Medium,30,10,10,16,1,0.27,8.8
ADM-0001972,LG-000549,Environmental Cell,Medium,44,19,10,18,3,0.22,7.0
ADM-0001973,LG-000549,Public Works Dept,Medium,23,5,15,13,3,0.29,9.2
ADM-0001974,LG-000549,Irrigation Department,Medium,31,23,13,24,4,0.13,7.3
ADM-0001975,LG-000550,Revenue Department,Medium,49,30,8,15,1,0.12,9.2
ADM-0001976,LG-000550,Land Records Cell,Medium,23,17,11,11,7,0.13,8.9
ADM-0001977,LG-000550,Environmental Cell,Medium,13,23,4,35,6,0.16,9.6
ADM-0001978,LG-000550,Public Works Dept,Medium,36,11,15,15,4,0.34,7.8
ADM-0001979,LG-000551,Revenue Department,High,35,25,8,64,25,0.78,2.3
ADM-0001980,LG-000551,Land Records Cell,High,11,27,11,120,12,0.63,2.4
ADM-0001981,LG-000552,Revenue Department,High,44,22,14,57,26,0.53,2.8
ADM-0001982,LG-000552,Land Records Cell,High,49,11,5,73,35,0.4,3.8
ADM-0001983,LG-000552,Environmental Cell,High,30,30,4,92,34,0.42,2.6
ADM-0001984,LG-000552,Public Works Dept,High,36,18,12,62,20,0.72,5.0
ADM-0001985,LG-000553,Revenue Department,High,43,17,9,114,19,0.5,2.7
ADM-0001986,LG-000553,Land Records Cell,High,28,17,13,49,15,0.49,3.0
ADM-0001987,LG-000554,Revenue Department,High,47,23,15,67,20,0.69,2.8
ADM-0001988,LG-000554,Land Records Cell,High,13,13,10,52,30,0.48,3.0
ADM-0001989,LG-000554,Environmental Cell,High,22,14,3,119,40,0.57,2.2
ADM-0001990,LG-000555,Revenue Department,High,36,15,4,97,25,0.6,4.9
ADM-0001991,LG-000555,Land Records Cell,High,23,9,2,119,14,0.48,3.1
ADM-0001992,LG-000555,Environmental Cell,High,17,13,3,65,34,0.62,3.6
ADM-0001993,LG-000556,Revenue Department,Medium,23,10,10,26,4,0.17,8.6
ADM-0001994,LG-000556,Land Records Cell,Medium,49,23,5,18,2,0.32,8.7
ADM-0001995,LG-000556,Environmental Cell,Medium,42,21,6,14,0,0.15,7.3
ADM-0001996,LG-000556,Public Works Dept,Medium,38,23,7,16,10,0.2,8.5
ADM-0001997,LG-000557,Revenue Department,Medium,31,20,9,16,2,0.18,7.8
ADM-0001998,LG-000557,Land Records Cell,Medium,28,9,15,30,5,0.24,7.8
ADM-0001999,LG-000558,Revenue Department,High,20,7,5,102,19,0.8,3.9
ADM-0002000,LG-000558,Land Records Cell,High,31,6,14,48,31,0.62,3.0
ADM-0002001,LG-000559,Revenue Department,Medium,14,19,13,14,1,0.11,8.2
ADM-0002002,LG-000559,Land Records Cell,Medium,17,23,2,23,3,0.19,8.4
ADM-0002003,LG-000559,Environmental Cell,Medium,35,7,9,38,2,0.09,7.5
ADM-0002004,LG-000559,Public Works Dept,Medium,13,5,3,27,4,0.33,9.7
ADM-0002005,LG-000559,Irrigation Department,Medium,16,8,9,36,7,0.13,8.3
ADM-0002006,LG-000560,Revenue Department,Medium,39,27,13,37,3,0.11,9.1
ADM-0002007,LG-000560,Land Records Cell,Medium,19,27,3,34,10,0.24,8.6
ADM-0002008,LG-000560,Environmental Cell,Medium,18,21,12,28,4,0.22,7.1
ADM-0002009,LG-000560,Public Works Dept,Medium,34,27,5,38,8,0.15,7.5
ADM-0002010,LG-000560,Irrigation Department,Medium,50,14,14,13,10,0.21,8.3
ADM-0002011,LG-000561,Revenue Department,High,15,28,6,117,15,0.64,3.2
ADM-0002012,LG-000561,Land Records Cell,High,10,13,8,81,13,0.57,4.2
ADM-0002013,LG-000561,Environmental Cell,High,49,25,7,61,29,0.53,2.9
ADM-0002014,LG-000561,Public Works Dept,High,27,13,12,104,38,0.48,3.9
ADM-0002015,LG-000562,Revenue Department,Medium,36,14,7,28,10,0.21,6.8
ADM-0002016,LG-000562,Land Records Cell,Medium,37,20,8,13,2,0.22,7.2
ADM-0002017,LG-000562,Environmental Cell,Medium,33,26,12,24,1,0.17,9.3
ADM-0002018,LG-000562,Public Works Dept,Medium,13,22,14,34,10,0.06,9.6
ADM-0002019,LG-000562,Irrigation Department,Medium,13,29,5,25,0,0.32,9.4
ADM-0002020,LG-000563,Revenue Department,High,20,15,6,90,40,0.76,3.3
ADM-0002021,LG-000563,Land Records Cell,High,22,13,8,99,28,0.5,2.7
ADM-0002022,LG-000563,Environmental Cell,High,33,5,11,108,36,0.77,3.7
ADM-0002023,LG-000564,Revenue Department,Medium,47,21,6,12,9,0.21,6.8
ADM-0002024,LG-000564,Land Records Cell,Medium,15,14,10,32,3,0.21,9.8
ADM-0002025,LG-000564,Environmental Cell,Medium,11,18,13,27,5,0.32,7.4
ADM-0002026,LG-000564,Public Works Dept,Medium,43,27,10,25,8,0.26,9.3
ADM-0002027,LG-000565,Revenue Department,Medium,28,19,9,18,7,0.14,8.7
ADM-0002028,LG-000565,Land Records Cell,Medium,18,12,2,39,5,0.27,7.7
ADM-0002029,LG-000565,Environmental Cell,Medium,31,20,3,33,10,0.27,8.9
ADM-0002030,LG-000565,Public Works Dept,Medium,47,14,5,30,5,0.14,7.1
ADM-0002031,LG-000565,Irrigation Department,Medium,23,5,2,35,2,0.34,6.9
ADM-0002032,LG-000566,Revenue Department,Medium,41,21,8,20,3,0.33,9.0
ADM-0002033,LG-000566,Land Records Cell,Medium,31,13,14,36,10,0.09,7.4
ADM-0002034,LG-000566,Environmental Cell,Medium,22,20,9,16,8,0.2,7.7
ADM-0002035,LG-000566,Public Works Dept,Medium,33,29,15,30,6,0.29,7.8
ADM-0002036,LG-000566,Irrigation Department,Medium,47,8,14,29,5,0.21,8.0
ADM-0002037,LG-000567,Revenue Department,Medium,11,7,12,13,5,0.13,9.7
ADM-0002038,LG-000567,Land Records Cell,Medium,25,12,15,40,2,0.06,8.7
ADM-0002039,LG-000568,Revenue Department,High,10,7,4,115,37,0.69,4.4
ADM-0002040,LG-000568,Land Records Cell,High,10,21,3,101,25,0.48,4.0
ADM-0002041,LG-000568,Environmental Cell,High,46,9,2,63,40,0.55,4.5
ADM-0002042,LG-000569,Revenue Department,High,18,12,8,79,18,0.55,4.4
ADM-0002043,LG-000569,Land Records Cell,High,49,25,13,102,24,0.64,2.6
ADM-0002044,LG-000569,Environmental Cell,High,10,8,4,75,37,0.55,4.9
ADM-0002045,LG-000570,Revenue Department,High,32,15,15,89,31,0.6,2.7
ADM-0002046,LG-000570,Land Records Cell,High,42,29,12,90,14,0.82,2.7
ADM-0002047,LG-000570,Environmental Cell,High,32,23,4,84,36,0.77,3.7
ADM-0002048,LG-000570,Public Works Dept,High,49,5,5,81,39,0.41,2.1
ADM-0002049,LG-000571,Revenue Department,Medium,17,26,5,17,7,0.14,8.6
ADM-0002050,LG-000571,Land Records Cell,Medium,34,24,10,22,9,0.29,7.1
ADM-0002051,LG-000571,Environmental Cell,Medium,12,18,2,34,5,0.07,8.0
ADM-0002052,LG-000572,Revenue Department,Medium,39,26,14,18,7,0.12,8.1
ADM-0002053,LG-000572,Land Records Cell,Medium,47,29,13,33,1,0.27,8.0
ADM-0002054,LG-000573,Revenue Department,Medium,49,25,10,24,9,0.28,7.3
ADM-0002055,LG-000573,Land Records Cell,Medium,50,25,15,33,0,0.09,8.2
ADM-0002056,LG-000573,Environmental Cell,Medium,40,21,12,12,1,0.1,9.2
ADM-0002057,LG-000574,Revenue Department,Medium,49,14,15,22,1,0.16,7.6
ADM-0002058,LG-000574,Land Records Cell,Medium,35,14,4,15,2,0.28,9.2
ADM-0002059,LG-000574,Environmental Cell,Medium,32,18,5,10,8,0.28,9.5
ADM-0002060,LG-000575,Revenue Department,Medium,41,11,2,20,5,0.21,9.7
ADM-0002061,LG-000575,Land Records Cell,Medium,11,28,8,30,6,0.22,7.4
ADM-0002062,LG-000575,Environmental Cell,Medium,36,27,9,38,3,0.23,9.8
ADM-0002063,LG-000575,Public Works Dept,Medium,40,8,3,22,1,0.33,7.0
ADM-0002064,LG-000575,Irrigation Department,Medium,13,11,8,19,8,0.2,8.6
ADM-0002065,LG-000576,Revenue Department,High,21,5,3,119,24,0.41,2.0
ADM-0002066,LG-000576,Land Records Cell,High,46,10,14,47,21,0.68,3.5
ADM-0002067,LG-000576,Environmental Cell,High,32,29,15,107,16,0.6,3.7
ADM-0002068,LG-000576,Public Works Dept,High,22,28,13,75,26,0.6,2.9
ADM-0002069,LG-000576,Irrigation Department,High,49,7,2,64,30,0.69,4.0
ADM-0002070,LG-000577,Revenue Department,Medium,11,24,2,14,7,0.22,7.2
ADM-0002071,LG-000577,Land Records Cell,Medium,15,21,13,29,7,0.22,8.4
ADM-0002072,LG-000577,Environmental Cell,Medium,47,19,9,18,9,0.24,9.0
ADM-0002073,LG-000577,Public Works Dept,Medium,34,11,11,24,5,0.23,8.2
ADM-0002074,LG-000578,Revenue Department,Medium,41,26,5,10,8,0.19,7.9
ADM-0002075,LG-000578,Land Records Cell,Medium,46,10,4,24,9,0.27,8.2
ADM-0002076,LG-000578,Environmental Cell,Medium,12,17,15,36,7,0.34,7.0
ADM-0002077,LG-000578,Public Works Dept,Medium,36,28,12,31,1,0.29,7.0
ADM-0002078,LG-000578,Irrigation Department,Medium,48,9,3,33,9,0.1,8.4
ADM-0002079,LG-000579,Revenue Department,Medium,29,6,11,25,2,0.2,7.4
ADM-0002080,LG-000579,Land Records Cell,Medium,29,8,7,33,10,0.12,9.0
ADM-0002081,LG-000579,Environmental Cell,Medium,17,25,15,11,0,0.19,7.7
ADM-0002082,LG-000579,Public Works Dept,Medium,39,15,15,32,8,0.28,7.2
ADM-0002083,LG-000580,Revenue Department,High,40,24,6,120,20,0.55,2.8
ADM-0002084,LG-000580,Land Records Cell,High,10,8,4,92,22,0.62,2.4
ADM-0002085,LG-000581,Revenue Department,High,46,28,4,61,22,0.44,4.0
ADM-0002086,LG-000581,Land Records Cell,High,28,19,2,105,24,0.71,2.7
ADM-0002087,LG-000581,Environmental Cell,High,39,5,7,85,18,0.62,4.8
ADM-0002088,LG-000581,Public Works Dept,High,28,11,15,75,38,0.56,4.8
ADM-0002089,LG-000581,Irrigation Department,High,40,21,2,77,17,0.83,4.8
ADM-0002090,LG-000582,Revenue Department,Medium,16,23,2,26,6,0.15,7.1
ADM-0002091,LG-000582,Land Records Cell,Medium,38,18,15,12,8,0.27,9.6
ADM-0002092,LG-000582,Environmental Cell,Medium,18,21,2,24,0,0.06,9.0
ADM-0002093,LG-000582,Public Works Dept,Medium,28,17,14,12,1,0.21,6.7
ADM-0002094,LG-000583,Revenue Department,Medium,29,10,5,11,1,0.16,7.2
ADM-0002095,LG-000583,Land Records Cell,Medium,18,16,4,13,7,0.15,7.6
ADM-0002096,LG-000583,Environmental Cell,Medium,13,9,14,11,10,0.28,6.5
ADM-0002097,LG-000583,Public Works Dept,Medium,24,10,8,35,7,0.12,8.0
ADM-0002098,LG-000583,Irrigation Department,Medium,31,15,13,26,7,0.23,8.3
ADM-0002099,LG-000584,Revenue Department,Medium,44,15,8,25,7,0.31,9.3
ADM-0002100,LG-000584,Land Records Cell,Medium,15,27,6,31,0,0.17,7.2
ADM-0002101,LG-000585,Revenue Department,High,31,24,14,79,27,0.59,3.6
ADM-0002102,LG-000585,Land Records Cell,High,50,23,9,69,34,0.62,4.0
ADM-0002103,LG-000585,Environmental Cell,High,41,13,2,98,16,0.61,2.3
ADM-0002104,LG-000585,Public Works Dept,High,29,5,10,99,36,0.72,2.0
ADM-0002105,LG-000586,Revenue Department,Medium,22,5,7,26,7,0.31,7.7
ADM-0002106,LG-000586,Land Records Cell,Medium,22,21,10,22,6,0.07,7.9
ADM-0002107,LG-000586,Environmental Cell,Medium,42,17,6,30,4,0.3,6.6
ADM-0002108,LG-000587,Revenue Department,High,10,9,7,62,28,0.42,3.5
ADM-0002109,LG-000587,Land Records Cell,High,36,28,12,66,39,0.58,3.0
ADM-0002110,LG-000588,Revenue Department,Medium,39,14,3,24,9,0.25,6.7
ADM-0002111,LG-000588,Land Records Cell,Medium,26,26,2,10,8,0.34,8.9
ADM-0002112,LG-000588,Environmental Cell,Medium,47,10,3,21,4,0.25,8.7
ADM-0002113,LG-000588,Public Works Dept,Medium,40,20,8,34,8,0.13,7.9
ADM-0002114,LG-000589,Revenue Department,High,13,12,4,88,11,0.84,3.5
ADM-0002115,LG-000589,Land Records Cell,High,24,17,10,97,24,0.51,3.3
ADM-0002116,LG-000589,Environmental Cell,High,33,21,12,102,22,0.7,4.1
ADM-0002117,LG-000589,Public Works Dept,High,13,24,9,84,14,0.77,4.3
ADM-0002118,LG-000589,Irrigation Department,High,33,26,2,45,39,0.5,4.8
ADM-0002119,LG-000590,Revenue Department,Medium,36,27,7,34,1,0.22,8.1
ADM-0002120,LG-000590,Land Records Cell,Medium,32,16,8,21,9,0.12,9.6
ADM-0002121,LG-000590,Environmental Cell,Medium,41,28,12,38,0,0.32,7.2
ADM-0002122,LG-000590,Public Works Dept,Medium,30,12,3,17,8,0.05,9.3
ADM-0002123,LG-000590,Irrigation Department,Medium,12,9,13,35,2,0.23,8.5
ADM-0002124,LG-000591,Revenue Department,High,43,29,10,97,15,0.6,5.0
ADM-0002125,LG-000591,Land Records Cell,High,14,22,6,74,17,0.83,3.2
ADM-0002126,LG-000591,Environmental Cell,High,14,8,5,111,17,0.81,4.4
ADM-0002127,LG-000591,Public Works Dept,High,14,6,9,89,35,0.84,3.1
ADM-0002128,LG-000591,Irrigation Department,High,18,23,7,91,21,0.61,2.5
ADM-0002129,LG-000592,Revenue Department,Medium,32,17,9,15,3,0.15,8.7
ADM-0002130,LG-000592,Land Records Cell,Medium,16,28,11,37,2,0.15,8.6
ADM-0002131,LG-000593,Revenue Department,Medium,12,8,5,33,1,0.23,6.9
ADM-0002132,LG-000593,Land Records Cell,Medium,44,28,2,31,5,0.06,8.3
ADM-0002133,LG-000593,Environmental Cell,Medium,45,15,10,29,3,0.35,8.1
ADM-0002134,LG-000593,Public Works Dept,Medium,32,17,9,38,1,0.25,8.1
ADM-0002135,LG-000593,Irrigation Department,Medium,16,29,14,17,9,0.25,7.5
ADM-0002136,LG-000594,Revenue Department,Medium,45,29,9,18,4,0.18,6.6
ADM-0002137,LG-000594,Land Records Cell,Medium,36,22,10,29,9,0.23,7.9
ADM-0002138,LG-000595,Revenue Department,High,27,23,15,93,39,0.64,4.3
ADM-0002139,LG-000595,Land Records Cell,High,33,26,15,68,32,0.64,4.3
ADM-0002140,LG-000595,Environmental Cell,High,49,17,8,68,32,0.78,3.8
ADM-0002141,LG-000595,Public Works Dept,High,37,6,2,56,35,0.76,3.3
ADM-0002142,LG-000595,Irrigation Department,High,28,21,5,45,13,0.82,2.6
ADM-0002143,LG-000596,Revenue Department,Medium,41,14,8,27,2,0.11,9.6
ADM-0002144,LG-000596,Land Records Cell,Medium,42,12,3,28,8,0.12,6.6
ADM-0002145,LG-000596,Environmental Cell,Medium,27,20,5,28,2,0.18,8.1
ADM-0002146,LG-000597,Revenue Department,Medium,18,24,13,30,0,0.16,7.7
ADM-0002147,LG-000597,Land Records Cell,Medium,13,13,2,35,6,0.3,9.6
ADM-0002148,LG-000597,Environmental Cell,Medium,16,21,15,11,3,0.12,7.3
ADM-0002149,LG-000597,Public Works Dept,Medium,17,12,3,22,5,0.26,6.7
ADM-0002150,LG-000598,Revenue Department,High,47,19,6,112,35,0.64,2.4
ADM-0002151,LG-000598,Land Records Cell,High,48,27,6,94,10,0.7,3.6
ADM-0002152,LG-000598,Environmental Cell,High,12,24,12,116,11,0.78,3.3
ADM-0002153,LG-000599,Revenue Department,Medium,43,22,11,24,2,0.08,7.4
ADM-0002154,LG-000599,Land Records Cell,Medium,28,20,14,35,10,0.34,8.8
ADM-0002155,LG-000600,Revenue Department,High,39,25,15,54,38,0.74,2.4
ADM-0002156,LG-000600,Land Records Cell,High,43,5,14,48,28,0.47,3.3
ADM-0002157,LG-000600,Environmental Cell,High,47,9,7,73,40,0.72,3.1
ADM-0002158,LG-000601,Revenue Department,Medium,40,10,3,20,7,0.18,9.1
ADM-0002159,LG-000601,Land Records Cell,Medium,46,12,12,26,5,0.24,6.8
ADM-0002160,LG-000601,Environmental Cell,Medium,17,20,2,40,3,0.16,7.6
ADM-0002161,LG-000601,Public Works Dept,Medium,39,21,4,11,1,0.35,8.9
ADM-0002162,LG-000602,Revenue Department,Medium,39,30,12,38,9,0.33,8.8
ADM-0002163,LG-000602,Land Records Cell,Medium,35,14,13,38,3,0.3,7.9
ADM-0002164,LG-000603,Revenue Department,Medium,46,10,6,17,6,0.31,7.3
ADM-0002165,LG-000603,Land Records Cell,Medium,10,5,10,14,3,0.33,6.8
ADM-0002166,LG-000603,Environmental Cell,Medium,37,15,7,14,7,0.34,7.5
ADM-0002167,LG-000603,Public Works Dept,Medium,16,12,12,23,5,0.06,8.0
ADM-0002168,LG-000604,Revenue Department,High,21,11,12,83,38,0.46,3.6
ADM-0002169,LG-000604,Land Records Cell,High,19,17,2,84,20,0.41,4.5
ADM-0002170,LG-000605,Revenue Department,High,40,5,4,60,34,0.84,4.6
ADM-0002171,LG-000605,Land Records Cell,High,16,12,2,60,32,0.42,2.2
ADM-0002172,LG-000605,Environmental Cell,High,22,5,4,56,24,0.49,2.6
ADM-0002173,LG-000605,Public Works Dept,High,31,8,6,119,14,0.51,4.7
ADM-0002174,LG-000605,Irrigation Department,High,46,12,8,104,30,0.54,3.8
ADM-0002175,LG-000606,Revenue Department,Medium,31,8,5,31,1,0.11,7.3
ADM-0002176,LG-000606,Land Records Cell,Medium,20,17,2,19,3,0.26,8.7
ADM-0002177,LG-000606,Environmental Cell,Medium,29,28,14,38,8,0.24,9.6
