outcome_id,project_id,planned_duration_days,actual_duration_days,delay_days,delay_flag,final_status,delay_stage,completion_date
OUT-000818,LG-000818,1460,1614,154,1,Delayed,Legal Resolution,
OUT-000819,LG-000819,2190,2222,32,0,On Time,None,
OUT-000820,LG-000820,2190,2264,74,0,On Time,None,
OUT-000821,LG-000821,1825,1836,11,0,On Time,None,
OUT-000822,LG-000822,1460,1522,62,0,On Time,None,
OUT-000823,LG-000823,1095,1114,19,0,On Time,None,
OUT-000824,LG-000824,1825,1855,30,0,On Time,None,
OUT-000825,LG-000825,1460,1476,16,0,On Time,None,
OUT-000826,LG-000826,2190,2288,98,1,Delayed,Approval,2029-04-10
OUT-000827,LG-000827,1460,1470,10,0,On Time,None,
OUT-000828,LG-000828,1095,1116,21,0,On Time,None,
OUT-000829,LG-000829,1825,1852,27,0,On Time,None,
OUT-000830,LG-000830,1825,1997,172,1,Delayed,Legal Resolution,2026-06-05
OUT-000831,LG-000831,2190,2298,108,1,Delayed,Approval,2027-09-28
OUT-000832,LG-000832,730,730,0,0,On Time,None,
OUT-000833,LG-000833,730,748,18,0,On Time,None,2026-11-11
OUT-000834,LG-000834,1825,1911,86,0,On Time,None,
OUT-000835,LG-000835,1825,1878,53,0,On Time,None,
OUT-000836,LG-000836,1095,1119,24,0,On Time,None,
OUT-000837,LG-000837,1825,1871,46,0,On Time,None,
OUT-000838,LG-000838,730,815,85,0,On Time,None,
OUT-000839,LG-000839,1825,1894,69,0,On Time,None,
OUT-000840,LG-000840,2190,2258,68,0,On Time,None,
OUT-000841,LG-000841,1095,1176,81,0,On Time,None,2021-05-24
OUT-000842,LG-000842,1095,1342,247,1,Delayed,Legal Resolution,
OUT-000843,LG-000843,1095,1112,17,0,On Time,None,
OUT-000844,LG-000844,1825,2426,601,1,Severely Delayed,Compensation,
OUT-000845,LG-000845,730,1010,280,1,Delayed,Legal Resolution,
OUT-000846,LG-000846,1825,1895,70,0,On Time,None,
OUT-000847,LG-000847,2190,2219,29,0,On Time,None,
OUT-000848,LG-000848,730,1077,347,1,Delayed,Legal Resolution,
OUT-000849,LG-000849,1095,1396,301,1,Severely Delayed,Compensation,
OUT-000850,LG-000850,1095,1754,659,1,Severely Delayed,Compensation,2027-12-31
OUT-000851,LG-000851,1460,1708,248,1,Delayed,Legal Resolution,
OUT-000852,LG-000852,1460,1778,318,1,Delayed,Legal Resolution,
OUT-000853,LG-000853,1460,1977,517,1,Severely Delayed,Compensation,2026-07-21
OUT-000854,LG-000854,2190,2537,347,1,Delayed,Legal Resolution,
OUT-000855,LG-000855,1095,1224,129,1,Delayed,Legal Resolution,
OUT-000856,LG-000856,2190,2205,15,0,On Time,None,
OUT-000857,LG-000857,730,910,180,1,Delayed,Legal Resolution,
OUT-000858,LG-000858,2190,2275,85,0,On Time,None,
OUT-000859,LG-000859,1825,1825,0,0,On Time,None,
OUT-000860,LG-000860,2190,2265,75,0,On Time,None,
OUT-000861,LG-000861,730,839,109,1,Delayed,Approval,2020-08-12
OUT-000862,LG-000862,730,1479,749,1,Severely Delayed,Compensation,2028-03-03
OUT-000863,LG-000863,1095,1099,4,0,On Time,None,2026-12-26
OUT-000864,LG-000864,1460,1507,47,0,On Time,None,
OUT-000865,LG-000865,1460,1543,83,0,On Time,None,
OUT-000866,LG-000866,2190,2234,44,0,On Time,None,2030-09-24
OUT-000867,LG-000867,1095,1186,91,1,Delayed,Approval,
OUT-000868,LG-000868,730,1035,305,1,Delayed,Legal Resolution,2026-11-17
OUT-000869,LG-000869,1095,1708,613,1,Severely Delayed,Compensation,
OUT-000870,LG-000870,1460,1529,69,0,On Time,None,2026-04-02
OUT-000871,LG-000871,2190,2272,82,0,On Time,None,
OUT-000872,LG-000872,1095,1186,91,1,Delayed,Approval,
OUT-000873,LG-000873,1825,1826,1,0,On Time,None,2027-06-12
OUT-000874,LG-000874,1825,1843,18,0,On Time,None,
OUT-000875,LG-000875,730,1077,347,1,Delayed,Legal Resolution,2022-10-20
OUT-000876,LG-000876,1095,1164,69,0,On Time,None,
OUT-000877,LG-000877,1460,1519,59,0,On Time,None,
OUT-000878,LG-000878,730,805,75,0,On Time,None,
OUT-000879,LG-000879,2190,2539,349,1,Delayed,Legal Resolution,
OUT-000880,LG-000880,2190,2263,73,0,On Time,None,2029-01-26
OUT-000881,LG-000881,730,1199,469,1,Severely Delayed,Compensation,2024-07-13
OUT-000882,LG-000882,730,764,34,0,On Time,None,
OUT-000883,LG-000883,730,763,33,0,On Time,None,
OUT-000884,LG-000884,1095,1105,10,0,On Time,None,
OUT-000885,LG-000885,730,733,3,0,On Time,None,
OUT-000886,LG-000886,1825,1852,27,0,On Time,None,
OUT-000887,LG-000887,1460,1487,27,0,On Time,None,2024-07-20
OUT-000888,LG-000888,1095,1153,58,0,On Time,None,
OUT-000889,LG-000889,730,731,1,0,On Time,None,
OUT-000890,LG-000890,1460,1503,43,0,On Time,None,
OUT-000891,LG-000891,1095,1189,94,1,Delayed,Approval,
OUT-000892,LG-000892,2190,2376,186,1,Delayed,Legal Resolution,2025-05-15
OUT-000893,LG-000893,1460,2124,664,1,Severely Delayed,Compensation,
OUT-000894,LG-000894,1095,1130,35,0,On Time,None,
OUT-000895,LG-000895,1095,1762,667,1,Severely Delayed,Compensation,
OUT-000896,LG-000896,1825,2450,625,1,Severely Delayed,Compensation,
OUT-000897,LG-000897,1825,1858,33,0,On Time,None,2029-03-20
OUT-000898,LG-000898,730,759,29,0,On Time,None,
OUT-000899,LG-000899,730,891,161,1,Delayed,Legal Resolution,2023-10-26
OUT-000900,LG-000900,2190,2523,333,1,Delayed,Legal Resolution,
OUT-000901,LG-000901,2190,2725,535,1,Severely Delayed,Compensation,
OUT-000902,LG-000902,2190,2252,62,0,On Time,None,
OUT-000903,LG-000903,730,817,87,0,On Time,None,
OUT-000904,LG-000904,730,735,5,0,On Time,None,
OUT-000905,LG-000905,1095,1481,386,1,Severely Delayed,Compensation,
OUT-000906,LG-000906,1460,1822,362,1,Severely Delayed,Compensation,
OUT-000907,LG-000907,1095,1204,109,1,Delayed,Approval,
OUT-000908,LG-000908,1825,1832,7,0,On Time,None,
OUT-000909,LG-000909,2190,2346,156,1,Delayed,Legal Resolution,
OUT-000910,LG-000910,1460,1475,15,0,On Time,None,2022-02-25
OUT-000911,LG-000911,1825,2461,636,1,Severely Delayed,Compensation,
OUT-000912,LG-000912,1095,1621,526,1,Severely Delayed,Compensation,
OUT-000913,LG-000913,1460,1471,11,0,On Time,None,
OUT-000914,LG-000914,1460,1559,99,1,Delayed,Approval,
OUT-000915,LG-000915,730,1038,308,1,Delayed,Legal Resolution,
OUT-000916,LG-000916,730,756,26,0,On Time,None,
OUT-000917,LG-000917,1460,1519,59,0,On Time,None,2024-12-09
OUT-000918,LG-000918,730,813,83,0,On Time,None,
OUT-000919,LG-000919,2190,2483,293,1,Delayed,Legal Resolution,
OUT-000920,LG-000920,2190,2193,3,0,On Time,None,2024-04-17
OUT-000921,LG-000921,1095,1097,2,0,On Time,None,
OUT-000922,LG-000922,1825,2221,396,1,Severely Delayed,Compensation,
OUT-000923,LG-000923,1825,1851,26,0,On Time,None,
OUT-000924,LG-000924,1825,2127,302,1,Delayed,Legal Resolution,
OUT-000925,LG-000925,1460,1545,85,0,On Time,None,
OUT-000926,LG-000926,730,770,40,0,On Time,None,
OUT-000927,LG-000927,2190,2210,20,0,On Time,None,2024-11-06
OUT-000928,LG-000928,1825,2369,544,1,Severely Delayed,Compensation,
OUT-000929,LG-000929,2190,2221,31,0,On Time,None,
OUT-000930,LG-000930,1825,1891,66,0,On Time,None,
OUT-000931,LG-000931,1460,1741,281,1,Delayed,Legal Resolution,
OUT-000932,LG-000932,1460,1505,45,0,On Time,None,
OUT-000933,LG-000933,1095,1177,82,0,On Time,None,
OUT-000934,LG-000934,730,773,43,0,On Time,None,
OUT-000935,LG-000935,2190,2416,226,1,Delayed,Legal Resolution,
OUT-000936,LG-000936,1825,1869,44,0,On Time,None,
OUT-000937,LG-000937,1825,1848,23,0,On Time,None,
OUT-000938,LG-000938,1825,2095,270,1,Delayed,Legal Resolution,
OUT-000939,LG-000939,2190,2198,8,0,On Time,None,
OUT-000940,LG-000940,1460,1549,89,0,On Time,None,
OUT-000941,LG-000941,1825,2464,639,1,Severely Delayed,Compensation,
OUT-000942,LG-000942,1825,2320,495,1,Severely Delayed,Compensation,
OUT-000943,LG-000943,2190,2457,267,1,Delayed,Legal Resolution,
OUT-000944,LG-000944,2190,2494,304,1,Delayed,Legal Resolution,
OUT-000945,LG-000945,2190,2292,102,1,Delayed,Approval,
OUT-000946,LG-000946,2190,2794,604,1,Severely Delayed,Compensation,
OUT-000947,LG-000947,730,905,175,1,Delayed,Legal Resolution,
OUT-000948,LG-000948,730,854,124,1,Delayed,Legal Resolution,
OUT-000949,LG-000949,2190,2233,43,0,On Time,None,2030-04-01
OUT-000950,LG-000950,1825,1902,77,0,On Time,None,2024-08-16
OUT-000951,LG-000951,2190,2321,131,1,Delayed,Legal Resolution,
OUT-000952,LG-000952,730,730,0,0,On Time,None,
OUT-000953,LG-000953,1825,1832,7,0,On Time,None,
OUT-000954,LG-000954,1460,1938,478,1,Severely Delayed,Compensation,2023-10-05
OUT-000955,LG-000955,2190,2784,594,1,Severely Delayed,Compensation,
OUT-000956,LG-000956,1825,1845,20,0,On Time,None,
OUT-000957,LG-000957,1460,2204,744,1,Severely Delayed,Compensation,
OUT-000958,LG-000958,1460,1466,6,0,On Time,None,
OUT-000959,LG-000959,1825,1849,24,0,On Time,None,
OUT-000960,LG-000960,2190,2322,132,1,Delayed,Legal Resolution,
OUT-000961,LG-000961,2190,2217,27,0,On Time,None,
OUT-000962,LG-000962,1825,1879,54,0,On Time,None,
OUT-000963,LG-000963,730,940,210,1,Delayed,Legal Resolution,
OUT-000964,LG-000964,1095,1569,474,1,Severely Delayed,Compensation,
OUT-000965,LG-000965,1825,1873,48,0,On Time,None,
OUT-000966,LG-000966,1095,1196,101,1,Delayed,Approval,
OUT-000967,LG-000967,1825,1907,82,0,On Time,None,
OUT-000968,LG-000968,1460,1745,285,1,Delayed,Legal Resolution,
OUT-000969,LG-000969,1460,1783,323,1,Delayed,Legal Resolution,
OUT-000970,LG-000970,730,821,91,1,Delayed,Approval,2024-02-25
OUT-000971,LG-000971,2190,2365,175,1,Delayed,Legal Resolution,
OUT-000972,LG-000972,2190,2441,251,1,Delayed,Legal Resolution,
OUT-000973,LG-000973,1460,1479,19,0,On Time,None,
OUT-000974,LG-000974,1460,1511,51,0,On Time,None,
OUT-000975,LG-000975,1825,1842,17,0,On Time,None,
OUT-000976,LG-000976,1825,1846,21,0,On Time,None,
OUT-000977,LG-000977,1460,1474,14,0,On Time,None,
OUT-000978,LG-000978,1460,1483,23,0,On Time,None,2024-06-05
OUT-000979,LG-000979,730,811,81,0,On Time,None,2025-05-09
OUT-000980,LG-000980,1460,1461,1,0,On Time,None,
OUT-000981,LG-000981,1460,1467,7,0,On Time,None,
OUT-000982,LG-000982,2190,2215,25,0,On Time,None,2029-01-01
OUT-000983,LG-000983,730,810,80,0,On Time,None,2023-01-03
OUT-000984,LG-000984,730,786,56,0,On Time,None,2026-11-05
OUT-000985,LG-000985,1460,1570,110,1,Delayed,Approval,
OUT-000986,LG-000986,2190,2205,15,0,On Time,None,
OUT-000987,LG-000987,1095,1141,46,0,On Time,None,
OUT-000988,LG-000988,1095,1098,3,0,On Time,None,
OUT-000989,LG-000989,2190,2281,91,1,Delayed,Approval,
OUT-000990,LG-000990,1460,1568,108,1,Delayed,Approval,
OUT-000991,LG-000991,1095,1097,2,0,On Time,None,
OUT-000992,LG-000992,730,1412,682,1,Severely Delayed,Compensation,
OUT-000993,LG-000993,730,749,19,0,On Time,None,
OUT-000994,LG-000994,730,947,217,1,Delayed,Legal Resolution,
OUT-000995,LG-000995,1095,1106,11,0,On Time,None,
OUT-000996,LG-000996,1095,1234,139,1,Delayed,Legal Resolution,
OUT-000997,LG-000997,1095,1123,28,0,On Time,None,
OUT-000998,LG-000998,1825,1845,20,0,On Time,None,
OUT-000999,LG-000999,1825,2298,473,1,Severely Delayed,Compensation,
OUT-001000,LG-001000,1460,1564,104,1,Delayed,Approval,
OUT-001001,LG-001001,730,1047,317,1,Delayed,Legal Resolution,
OUT-001002,LG-001002,1825,2157,332,1,Delayed,Legal Resolution,
OUT-001003,LG-001003,730,757,27,0,On Time,None,
OUT-001004,LG-001004,1825,1991,166,1,Delayed,Legal Resolution,
OUT-001005,LG-001005,730,737,7,0,On Time,None,
OUT-001006,LG-001006,2190,2214,24,0,On Time,None,
OUT-001007,LG-001007,1460,1775,315,1,Delayed,Legal Resolution,
OUT-001008,LG-001008,2190,2254,64,0,On Time,None,2025-12-10
OUT-001009,LG-001009,2190,2234,44,0,On Time,None,2026-09-22
OUT-001010,LG-001010,1825,2112,287,1,Delayed,Legal Resolution,
OUT-001011,LG-001011,1095,1495,400,1,Severely Delayed,Compensation,
OUT-001012,LG-001012,1825,1831,6,0,On Time,None,
OUT-001013,LG-001013,730,820,90,0,On Time,None,
OUT-001014,LG-001014,1095,1574,479,1,Severely Delayed,Compensation,
OUT-001015,LG-001015,1825,2158,333,1,Delayed,Legal Resolution,2029-07-15
OUT-001016,LG-001016,1460,1717,257,1,Delayed,Legal Resolution,
OUT-001017,LG-001017,2190,2191,1,0,On Time,None,
OUT-001018,LG-001018,1460,1820,360,1,Severely Delayed,Compensation,
OUT-001019,LG-001019,1825,1935,110,1,Delayed,Approval,
OUT-001020,LG-001020,1825,1873,48,0,On Time,None,
OUT-001021,LG-001021,1825,2081,256,1,Delayed,Legal Resolution,
OUT-001022,LG-001022,1825,1900,75,0,On Time,None,
OUT-001023,LG-001023,730,1348,618,1,Severely Delayed,Compensation,
OUT-001024,LG-001024,730,769,39,0,On Time,None,2026-01-22
OUT-001025,LG-001025,1825,1962,137,1,Delayed,Legal Resolution,
OUT-001026,LG-001026,1460,1518,58,0,On Time,None,
OUT-001027,LG-001027,1095,1113,18,0,On Time,None,
OUT-001028,LG-001028,1825,2512,687,1,Severely Delayed,Compensation,
OUT-001029,LG-001029,1095,1175,80,0,On Time,None,
OUT-001030,LG-001030,1460,1516,56,0,On Time,None,2024-06-28
OUT-001031,LG-001031,730,838,108,1,Delayed,Approval,2024-05-08
OUT-001032,LG-001032,2190,2228,38,0,On Time,None,2026-10-04
OUT-001033,LG-001033,1095,1163,68,0,On Time,None,2023-08-03
OUT-001034,LG-001034,2190,2272,82,0,On Time,None,2029-02-13
OUT-001035,LG-001035,1460,1493,33,0,On Time,None,
OUT-001036,LG-001036,2190,2281,91,1,Delayed,Approval,
OUT-001037,LG-001037,730,765,35,0,On Time,None,2020-05-07
OUT-001038,LG-001038,2190,2242,52,0,On Time,None,
OUT-001039,LG-001039,1825,1891,66,0,On Time,None,
OUT-001040,LG-001040,1095,1202,107,1,Delayed,Approval,
OUT-001041,LG-001041,1095,1397,302,1,Delayed,Legal Resolution,
OUT-001042,LG-001042,1460,1564,104,1,Delayed,Approval,2027-05-11
OUT-001043,LG-001043,1095,1175,80,0,On Time,None,
OUT-001044,LG-001044,1095,1105,10,0,On Time,None,2024-07-19
OUT-001045,LG-001045,730,1316,586,1,Severely Delayed,Compensation,
OUT-001046,LG-001046,1460,1507,47,0,On Time,None,
OUT-001047,LG-001047,730,906,176,1,Delayed,Legal Resolution,
OUT-001048,LG-001048,1460,1515,55,0,On Time,None,2024-08-01
OUT-001049,LG-001049,1460,1501,41,0,On Time,None,2023-03-27
OUT-001050,LG-001050,1460,1776,316,1,Delayed,Legal Resolution,
OUT-001051,LG-001051,1825,2295,470,1,Severely Delayed,Compensation,
OUT-001052,LG-001052,1460,1588,128,1,Delayed,Legal Resolution,
OUT-001053,LG-001053,1095,1179,84,0,On Time,None,2026-02-09
OUT-001054,LG-001054,1460,1526,66,0,On Time,None,
OUT-001055,LG-001055,730,783,53,0,On Time,None,
OUT-001056,LG-001056,730,750,20,0,On Time,None,
OUT-001057,LG-001057,730,737,7,0,On Time,None,
OUT-001058,LG-001058,1825,2318,493,1,Severely Delayed,Compensation,
OUT-001059,LG-001059,1095,1352,257,1,Delayed,Legal Resolution,2025-10-26
OUT-001060,LG-001060,1825,1851,26,0,On Time,None,
OUT-001061,LG-001061,1095,1114,19,0,On Time,None,2026-02-03
OUT-001062,LG-001062,1460,1467,7,0,On Time,None,
OUT-001063,LG-001063,2190,2219,29,0,On Time,None,2027-08-01
OUT-001064,LG-001064,1825,2407,582,1,Severely Delayed,Compensation,2029-04-18
OUT-001065,LG-001065,2190,2422,232,1,Delayed,Legal Resolution,
OUT-001066,LG-001066,2190,2248,58,0,On Time,None,
OUT-001067,LG-001067,1460,1490,30,0,On Time,None,
OUT-001068,LG-001068,1460,1508,48,0,On Time,None,
OUT-001069,LG-001069,1825,2430,605,1,Severely Delayed,Compensation,
OUT-001070,LG-001070,1825,2117,292,1,Delayed,Legal Resolution,
OUT-001071,LG-001071,730,835,105,1,Delayed,Approval,
OUT-001072,LG-001072,2190,2322,132,1,Delayed,Legal Resolution,
OUT-001073,LG-001073,1460,1504,44,0,On Time,None,
OUT-001074,LG-001074,1825,1969,144,1,Delayed,Legal Resolution,2024-02-11
OUT-001075,LG-001075,730,768,38,0,On Time,None,
OUT-001076,LG-001076,2190,2211,21,0,On Time,None,
OUT-001077,LG-001077,1460,1555,95,1,Delayed,Approval,
OUT-001078,LG-001078,1460,1502,42,0,On Time,None,
OUT-001079,LG-001079,2190,2252,62,0,On Time,None,
OUT-001080,LG-001080,730,878,148,1,Delayed,Legal Resolution,
OUT-001081,LG-001081,730,855,125,1,Delayed,Legal Resolution,
OUT-001082,LG-001082,730,965,235,1,Delayed,Legal Resolution,
OUT-001083,LG-001083,1095,1114,19,0,On Time,None,
OUT-001084,LG-001084,1825,2075,250,1,Delayed,Legal Resolution,2029-08-27
OUT-001085,LG-001085,2190,2279,89,0,On Time,None,
OUT-001086,LG-001086,1825,2171,346,1,Delayed,Legal Resolution,
OUT-001087,LG-001087,730,890,160,1,Delayed,Legal Resolution,
OUT-001088,LG-001088,1460,1631,171,1,Delayed,Legal Resolution,2027-12-03
OUT-001089,LG-001089,730,753,23,0,On Time,None,2026-10-28
OUT-001090,LG-001090,1825,2124,299,1,Delayed,Legal Resolution,
OUT-001091,LG-001091,1825,1922,97,1,Delayed,Approval,2025-12-23
OUT-001092,LG-001092,730,742,12,0,On Time,None,
OUT-001093,LG-001093,1825,2531,706,1,Severely Delayed,Compensation,
OUT-001094,LG-001094,1825,1856,31,0,On Time,None,
OUT-001095,LG-001095,1095,1278,183,1,Delayed,Legal Resolution,
OUT-001096,LG-001096,1095,1290,195,1,Delayed,Legal Resolution,
OUT-001097,LG-001097,2190,2620,430,1,Severely Delayed,Compensation,
OUT-001098,LG-001098,2190,2226,36,0,On Time,None,
OUT-001099,LG-001099,1460,1702,242,1,Delayed,Legal Resolution,
OUT-001100,LG-001100,730,806,76,0,On Time,None,2020-04-24
OUT-001101,LG-001101,1825,2110,285,1,Delayed,Legal Resolution,
OUT-001102,LG-001102,1460,1791,331,1,Delayed,Legal Resolution,
OUT-001103,LG-001103,1825,1887,62,0,On Time,None,
OUT-001104,LG-001104,1825,2358,533,1,Severely Delayed,Compensation,2029-05-17
OUT-001105,LG-001105,1825,1889,64,0,On Time,None,
OUT-001106,LG-001106,730,750,20,0,On Time,None,
OUT-001107,LG-001107,1825,2434,609,1,Severely Delayed,Compensation,
OUT-001108,LG-001108,1825,2277,452,1,Severely Delayed,Compensation,
OUT-001109,LG-001109,1095,1096,1,0,On Time,None,2024-01-23
OUT-001110,LG-001110,1825,1869,44,0,On Time,None,
OUT-001111,LG-001111,1460,2020,560,1,Severely Delayed,Compensation,
OUT-001112,LG-001112,730,1006,276,1,Delayed,Legal Resolution,2022-12-23
OUT-001113,LG-001113,1825,1974,149,1,Delayed,Legal Resolution,2027-02-07
OUT-001114,LG-001114,1095,1104,9,0,On Time,None,
OUT-001115,LG-001115,2190,2238,48,0,On Time,None,
OUT-001116,LG-001116,1460,1483,23,0,On Time,None,
OUT-001117,LG-001117,1460,1483,23,0,On Time,None,
OUT-001118,LG-001118,2190,2489,299,1,Delayed,Legal Resolution,
OUT-001119,LG-001119,2190,2266,76,0,On Time,None,
OUT-001120,LG-001120,1095,1118,23,0,On Time,None,
OUT-001121,LG-001121,1825,1901,76,0,On Time,None,
OUT-001122,LG-001122,1825,1837,12,0,On Time,None,2023-07-21
OUT-001123,LG-001123,2190,2202,12,0,On Time,None,
OUT-001124,LG-001124,1095,1363,268,1,Delayed,Legal Resolution,2026-12-07
OUT-001125,LG-001125,2190,2191,1,0,On Time,None,
OUT-001126,LG-001126,1095,1151,56,0,On Time,None,
OUT-001127,LG-001127,2190,2263,73,0,On Time,None,
OUT-001128,LG-001128,1460,1473,13,0,On Time,None,
OUT-001129,LG-001129,1095,1176,81,0,On Time,None,
OUT-001130,LG-001130,1095,1112,17,0,On Time,None,
OUT-001131,LG-001131,1095,1188,93,1,Delayed,Approval,
OUT-001132,LG-001132,1095,1594,499,1,Severely Delayed,Compensation,
OUT-001133,LG-001133,1825,1843,18,0,On Time,None,
OUT-001134,LG-001134,2190,2231,41,0,On Time,None,2026-02-19
OUT-001135,LG-001135,1460,1467,7,0,On Time,None,
OUT-001136,LG-001136,1095,1189,94,1,Delayed,Approval,
OUT-001137,LG-001137,1460,1903,443,1,Severely Delayed,Compensation,
OUT-001138,LG-001138,2190,2409,219,1,Delayed,Legal Resolution,
OUT-001139,LG-001139,730,745,15,0,On Time,None,
OUT-001140,LG-001140,2190,2281,91,1,Delayed,Approval,
OUT-001141,LG-001141,730,1192,462,1,Severely Delayed,Compensation,
OUT-001142,LG-001142,1460,1760,300,1,Delayed,Legal Resolution,
OUT-001143,LG-001143,2190,2192,2,0,On Time,None,2025-03-10
OUT-001144,LG-001144,730,806,76,0,On Time,None,
OUT-001145,LG-001145,1095,1144,49,0,On Time,None,
OUT-001146,LG-001146,730,1004,274,1,Delayed,Legal Resolution,2027-09-08
OUT-001147,LG-001147,1825,1837,12,0,On Time,None,
OUT-001148,LG-001148,730,1201,471,1,Severely Delayed,Compensation,
OUT-001149,LG-001149,1460,1539,79,0,On Time,None,
OUT-001150,LG-001150,1095,1130,35,0,On Time,None,
OUT-001151,LG-001151,1825,1828,3,0,On Time,None,
OUT-001152,LG-001152,730,1252,522,1,Severely Delayed,Compensation,
OUT-001153,LG-001153,730,1015,285,1,Delayed,Legal Resolution,
OUT-001154,LG-001154,1460,1963,503,1,Severely Delayed,Compensation,2029-09-29
OUT-001155,LG-001155,1460,1469,9,0,On Time,None,
OUT-001156,LG-001156,730,737,7,0,On Time,None,
OUT-001157,LG-001157,730,737,7,0,On Time,None,
OUT-001158,LG-001158,730,756,26,0,On Time,None,
OUT-001159,LG-001159,1460,1671,211,1,Delayed,Legal Resolution,
OUT-001160,LG-001160,1825,2291,466,1,Severely Delayed,Compensation,
OUT-001161,LG-001161,730,1422,692,1,Severely Delayed,Compensation,2023-05-13
OUT-001162,LG-001162,2190,2200,10,0,On Time,None,
OUT-001163,LG-001163,1460,2156,696,1,Severely Delayed,Compensation,
OUT-001164,LG-001164,1460,1473,13,0,On Time,None,
OUT-001165,LG-001165,1825,1838,13,0,On Time,None,
OUT-001166,LG-001166,1460,1856,396,1,Severely Delayed,Compensation,2025-02-20
OUT-001167,LG-001167,1825,2104,279,1,Delayed,Legal Resolution,
OUT-001168,LG-001168,730,802,72,0,On Time,None,
OUT-001169,LG-001169,730,1030,300,1,Delayed,Legal Resolution,
OUT-001170,LG-001170,2190,2297,107,1,Delayed,Approval,
OUT-001171,LG-001171,2190,2214,24,0,On Time,None,
OUT-001172,LG-001172,1825,1851,26,0,On Time,None,2023-12-13
OUT-001173,LG-001173,1095,1186,91,1,Delayed,Approval,
OUT-001174,LG-001174,1095,1097,2,0,On Time,None,
OUT-001175,LG-001175,1460,1595,135,1,Delayed,Legal Resolution,
OUT-001176,LG-001176,2190,2510,320,1,Delayed,Legal Resolution,
OUT-001177,LG-001177,1460,1473,13,0,On Time,None,
OUT-001178,LG-001178,1825,1849,24,0,On Time,None,
OUT-001179,LG-001179,1825,1873,48,0,On Time,None,
OUT-001180,LG-001180,2190,2926,736,1,Severely Delayed,Compensation,
OUT-001181,LG-001181,1095,1652,557,1,Severely Delayed,Compensation,
OUT-001182,LG-001182,730,1058,328,1,Severely Delayed,Compensation,
OUT-001183,LG-001183,2190,2200,10,0,On Time,None,
OUT-001184,LG-001184,1095,1119,24,0,On Time,None,2026-08-18
OUT-001185,LG-001185,1095,1133,38,0,On Time,None,2023-11-16
OUT-001186,LG-001186,730,1039,309,1,Delayed,Legal Resolution,
OUT-001187,LG-001187,1095,1099,4,0,On Time,None,
OUT-001188,LG-001188,2190,2218,28,0,On Time,None,
OUT-001189,LG-001189,1825,1922,97,1,Delayed,Approval,
OUT-001190,LG-001190,1095,1188,93,1,Delayed,Approval,
OUT-001191,LG-001191,1825,2174,349,1,Delayed,Legal Resolution,
OUT-001192,LG-001192,1460,1542,82,0,On Time,None,
OUT-001193,LG-001193,1460,1488,28,0,On Time,None,
OUT-001194,LG-001194,730,823,93,1,Delayed,Approval,
OUT-001195,LG-001195,1095,1107,12,0,On Time,None,
OUT-001196,LG-001196,1460,1554,94,1,Delayed,Approval,
OUT-001197,LG-001197,1460,1758,298,1,Delayed,Legal Resolution,
OUT-001198,LG-001198,2190,2204,14,0,On Time,None,2026-01-13
OUT-001199,LG-001199,1825,1854,29,0,On Time,None,
OUT-001200,LG-001200,730,814,84,0,On Time,None,
