dispute_id,project_id,case_type,filing_date,resolution_date,case_status,pending_days,court_level,case_severity
LEG-0002123,LG-000660,Encroachment,2020-02-02,,Pending,2340,Revenue Tribunal,Low
LEG-0002124,LG-000660,Title Dispute,2019-06-08,2020-03-11,Resolved,0,District Court,Medium
LEG-0002125,LG-000660,R&R Dispute,2019-05-12,,Under Hearing,2606,District Court,High
LEG-0002126,LG-000661,Encroachment,2020-02-27,2020-11-29,Resolved,0,District Court,Low
LEG-0002127,LG-000662,R&R Dispute,2022-01-18,,Stay Order Issued,1624,District Court,Critical
LEG-0002128,LG-000662,Environmental Challenge,2021-06-25,2022-01-25,Resolved,0,Revenue Tribunal,Critical
LEG-0002129,LG-000662,Compensation Amount Dispute,2022-02-28,,Stay Order Issued,1583,Revenue Tribunal,Critical
LEG-0002130,LG-000662,Compensation Amount Dispute,2022-03-29,,Stay Order Issued,1554,High Court,Critical
LEG-0002131,LG-000662,Title Dispute,2021-10-18,2022-01-18,Resolved,0,Revenue Tribunal,Critical
LEG-0002132,LG-000662,Encroachment,2021-08-30,,Pending,1765,District Court,Critical
LEG-0002133,LG-000663,Title Dispute,2021-09-27,,Stay Order Issued,1737,Revenue Tribunal,Critical
LEG-0002134,LG-000663,R&R Dispute,2021-03-28,,Pending,1920,District Court,Critical
LEG-0002135,LG-000663,Encroachment,2021-08-19,2022-02-02,Resolved,0,High Court,Critical
LEG-0002136,LG-000663,Compensation Amount Dispute,2022-02-12,2022-07-27,Resolved,0,District Court,Critical
LEG-0002137,LG-000663,Encroachment,2021-06-29,,Stay Order Issued,1827,High Court,Critical
LEG-0002138,LG-000663,R&R Dispute,2022-03-10,,Stay Order Issued,1573,High Court,Critical
LEG-0002139,LG-000663,Compensation Amount Dispute,2021-07-13,,Pending,1813,District Court,Critical
LEG-0002140,LG-000663,Title Dispute,2021-08-01,,Stay Order Issued,1794,High Court,Critical
LEG-0002141,LG-000663,R&R Dispute,2021-12-07,2022-02-26,Resolved,0,District Court,Critical
LEG-0002142,LG-000664,Compensation Amount Dispute,2024-10-26,,Stay Order Issued,612,District Court,Low
LEG-0002143,LG-000664,Environmental Challenge,2024-08-20,2025-01-27,Resolved,0,District Court,Low
LEG-0002144,LG-000664,Compensation Amount Dispute,2024-12-11,2025-09-12,Resolved,0,District Court,Low
LEG-0002145,LG-000665,Environmental Challenge,2019-12-19,,Pending,2385,Revenue Tribunal,High
LEG-0002146,LG-000665,Environmental Challenge,2019-07-12,2019-12-18,Resolved,0,District Court,Low
LEG-0002147,LG-000666,Encroachment,2018-06-22,2019-02-01,Resolved,0,Revenue Tribunal,Critical
LEG-0002148,LG-000666,R&R Dispute,2018-06-16,,Stay Order Issued,2936,District Court,Critical
LEG-0002149,LG-000666,Title Dispute,2019-01-23,,Under Hearing,2715,District Court,Critical
LEG-0002150,LG-000666,Compensation Amount Dispute,2018-09-21,,Pending,2839,High Court,Critical
LEG-0002151,LG-000666,Encroachment,2019-01-31,2019-09-07,Resolved,0,High Court,Critical
LEG-0002152,LG-000666,Encroachment,2018-09-02,2019-06-02,Resolved,0,District Court,Critical
LEG-0002153,LG-000666,Compensation Amount Dispute,2018-05-11,,Under Hearing,2972,Revenue Tribunal,Critical
LEG-0002154,LG-000667,Title Dispute,2022-04-18,2022-06-29,Resolved,0,Revenue Tribunal,Low
LEG-0002155,LG-000668,Encroachment,2021-08-16,2022-01-23,Resolved,0,High Court,Low
LEG-0002156,LG-000670,Compensation Amount Dispute,2022-11-13,,Under Hearing,1325,Revenue Tribunal,Low
LEG-0002157,LG-000672,Title Dispute,2021-01-06,,Stay Order Issued,2001,High Court,High
LEG-0002158,LG-000672,R&R Dispute,2020-11-14,,Under Hearing,2054,District Court,Low
LEG-0002159,LG-000672,Environmental Challenge,2021-04-30,2021-07-12,Resolved,0,District Court,Medium
LEG-0002160,LG-000672,R&R Dispute,2021-03-11,2021-08-26,Resolved,0,Revenue Tribunal,Low
LEG-0002161,LG-000672,Title Dispute,2021-03-02,,Pending,1946,Revenue Tribunal,High
LEG-0002162,LG-000672,Title Dispute,2021-04-28,,Under Hearing,1889,District Court,Medium
LEG-0002163,LG-000673,Environmental Challenge,2021-02-13,2021-12-02,Resolved,0,District Court,Low
LEG-0002164,LG-000673,Encroachment,2021-02-02,,Under Hearing,1974,District Court,High
LEG-0002165,LG-000673,Compensation Amount Dispute,2021-05-26,,Under Hearing,1861,District Court,Low
LEG-0002166,LG-000673,Title Dispute,2021-07-27,2022-04-17,Resolved,0,District Court,Low
LEG-0002167,LG-000673,Environmental Challenge,2021-12-19,,Stay Order Issued,1654,Revenue Tribunal,High
LEG-0002168,LG-000673,Compensation Amount Dispute,2021-07-04,,Stay Order Issued,1822,Revenue Tribunal,Low
LEG-0002169,LG-000674,Encroachment,2023-12-24,2024-03-13,Resolved,0,District Court,High
LEG-0002170,LG-000675,Encroachment,2019-04-30,,Pending,2618,Revenue Tribunal,Low
LEG-0002171,LG-000675,Encroachment,2019-08-06,,Stay Order Issued,2520,High Court,Medium
LEG-0002172,LG-000675,Encroachment,2019-05-19,,Under Hearing,2599,Revenue Tribunal,High
LEG-0002173,LG-000676,Environmental Challenge,2019-03-08,2019-07-12,Resolved,0,District Court,Medium
LEG-0002174,LG-000677,Title Dispute,2025-04-01,2025-10-26,Resolved,0,Revenue Tribunal,Low
LEG-0002175,LG-000678,Encroachment,2024-01-25,,Pending,887,High Court,Low
LEG-0002176,LG-000679,Environmental Challenge,2023-12-27,2024-06-08,Resolved,0,District Court,High
LEG-0002177,LG-000680,Title Dispute,2018-12-03,2019-03-30,Resolved,0,Revenue Tribunal,Medium
LEG-0002178,LG-000680,R&R Dispute,2018-12-28,2019-06-01,Resolved,0,High Court,Medium
LEG-0002179,LG-000681,Encroachment,2019-07-20,,Stay Order Issued,2537,District Court,High
LEG-0002180,LG-000681,Encroachment,2019-02-22,,Pending,2685,Revenue Tribunal,Low
LEG-0002181,LG-000681,Compensation Amount Dispute,2018-12-02,2019-06-24,Resolved,0,High Court,Low
LEG-0002182,LG-000681,R&R Dispute,2019-01-25,,Under Hearing,2713,District Court,High
LEG-0002183,LG-000681,R&R Dispute,2019-08-03,,Under Hearing,2523,District Court,High
LEG-0002184,LG-000682,Title Dispute,2018-12-28,,Stay Order Issued,2741,Revenue Tribunal,High
LEG-0002185,LG-000683,Title Dispute,2024-05-04,,Pending,787,High Court,Medium
LEG-0002186,LG-000683,Environmental Challenge,2024-04-16,,Stay Order Issued,805,High Court,Medium
LEG-0002187,LG-000683,Compensation Amount Dispute,2024-01-06,2024-08-02,Resolved,0,Revenue Tribunal,Medium
LEG-0002188,LG-000683,Title Dispute,2024-04-06,2025-01-17,Resolved,0,Revenue Tribunal,Medium
LEG-0002189,LG-000683,Title Dispute,2024-01-27,,Under Hearing,885,Revenue Tribunal,High
LEG-0002190,LG-000683,Encroachment,2024-06-09,,Pending,751,Revenue Tribunal,Low
LEG-0002191,LG-000684,Title Dispute,2023-06-18,,Under Hearing,1108,Revenue Tribunal,Medium
LEG-0002192,LG-000686,Compensation Amount Dispute,2020-07-22,,Under Hearing,2169,Revenue Tribunal,Medium
LEG-0002193,LG-000686,Compensation Amount Dispute,2020-08-29,2020-11-03,Resolved,0,District Court,High
LEG-0002194,LG-000686,Title Dispute,2021-02-07,,Stay Order Issued,1969,High Court,Medium
LEG-0002195,LG-000687,Encroachment,2023-04-28,,Under Hearing,1159,High Court,Medium
LEG-0002196,LG-000688,Encroachment,2022-06-29,,Under Hearing,1462,District Court,High
LEG-0002197,LG-000688,Compensation Amount Dispute,2023-02-21,2023-06-11,Resolved,0,District Court,High
LEG-0002198,LG-000688,Title Dispute,2022-12-11,,Under Hearing,1297,District Court,Medium
LEG-0002199,LG-000688,R&R Dispute,2023-05-18,,Under Hearing,1139,Revenue Tribunal,Low
LEG-0002200,LG-000688,Compensation Amount Dispute,2022-07-18,2023-04-10,Resolved,0,District Court,High
LEG-0002201,LG-000688,R&R Dispute,2023-03-07,,Stay Order Issued,1211,High Court,Low
LEG-0002202,LG-000689,Compensation Amount Dispute,2025-01-31,,Stay Order Issued,515,Revenue Tribunal,Medium
LEG-0002203,LG-000689,Title Dispute,2024-07-13,2025-04-18,Resolved,0,District Court,Medium
LEG-0002204,LG-000690,R&R Dispute,2021-07-30,2022-02-04,Resolved,0,District Court,Low
LEG-0002205,LG-000690,Compensation Amount Dispute,2021-03-31,2021-06-08,Resolved,0,District Court,Medium
LEG-0002206,LG-000692,Environmental Challenge,2020-12-18,2021-05-25,Resolved,0,District Court,High
LEG-0002207,LG-000692,Title Dispute,2021-08-03,2021-10-12,Resolved,0,Revenue Tribunal,Medium
LEG-0002208,LG-000692,Compensation Amount Dispute,2021-09-27,,Pending,1737,Revenue Tribunal,High
LEG-0002209,LG-000692,Environmental Challenge,2020-12-06,,Stay Order Issued,2032,Revenue Tribunal,High
LEG-0002210,LG-000692,R&R Dispute,2021-02-03,,Stay Order Issued,1973,District Court,Medium
LEG-0002211,LG-000694,R&R Dispute,2021-05-11,2021-12-22,Resolved,0,Revenue Tribunal,Low
LEG-0002212,LG-000694,R&R Dispute,2021-06-15,2022-04-11,Resolved,0,Revenue Tribunal,High
LEG-0002213,LG-000695,Environmental Challenge,2019-06-03,2019-12-02,Resolved,0,High Court,Medium
LEG-0002214,LG-000696,Compensation Amount Dispute,2020-04-15,2020-09-04,Resolved,0,High Court,High
LEG-0002215,LG-000696,Compensation Amount Dispute,2020-12-02,,Under Hearing,2036,Revenue Tribunal,Medium
LEG-0002216,LG-000697,Title Dispute,2025-07-10,2025-11-07,Resolved,0,Revenue Tribunal,Medium
LEG-0002217,LG-000699,Encroachment,2023-10-16,2024-06-28,Resolved,0,High Court,High
LEG-0002218,LG-000700,Compensation Amount Dispute,2024-05-19,,Pending,772,Revenue Tribunal,Critical
LEG-0002219,LG-000700,R&R Dispute,2024-11-30,,Stay Order Issued,577,High Court,Critical
LEG-0002220,LG-000700,Title Dispute,2024-01-31,,Pending,881,District Court,Critical
LEG-0002221,LG-000700,R&R Dispute,2024-04-15,,Under Hearing,806,District Court,Critical
LEG-0002222,LG-000700,R&R Dispute,2024-03-29,,Under Hearing,823,Revenue Tribunal,Critical
LEG-0002223,LG-000700,Encroachment,2024-06-06,2024-09-05,Resolved,0,High Court,Critical
LEG-0002224,LG-000700,Title Dispute,2024-05-18,,Pending,773,High Court,Critical
LEG-0002225,LG-000700,R&R Dispute,2024-06-20,,Under Hearing,740,Revenue Tribunal,Critical
LEG-0002226,LG-000700,Title Dispute,2024-05-05,,Under Hearing,786,High Court,Critical
LEG-0002227,LG-000701,Title Dispute,2019-12-28,,Stay Order Issued,2376,Revenue Tribunal,High
LEG-0002228,LG-000702,R&R Dispute,2020-12-08,2021-05-10,Resolved,0,District Court,Low
LEG-0002229,LG-000703,Compensation Amount Dispute,2021-10-28,,Under Hearing,1706,Revenue Tribunal,Medium
LEG-0002230,LG-000703,Title Dispute,2022-09-15,,Under Hearing,1384,Revenue Tribunal,Medium
LEG-0002231,LG-000703,Compensation Amount Dispute,2021-12-15,,Pending,1658,District Court,Medium
LEG-0002232,LG-000703,Title Dispute,2022-07-30,,Under Hearing,1431,District Court,Low
LEG-0002233,LG-000705,Compensation Amount Dispute,2018-10-24,,Under Hearing,2806,District Court,High
LEG-0002234,LG-000705,R&R Dispute,2018-10-05,,Under Hearing,2825,Revenue Tribunal,High
LEG-0002235,LG-000705,Encroachment,2018-09-04,,Pending,2856,High Court,Medium
LEG-0002236,LG-000705,Title Dispute,2018-11-16,,Under Hearing,2783,Revenue Tribunal,Medium
LEG-0002237,LG-000705,Encroachment,2018-08-30,,Under Hearing,2861,High Court,High
LEG-0002238,LG-000705,Compensation Amount Dispute,2019-03-27,2019-12-14,Resolved,0,Revenue Tribunal,Medium
LEG-0002239,LG-000706,Encroachment,2025-08-14,,Stay Order Issued,320,Revenue Tribunal,Low
LEG-0002240,LG-000706,R&R Dispute,2025-06-28,,Stay Order Issued,367,Revenue Tribunal,Low
LEG-0002241,LG-000706,Environmental Challenge,2025-12-06,,Under Hearing,206,Revenue Tribunal,Low
LEG-0002242,LG-000706,Compensation Amount Dispute,2025-05-11,,Pending,415,High Court,Low
LEG-0002243,LG-000706,Title Dispute,2024-12-08,,Stay Order Issued,569,High Court,Medium
LEG-0002244,LG-000706,R&R Dispute,2025-05-17,,Under Hearing,409,District Court,Low
LEG-0002245,LG-000707,Compensation Amount Dispute,2023-09-10,,Stay Order Issued,1024,Revenue Tribunal,Medium
LEG-0002246,LG-000707,R&R Dispute,2023-08-19,2023-12-12,Resolved,0,Revenue Tribunal,High
LEG-0002247,LG-000707,Title Dispute,2023-01-16,,Pending,1261,District Court,Low
LEG-0002248,LG-000707,Encroachment,2023-02-16,2023-07-06,Resolved,0,Revenue Tribunal,High
LEG-0002249,LG-000707,Encroachment,2023-05-20,,Pending,1137,Revenue Tribunal,High
LEG-0002250,LG-000707,Compensation Amount Dispute,2023-06-04,,Stay Order Issued,1122,High Court,Medium
LEG-0002251,LG-000708,Compensation Amount Dispute,2022-09-05,2022-11-19,Resolved,0,High Court,Medium
LEG-0002252,LG-000708,R&R Dispute,2022-06-16,2023-03-19,Resolved,0,District Court,High
LEG-0002253,LG-000710,R&R Dispute,2018-11-04,2019-06-02,Resolved,0,District Court,High
LEG-0002254,LG-000711,Environmental Challenge,2019-11-23,2020-02-19,Resolved,0,District Court,High
LEG-0002255,LG-000711,Title Dispute,2020-01-26,2020-09-08,Resolved,0,District Court,Medium
LEG-0002256,LG-000712,Title Dispute,2020-03-27,2020-11-30,Resolved,0,District Court,Medium
LEG-0002257,LG-000712,Environmental Challenge,2020-01-31,,Under Hearing,2342,Revenue Tribunal,Low
LEG-0002258,LG-000712,Encroachment,2019-11-16,2020-09-06,Resolved,0,Revenue Tribunal,High
LEG-0002259,LG-000712,Encroachment,2020-03-15,2020-08-09,Resolved,0,Revenue Tribunal,High
LEG-0002260,LG-000712,Environmental Challenge,2020-03-15,2020-06-12,Resolved,0,District Court,High
LEG-0002261,LG-000712,Environmental Challenge,2019-08-14,2020-05-28,Resolved,0,District Court,Medium
LEG-0002262,LG-000713,Title Dispute,2024-04-18,,Pending,803,District Court,Medium
LEG-0002263,LG-000713,R&R Dispute,2023-09-17,,Pending,1017,High Court,High
LEG-0002264,LG-000713,Environmental Challenge,2024-08-10,2025-05-08,Resolved,0,Revenue Tribunal,High
LEG-0002265,LG-000714,R&R Dispute,2023-05-16,,Stay Order Issued,1141,High Court,High
LEG-0002266,LG-000714,Environmental Challenge,2023-08-01,2024-02-16,Resolved,0,Revenue Tribunal,High
LEG-0002267,LG-000714,R&R Dispute,2023-01-25,2023-07-24,Resolved,0,District Court,Low
LEG-0002268,LG-000715,Encroachment,2020-03-19,2020-06-21,Resolved,0,Revenue Tribunal,Medium
LEG-0002269,LG-000715,Title Dispute,2020-04-01,2021-01-12,Resolved,0,Revenue Tribunal,High
LEG-0002270,LG-000715,Environmental Challenge,2020-03-20,2020-08-15,Resolved,0,Revenue Tribunal,Low
LEG-0002271,LG-000715,Environmental Challenge,2020-06-25,,Under Hearing,2196,District Court,Medium
LEG-0002272,LG-000715,Compensation Amount Dispute,2020-11-06,,Pending,2062,Revenue Tribunal,Low
LEG-0002273,LG-000716,Compensation Amount Dispute,2020-01-29,,Stay Order Issued,2344,District Court,Low
LEG-0002274,LG-000716,R&R Dispute,2019-03-12,,Pending,2667,District Court,Medium
LEG-0002275,LG-000716,R&R Dispute,2019-05-20,,Pending,2598,Revenue Tribunal,High
LEG-0002276,LG-000716,Compensation Amount Dispute,2019-04-14,2020-01-09,Resolved,0,District Court,High
LEG-0002277,LG-000716,R&R Dispute,2019-08-03,2019-11-27,Resolved,0,District Court,High
LEG-0002278,LG-000716,Compensation Amount Dispute,2019-03-30,,Under Hearing,2649,District Court,High
LEG-0002279,LG-000718,R&R Dispute,2019-05-31,,Stay Order Issued,2587,Revenue Tribunal,Critical
LEG-0002280,LG-000718,Environmental Challenge,2018-06-24,2019-01-19,Resolved,0,High Court,Critical
LEG-0002281,LG-000718,Environmental Challenge,2018-09-10,,Pending,2850,High Court,Critical
LEG-0002282,LG-000718,R&R Dispute,2018-08-16,,Pending,2875,District Court,Critical
LEG-0002283,LG-000718,Title Dispute,2018-12-13,2019-07-28,Resolved,0,Revenue Tribunal,Critical
LEG-0002284,LG-000718,Compensation Amount Dispute,2018-09-26,,Under Hearing,2834,District Court,Critical
LEG-0002285,LG-000719,Environmental Challenge,2022-05-24,,Stay Order Issued,1498,Revenue Tribunal,Critical
LEG-0002286,LG-000719,Encroachment,2021-11-16,2022-09-09,Resolved,0,District Court,Critical
LEG-0002287,LG-000719,Title Dispute,2021-09-06,2022-06-02,Resolved,0,District Court,Critical
LEG-0002288,LG-000719,Compensation Amount Dispute,2021-12-22,,Under Hearing,1651,High Court,Critical
LEG-0002289,LG-000719,Compensation Amount Dispute,2021-08-29,2022-02-09,Resolved,0,Revenue Tribunal,Critical
LEG-0002290,LG-000719,Title Dispute,2021-06-15,2021-08-20,Resolved,0,Revenue Tribunal,Critical
LEG-0002291,LG-000719,Compensation Amount Dispute,2022-05-19,,Stay Order Issued,1503,District Court,Critical
LEG-0002292,LG-000719,Environmental Challenge,2022-02-22,2022-06-14,Resolved,0,Revenue Tribunal,Critical
LEG-0002293,LG-000719,R&R Dispute,2022-01-16,,Pending,1626,Revenue Tribunal,Critical
LEG-0002294,LG-000719,Environmental Challenge,2021-08-21,,Stay Order Issued,1774,Revenue Tribunal,Critical
LEG-0002295,LG-000720,Environmental Challenge,2024-08-15,,Stay Order Issued,684,High Court,Critical
LEG-0002296,LG-000720,Compensation Amount Dispute,2024-08-20,2025-05-25,Resolved,0,Revenue Tribunal,Critical
LEG-0002297,LG-000720,Environmental Challenge,2025-04-17,2025-07-23,Resolved,0,Revenue Tribunal,Critical
LEG-0002298,LG-000720,Compensation Amount Dispute,2025-01-05,2025-05-04,Resolved,0,Revenue Tribunal,Critical
LEG-0002299,LG-000720,Title Dispute,2025-02-12,2025-10-15,Resolved,0,High Court,Critical
LEG-0002300,LG-000720,Title Dispute,2024-12-30,,Under Hearing,547,District Court,Critical
LEG-0002301,LG-000720,Encroachment,2024-10-01,,Stay Order Issued,637,Revenue Tribunal,Critical
LEG-0002302,LG-000720,Encroachment,2025-03-28,,Pending,459,High Court,Critical
LEG-0002303,LG-000720,Title Dispute,2024-12-18,,Stay Order Issued,559,High Court,Critical
LEG-0002304,LG-000720,Compensation Amount Dispute,2024-10-03,,Stay Order Issued,635,Revenue Tribunal,Critical
LEG-0002305,LG-000721,Compensation Amount Dispute,2024-12-03,,Stay Order Issued,574,Revenue Tribunal,Low
LEG-0002306,LG-000721,Compensation Amount Dispute,2025-03-12,2025-09-03,Resolved,0,Revenue Tribunal,High
LEG-0002307,LG-000721,Environmental Challenge,2025-01-27,2025-07-19,Resolved,0,High Court,High
LEG-0002308,LG-000722,Title Dispute,2024-06-25,,Under Hearing,735,High Court,Critical
LEG-0002309,LG-000722,Compensation Amount Dispute,2024-07-14,,Pending,716,District Court,Critical
LEG-0002310,LG-000722,R&R Dispute,2023-11-10,,Pending,963,District Court,Critical
LEG-0002311,LG-000722,Compensation Amount Dispute,2024-01-15,2024-07-24,Resolved,0,Revenue Tribunal,Critical
LEG-0002312,LG-000722,R&R Dispute,2023-10-03,2024-05-04,Resolved,0,Revenue Tribunal,Critical
LEG-0002313,LG-000722,Encroachment,2024-02-08,,Pending,873,Revenue Tribunal,Critical
LEG-0002314,LG-000722,Compensation Amount Dispute,2023-12-05,,Under Hearing,938,High Court,Critical
LEG-0002315,LG-000722,Title Dispute,2024-07-30,,Pending,700,District Court,Critical
LEG-0002316,LG-000722,Compensation Amount Dispute,2024-03-03,,Pending,849,Revenue Tribunal,Critical
LEG-0002317,LG-000723,Encroachment,2019-01-01,2019-09-24,Resolved,0,Revenue Tribunal,Low
LEG-0002318,LG-000723,Compensation Amount Dispute,2019-02-27,2019-09-27,Resolved,0,Revenue Tribunal,Low
LEG-0002319,LG-000723,Title Dispute,2019-06-09,2020-02-26,Resolved,0,District Court,Medium
LEG-0002320,LG-000724,Environmental Challenge,2022-11-13,,Pending,1325,District Court,Medium
LEG-0002321,LG-000724,R&R Dispute,2023-05-28,2024-02-07,Resolved,0,High Court,High
LEG-0002322,LG-000724,Title Dispute,2022-11-16,,Stay Order Issued,1322,High Court,Low
LEG-0002323,LG-000725,Encroachment,2021-10-15,2022-01-11,Resolved,0,Revenue Tribunal,Low
LEG-0002324,LG-000725,Title Dispute,2022-02-20,,Stay Order Issued,1591,High Court,High
LEG-0002325,LG-000725,Compensation Amount Dispute,2021-07-18,2021-11-12,Resolved,0,High Court,Medium
LEG-0002326,LG-000725,R&R Dispute,2021-10-16,2022-01-24,Resolved,0,High Court,High
LEG-0002327,LG-000726,Title Dispute,2021-01-26,2021-05-10,Resolved,0,District Court,Medium
LEG-0002328,LG-000727,Title Dispute,2022-09-25,,Pending,1374,High Court,Critical
LEG-0002329,LG-000727,Environmental Challenge,2022-02-06,,Under Hearing,1605,District Court,Critical
LEG-0002330,LG-000727,Title Dispute,2022-11-30,,Under Hearing,1308,Revenue Tribunal,Critical
LEG-0002331,LG-000727,Title Dispute,2022-08-19,,Stay Order Issued,1411,District Court,Critical
LEG-0002332,LG-000727,R&R Dispute,2022-08-03,2023-05-04,Resolved,0,District Court,Critical
LEG-0002333,LG-000727,Environmental Challenge,2022-06-14,,Pending,1477,High Court,Critical
LEG-0002334,LG-000727,Title Dispute,2023-01-08,2023-07-16,Resolved,0,High Court,Critical
LEG-0002335,LG-000727,Compensation Amount Dispute,2022-07-25,2023-04-28,Resolved,0,High Court,Critical
LEG-0002336,LG-000727,Environmental Challenge,2022-09-21,,Pending,1378,Revenue Tribunal,Critical
LEG-0002337,LG-000727,Encroachment,2022-05-29,,Pending,1493,District Court,Critical
LEG-0002338,LG-000728,Encroachment,2020-10-23,,Under Hearing,2076,District Court,Medium
LEG-0002339,LG-000728,Environmental Challenge,2020-10-06,2021-07-20,Resolved,0,District Court,Low
LEG-0002340,LG-000728,Title Dispute,2021-08-01,2021-11-30,Resolved,0,High Court,Medium
LEG-0002341,LG-000729,Title Dispute,2019-02-22,,Pending,2685,District Court,High
LEG-0002342,LG-000730,Compensation Amount Dispute,2022-08-28,2023-03-16,Resolved,0,Revenue Tribunal,Medium
LEG-0002343,LG-000730,Compensation Amount Dispute,2022-03-11,,Under Hearing,1572,High Court,High
LEG-0002344,LG-000730,Compensation Amount Dispute,2022-11-24,2023-03-12,Resolved,0,Revenue Tribunal,High
LEG-0002345,LG-000731,R&R Dispute,2022-06-10,2023-02-01,Resolved,0,Revenue Tribunal,Critical
LEG-0002346,LG-000731,R&R Dispute,2022-08-18,2023-04-04,Resolved,0,High Court,Critical
LEG-0002347,LG-000731,Title Dispute,2023-01-04,,Under Hearing,1273,Revenue Tribunal,Critical
LEG-0002348,LG-000731,Encroachment,2022-07-16,,Pending,1445,Revenue Tribunal,Critical
LEG-0002349,LG-000731,Environmental Challenge,2022-10-09,,Stay Order Issued,1360,High Court,Critical
LEG-0002350,LG-000731,Compensation Amount Dispute,2023-03-21,2023-08-31,Resolved,0,High Court,Critical
LEG-0002351,LG-000731,R&R Dispute,2023-01-29,,Stay Order Issued,1248,District Court,Critical
LEG-0002352,LG-000731,R&R Dispute,2023-01-13,,Stay Order Issued,1264,Revenue Tribunal,Critical
LEG-0002353,LG-000732,Encroachment,2019-12-20,,Under Hearing,2384,District Court,Low
LEG-0002354,LG-000732,Environmental Challenge,2019-04-26,2020-02-02,Resolved,0,Revenue Tribunal,Low
LEG-0002355,LG-000733,Title Dispute,2024-02-08,,Stay Order Issued,873,District Court,High
LEG-0002356,LG-000733,Title Dispute,2023-10-25,,Stay Order Issued,979,High Court,Low
LEG-0002357,LG-000733,Encroachment,2023-08-25,2024-05-08,Resolved,0,High Court,Medium
LEG-0002358,LG-000733,Environmental Challenge,2023-05-26,,Stay Order Issued,1131,District Court,Low
LEG-0002359,LG-000733,Encroachment,2023-07-24,2024-01-09,Resolved,0,Revenue Tribunal,Medium
LEG-0002360,LG-000734,Environmental Challenge,2023-08-23,2023-12-31,Resolved,0,District Court,Critical
LEG-0002361,LG-000734,Environmental Challenge,2023-03-31,,Pending,1187,Revenue Tribunal,Critical
LEG-0002362,LG-000734,Encroachment,2023-04-25,,Stay Order Issued,1162,High Court,Critical
LEG-0002363,LG-000734,Title Dispute,2022-12-04,2023-03-29,Resolved,0,District Court,Critical
LEG-0002364,LG-000734,R&R Dispute,2023-03-04,2023-07-19,Resolved,0,Revenue Tribunal,Critical
LEG-0002365,LG-000734,Compensation Amount Dispute,2023-08-10,,Under Hearing,1055,High Court,Critical
LEG-0002366,LG-000734,Environmental Challenge,2023-09-25,,Pending,1009,High Court,Critical
LEG-0002367,LG-000734,Compensation Amount Dispute,2023-03-17,,Pending,1201,High Court,Critical
LEG-0002368,LG-000734,Title Dispute,2023-09-09,,Under Hearing,1025,High Court,Critical
LEG-0002369,LG-000734,Encroachment,2022-11-25,,Pending,1313,District Court,Critical
LEG-0002370,LG-000735,Encroachment,2024-06-16,,Under Hearing,744,High Court,High
LEG-0002371,LG-000735,Encroachment,2024-11-01,2025-05-19,Resolved,0,Revenue Tribunal,Low
LEG-0002372,LG-000736,Title Dispute,2020-07-15,2021-03-23,Resolved,0,Revenue Tribunal,High
LEG-0002373,LG-000737,Title Dispute,2020-01-29,,Under Hearing,2344,District Court,High
LEG-0002374,LG-000738,Environmental Challenge,2023-10-12,,Pending,992,District Court,Critical
LEG-0002375,LG-000738,Encroachment,2023-08-27,,Pending,1038,District Court,Critical
LEG-0002376,LG-000738,Encroachment,2024-01-23,2024-06-28,Resolved,0,Revenue Tribunal,Critical
LEG-0002377,LG-000738,Title Dispute,2024-01-30,,Under Hearing,882,High Court,Critical
LEG-0002378,LG-000738,Compensation Amount Dispute,2023-07-05,,Stay Order Issued,1091,Revenue Tribunal,Critical
LEG-0002379,LG-000738,Compensation Amount Dispute,2023-07-15,,Pending,1081,Revenue Tribunal,Critical
LEG-0002380,LG-000738,Environmental Challenge,2023-12-03,2024-05-17,Resolved,0,District Court,Critical
LEG-0002381,LG-000739,Encroachment,2019-11-26,,Under Hearing,2408,Revenue Tribunal,Medium
LEG-0002382,LG-000739,R&R Dispute,2020-09-10,,Stay Order Issued,2119,High Court,Low
LEG-0002383,LG-000739,Title Dispute,2020-04-15,2020-08-02,Resolved,0,High Court,High
LEG-0002384,LG-000740,Environmental Challenge,2023-03-16,,Pending,1202,High Court,Low
LEG-0002385,LG-000740,Compensation Amount Dispute,2022-12-01,2023-03-29,Resolved,0,Revenue Tribunal,Low
LEG-0002386,LG-000740,Encroachment,2022-08-29,,Under Hearing,1401,District Court,Low
LEG-0002387,LG-000740,R&R Dispute,2022-06-10,2023-02-04,Resolved,0,District Court,High
LEG-0002388,LG-000741,R&R Dispute,2023-04-02,,Under Hearing,1185,District Court,High
LEG-0002389,LG-000741,Encroachment,2023-01-04,2023-08-09,Resolved,0,District Court,Low
LEG-0002390,LG-000741,Title Dispute,2023-01-28,,Under Hearing,1249,District Court,Medium
LEG-0002391,LG-000741,Encroachment,2023-06-24,,Pending,1102,High Court,Low
LEG-0002392,LG-000741,Title Dispute,2023-11-30,,Stay Order Issued,943,District Court,Medium
LEG-0002393,LG-000742,Environmental Challenge,2018-09-11,2018-12-19,Resolved,0,Revenue Tribunal,Low
LEG-0002394,LG-000743,Encroachment,2021-08-04,,Pending,1791,Revenue Tribunal,High
LEG-0002395,LG-000744,Title Dispute,2021-11-22,,Under Hearing,1681,District Court,High
