geo_id,project_id,latitude,longitude,state,district,village,location_name
GEO-000420,LG-000420,23.662534,92.248047,Mizoram,Lunglei,Sultanpur (Lunglei),Lunglei Infrastructure Site 420
GEO-000421,LG-000421,22.879582,92.499501,Mizoram,Mamit,Nandpur (Mamit),Mamit Infrastructure Site 421
GEO-000422,LG-000422,23.100432,93.14348,Mizoram,Saiha,Chandpur (Saiha),Saiha Infrastructure Site 422
GEO-000423,LG-000423,22.673719,92.247396,Mizoram,Saitual,Devpur (Saitual),Saitual Infrastructure Site 423
GEO-000424,LG-000424,24.328822,93.27601,Mizoram,Serchhip,Anandpur (Serchhip),Serchhip Infrastructure Site 424
GEO-000425,LG-000425,26.031362,95.137937,Nagaland,Chumoukedima,Shivpur (Chumoukedima),Chumoukedima Infrastructure Site 425
GEO-000426,LG-000426,25.909089,94.502067,Nagaland,Dimapur,Kishanpur (Dimapur),Dimapur Infrastructure Site 426
GEO-000427,LG-000427,25.301738,94.363727,Nagaland,Kiphire,Kishanpur (Kiphire),Kiphire Infrastructure Site 427
GEO-000428,LG-000428,25.608462,94.461767,Nagaland,Kohima,Nandpur (Kohima),Kohima Infrastructure Site 428
GEO-000429,LG-000429,25.673012,94.316577,Nagaland,Longleng,Fatehpur (Longleng),Longleng Infrastructure Site 429
GEO-000430,LG-000430,26.956077,94.309949,Nagaland,Mokokchung,Kalyanpur (Mokokchung),Mokokchung Infrastructure Site 430
GEO-000431,LG-000431,25.97273,94.262666,Nagaland,Mon,Madhavpur (Mon),Mon Infrastructure Site 431
GEO-000432,LG-000432,26.44043,94.544231,Nagaland,Niuland,Govindpur (Niuland),Niuland Infrastructure Site 432
GEO-000433,LG-000433,25.983265,95.047909,Nagaland,Noklak,Gopalpur (Noklak),Noklak Infrastructure Site 433
GEO-000434,LG-000434,26.737045,94.295851,Nagaland,Peren,Chandpur (Peren),Peren Infrastructure Site 434
GEO-000435,LG-000435,26.955659,93.674708,Nagaland,Phek,Chandpur (Phek),Phek Infrastructure Site 435
GEO-000436,LG-000436,26.421169,94.210972,Nagaland,Shamator,Anandpur (Shamator),Shamator Infrastructure Site 436
GEO-000437,LG-000437,26.574992,94.580053,Nagaland,Tseminyu,Kishanpur (Tseminyu),Tseminyu Infrastructure Site 437
GEO-000438,LG-000438,27.03834,93.724445,Nagaland,Tuensang,Haripur (Tuensang),Tuensang Infrastructure Site 438
GEO-000439,LG-000439,26.894956,94.536404,Nagaland,Wokha,Bhavanipur (Wokha),Wokha Infrastructure Site 439
GEO-000440,LG-000440,26.382577,94.666373,Nagaland,Zunheboto,Anandpur (Zunheboto),Zunheboto Infrastructure Site 440
GEO-000441,LG-000441,18.617409,85.618483,Odisha,Angul,Fatehpur (Angul),Angul Infrastructure Site 441
GEO-000442,LG-000442,20.004363,83.291451,Odisha,Balangir,Shivpur (Balangir),Balangir Infrastructure Site 442
GEO-000443,LG-000443,18.942298,86.187543,Odisha,Balasore,Haripur (Balasore),Balasore Infrastructure Site 443
GEO-000444,LG-000444,21.774696,83.496863,Odisha,Bargarh,Gopalpur (Bargarh),Bargarh Infrastructure Site 444
GEO-000445,LG-000445,19.76714,83.923215,Odisha,Bhadrak,Rampur (Bhadrak),Bhadrak Infrastructure Site 445
GEO-000446,LG-000446,18.18102,82.66285,Odisha,Boudh,Haripur (Boudh),Boudh Infrastructure Site 446
GEO-000447,LG-000447,22.41988,81.744367,Odisha,Cuttack,Fatehpur (Cuttack),Cuttack Infrastructure Site 447
GEO-000448,LG-000448,18.639542,84.993252,Odisha,Deogarh,Devpur (Deogarh),Deogarh Infrastructure Site 448
GEO-000449,LG-000449,18.035519,82.775842,Odisha,Dhenkanal,Govindpur (Dhenkanal),Dhenkanal Infrastructure Site 449
GEO-000450,LG-000450,17.897356,85.879848,Odisha,Gajapati,Rampur (Gajapati),Gajapati Infrastructure Site 450
GEO-000451,LG-000451,21.021589,83.323037,Odisha,Ganjam,Devpur (Ganjam),Ganjam Infrastructure Site 451
GEO-000452,LG-000452,19.199354,86.075691,Odisha,Jagatsinghpur,Kishanpur (Jagatsinghpur),Jagatsinghpur Infrastructure Site 452
GEO-000453,LG-000453,18.859761,84.899737,Odisha,Jajpur,Shivpur (Jajpur),Jajpur Infrastructure Site 453
GEO-000454,LG-000454,20.344255,81.761354,Odisha,Jharsuguda,Sultanpur (Jharsuguda),Jharsuguda Infrastructure Site 454
GEO-000455,LG-000455,19.522658,83.218673,Odisha,Kalahandi,Sultanpur (Kalahandi),Kalahandi Infrastructure Site 455
GEO-000456,LG-000456,21.91752,81.658551,Odisha,Kandhamal,Chandpur (Kandhamal),Kandhamal Infrastructure Site 456
GEO-000457,LG-000457,20.294174,82.358704,Odisha,Kendrapara,Chandpur (Kendrapara),Kendrapara Infrastructure Site 457
GEO-000458,LG-000458,21.869921,82.866098,Odisha,Kendujhar,Kishanpur (Kendujhar),Kendujhar Infrastructure Site 458
GEO-000459,LG-000459,19.446326,84.118758,Odisha,Khordha,Devpur (Khordha),Khordha Infrastructure Site 459
GEO-000460,LG-000460,18.308099,86.709557,Odisha,Koraput,Fatehpur (Koraput),Koraput Infrastructure Site 460
GEO-000461,LG-000461,20.120586,87.47938,Odisha,Malkangiri,Govindpur (Malkangiri),Malkangiri Infrastructure Site 461
GEO-000462,LG-000462,19.52401,85.056761,Odisha,Mayurbhanj,Gopalpur (Mayurbhanj),Mayurbhanj Infrastructure Site 462
GEO-000463,LG-000463,20.819685,81.500458,Odisha,Nabarangpur,Govindpur (Nabarangpur),Nabarangpur Infrastructure Site 463
GEO-000464,LG-000464,22.273771,85.862343,Odisha,Nayagarh,Madhavpur (Nayagarh),Nayagarh Infrastructure Site 464
GEO-000465,LG-000465,22.340498,83.959855,Odisha,Nuapada,Anandpur (Nuapada),Nuapada Infrastructure Site 465
GEO-000466,LG-000466,21.81567,86.421165,Odisha,Puri,Nandpur (Puri),Puri Infrastructure Site 466
GEO-000467,LG-000467,19.985746,87.427409,Odisha,Rayagada,Kishanpur (Rayagada),Rayagada Infrastructure Site 467
GEO-000468,LG-000468,21.672308,87.321115,Odisha,Sambalpur,Devpur (Sambalpur),Sambalpur Infrastructure Site 468
GEO-000469,LG-000469,19.280499,82.266583,Odisha,Subarnapur,Govindpur (Subarnapur),Subarnapur Infrastructure Site 469
GEO-000470,LG-000470,21.643913,85.352943,Odisha,Sundargarh,Rampur (Sundargarh),Sundargarh Infrastructure Site 470
GEO-000471,LG-000471,29.656294,75.115646,Punjab,Amritsar,Kalyanpur (Amritsar),Amritsar Infrastructure Site 471
GEO-000472,LG-000472,31.095341,75.83791,Punjab,Barnala,Sultanpur (Barnala),Barnala Infrastructure Site 472
GEO-000473,LG-000473,30.170517,76.022611,Punjab,Bathinda,Shivpur (Bathinda),Bathinda Infrastructure Site 473
GEO-000474,LG-000474,29.800995,75.041138,Punjab,Faridkot,Fatehpur (Faridkot),Faridkot Infrastructure Site 474
GEO-000475,LG-000475,31.736412,75.588873,Punjab,Fatehgarh Sahib,Kishanpur (Fatehgarh Sahib),Fatehgarh Sahib Infrastructure Site 475
GEO-000476,LG-000476,31.450464,74.680338,Punjab,Fazilka,Kalyanpur (Fazilka),Fazilka Infrastructure Site 476
GEO-000477,LG-000477,30.859159,73.995956,Punjab,Firozpur,Rampur (Firozpur),Firozpur Infrastructure Site 477
GEO-000478,LG-000478,29.941741,76.537211,Punjab,Gurdaspur,Bhavanipur (Gurdaspur),Gurdaspur Infrastructure Site 478
GEO-000479,LG-000479,30.180781,76.571145,Punjab,Hoshiarpur,Madhavpur (Hoshiarpur),Hoshiarpur Infrastructure Site 479
GEO-000480,LG-000480,32.293613,75.869844,Punjab,Jalandhar,Anandpur (Jalandhar),Jalandhar Infrastructure Site 480
GEO-000481,LG-000481,30.190977,75.785688,Punjab,Kapurthala,Bhavanipur (Kapurthala),Kapurthala Infrastructure Site 481
GEO-000482,LG-000482,30.911247,75.054241,Punjab,Ludhiana,Gopalpur (Ludhiana),Ludhiana Infrastructure Site 482
GEO-000483,LG-000483,29.919902,74.137015,Punjab,Malerkotla,Nandpur (Malerkotla),Malerkotla Infrastructure Site 483
GEO-000484,LG-000484,29.830189,75.034043,Punjab,Mansa,Rampur (Mansa),Mansa Infrastructure Site 484
GEO-000485,LG-000485,32.265712,74.088659,Punjab,Moga,Kalyanpur (Moga),Moga Infrastructure Site 485
GEO-000486,LG-000486,30.245538,75.024715,Punjab,Pathankot,Shivpur (Pathankot),Pathankot Infrastructure Site 486
GEO-000487,LG-000487,30.45513,75.377383,Punjab,Patiala,Anandpur (Patiala),Patiala Infrastructure Site 487
GEO-000488,LG-000488,29.678944,74.437747,Punjab,Rupnagar,Shivpur (Rupnagar),Rupnagar Infrastructure Site 488
GEO-000489,LG-000489,30.942253,74.907847,Punjab,Sahibzada Ajit Singh Nagar,Devpur (Sahibzada Ajit Singh Nagar),Sahibzada Ajit Singh Nagar Infrastructure Site 489
GEO-000490,LG-000490,29.840555,75.369437,Punjab,Sangrur,Haripur (Sangrur),Sangrur Infrastructure Site 490
GEO-000491,LG-000491,31.120682,74.412689,Punjab,Shahid Bhagat Singh Nagar,Fatehpur (Shahid Bhagat Singh Nagar),Shahid Bhagat Singh Nagar Infrastructure Site 491
GEO-000492,LG-000492,31.352936,74.196463,Punjab,Sri Muktsar Sahib,Haripur (Sri Muktsar Sahib),Sri Muktsar Sahib Infrastructure Site 492
GEO-000493,LG-000493,30.215667,74.918349,Punjab,Tarn Taran,Chandpur (Tarn Taran),Tarn Taran Infrastructure Site 493
GEO-000494,LG-000494,29.987043,69.567702,Rajasthan,Ajmer,Chandpur (Ajmer),Ajmer Infrastructure Site 494
GEO-000495,LG-000495,28.044999,75.31016,Rajasthan,Alwar,Anandpur (Alwar),Alwar Infrastructure Site 495
GEO-000496,LG-000496,23.718847,76.750431,Rajasthan,Banswara,Nandpur (Banswara),Banswara Infrastructure Site 496
GEO-000497,LG-000497,27.500509,75.282269,Rajasthan,Baran,Nandpur (Baran),Baran Infrastructure Site 497
GEO-000498,LG-000498,26.876643,72.182641,Rajasthan,Barmer,Madhavpur (Barmer),Barmer Infrastructure Site 498
GEO-000499,LG-000499,27.620596,71.879247,Rajasthan,Bharatpur,Haripur (Bharatpur),Bharatpur Infrastructure Site 499
GEO-000500,LG-000500,29.300528,77.409738,Rajasthan,Bhilwara,Nandpur (Bhilwara),Bhilwara Infrastructure Site 500
GEO-000501,LG-000501,26.135515,74.171236,Rajasthan,Bikaner,Kishanpur (Bikaner),Bikaner Infrastructure Site 501
GEO-000502,LG-000502,23.576409,73.65603,Rajasthan,Bundi,Sultanpur (Bundi),Bundi Infrastructure Site 502
GEO-000503,LG-000503,26.634823,72.041467,Rajasthan,Chittorgarh,Devpur (Chittorgarh),Chittorgarh Infrastructure Site 503
GEO-000504,LG-000504,27.641652,74.548225,Rajasthan,Churu,Rampur (Churu),Churu Infrastructure Site 504
GEO-000505,LG-000505,27.179264,70.693107,Rajasthan,Dausa,Nandpur (Dausa),Dausa Infrastructure Site 505
GEO-000506,LG-000506,27.7631,74.343408,Rajasthan,Dholpur,Haripur (Dholpur),Dholpur Infrastructure Site 506
GEO-000507,LG-000507,29.575786,72.096715,Rajasthan,Dungarpur,Devpur (Dungarpur),Dungarpur Infrastructure Site 507
GEO-000508,LG-000508,24.748382,71.61651,Rajasthan,Hanumangarh,Shivpur (Hanumangarh),Hanumangarh Infrastructure Site 508
GEO-000509,LG-000509,26.709094,75.597357,Rajasthan,Jaipur,Madhavpur (Jaipur),Jaipur Infrastructure Site 509
GEO-000510,LG-000510,28.177393,72.267815,Rajasthan,Jaipur Rural,Devpur (Jaipur Rural),Jaipur Rural Infrastructure Site 510
GEO-000511,LG-000511,27.679116,71.711129,Rajasthan,Jaisalmer,Fatehpur (Jaisalmer),Jaisalmer Infrastructure Site 511
GEO-000512,LG-000512,26.177388,70.463632,Rajasthan,Jalore,Kishanpur (Jalore),Jalore Infrastructure Site 512
GEO-000513,LG-000513,28.084561,71.256744,Rajasthan,Jhalawar,Madhavpur (Jhalawar),Jhalawar Infrastructure Site 513
GEO-000514,LG-000514,29.671629,77.18916,Rajasthan,Jhunjhunu,Devpur (Jhunjhunu),Jhunjhunu Infrastructure Site 514
GEO-000515,LG-000515,28.85974,76.357943,Rajasthan,Jodhpur,Devpur (Jodhpur),Jodhpur Infrastructure Site 515
GEO-000516,LG-000516,23.403671,75.435479,Rajasthan,Jodhpur Rural,Govindpur (Jodhpur Rural),Jodhpur Rural Infrastructure Site 516
GEO-000517,LG-000517,28.878014,73.572528,Rajasthan,Karauli,Nandpur (Karauli),Karauli Infrastructure Site 517
GEO-000518,LG-000518,27.858646,72.384086,Rajasthan,Kota,Fatehpur (Kota),Kota Infrastructure Site 518
GEO-000519,LG-000519,28.750664,73.237128,Rajasthan,Nagaur,Chandpur (Nagaur),Nagaur Infrastructure Site 519
GEO-000520,LG-000520,23.870405,76.966514,Rajasthan,Pali,Shivpur (Pali),Pali Infrastructure Site 520
GEO-000521,LG-000521,25.31547,77.458356,Rajasthan,Pratapgarh,Kalyanpur (Pratapgarh),Pratapgarh Infrastructure Site 521
GEO-000522,LG-000522,23.77891,73.226877,Rajasthan,Rajsamand,Haripur (Rajsamand),Rajsamand Infrastructure Site 522
GEO-000523,LG-000523,29.907524,78.139643,Rajasthan,Sawai Madhopur,Kalyanpur (Sawai Madhopur),Sawai Madhopur Infrastructure Site 523
GEO-000524,LG-000524,27.453895,75.416183,Rajasthan,Sikar,Shivpur (Sikar),Sikar Infrastructure Site 524
GEO-000525,LG-000525,25.257153,73.932385,Rajasthan,Sirohi,Gopalpur (Sirohi),Sirohi Infrastructure Site 525
GEO-000526,LG-000526,28.68866,72.180698,Rajasthan,Sri Ganganagar,Sultanpur (Sri Ganganagar),Sri Ganganagar Infrastructure Site 526
GEO-000527,LG-000527,28.057524,72.216731,Rajasthan,Tonk,Shivpur (Tonk),Tonk Infrastructure Site 527
GEO-000528,LG-000528,28.752574,71.14204,Rajasthan,Udaipur,Kalyanpur (Udaipur),Udaipur Infrastructure Site 528
GEO-000529,LG-000529,27.265144,74.103368,Rajasthan,Anupgarh,Bhavanipur (Anupgarh),Anupgarh Infrastructure Site 529
GEO-000530,LG-000530,29.135943,70.471521,Rajasthan,Balotra,Sultanpur (Balotra),Balotra Infrastructure Site 530
GEO-000531,LG-000531,29.997446,72.56058,Rajasthan,Beawar,Rampur (Beawar),Beawar Infrastructure Site 531
GEO-000532,LG-000532,25.955798,71.448251,Rajasthan,Deeg,Nandpur (Deeg),Deeg Infrastructure Site 532
GEO-000533,LG-000533,27.181311,70.280037,Rajasthan,Didwana-Kuchaman,Anandpur (Didwana-Kuchaman),Didwana-Kuchaman Infrastructure Site 533
GEO-000534,LG-000534,29.445293,74.363533,Rajasthan,Dudu,Fatehpur (Dudu),Dudu Infrastructure Site 534
GEO-000535,LG-000535,23.943556,77.56317,Rajasthan,Gangapur City,Gopalpur (Gangapur City),Gangapur City Infrastructure Site 535
GEO-000536,LG-000536,28.836215,77.497744,Rajasthan,Kekri,Kishanpur (Kekri),Kekri Infrastructure Site 536
GEO-000537,LG-000537,27.108697,70.699509,Rajasthan,Kotputli-Behror,Nandpur (Kotputli-Behror),Kotputli-Behror Infrastructure Site 537
GEO-000538,LG-000538,25.547226,76.254121,Rajasthan,Khairthal-Tijara,Haripur (Khairthal-Tijara),Khairthal-Tijara Infrastructure Site 538
GEO-000539,LG-000539,23.910343,71.117912,Rajasthan,Neem Ka Thana,Shivpur (Neem Ka Thana),Neem Ka Thana Infrastructure Site 539
GEO-000540,LG-000540,28.312032,73.708955,Rajasthan,Phalodi,Chandpur (Phalodi),Phalodi Infrastructure Site 540
GEO-000541,LG-000541,26.709489,75.94383,Rajasthan,Salumbar,Chandpur (Salumbar),Salumbar Infrastructure Site 541
GEO-000542,LG-000542,27.968741,75.483366,Rajasthan,Sanchore,Nandpur (Sanchore),Sanchore Infrastructure Site 542
GEO-000543,LG-000543,23.342977,74.60219,Rajasthan,Shahpura,Devpur (Shahpura),Shahpura Infrastructure Site 543
GEO-000544,LG-000544,27.734047,88.658262,Sikkim,Gangtok,Shivpur (Gangtok),Gangtok Infrastructure Site 544
GEO-000545,LG-000545,27.170053,88.368174,Sikkim,Mangan,Devpur (Mangan),Mangan Infrastructure Site 545
GEO-000546,LG-000546,27.692666,88.746249,Sikkim,Namchi,Sultanpur (Namchi),Namchi Infrastructure Site 546
GEO-000547,LG-000547,27.898945,88.160239,Sikkim,Pakyong,Fatehpur (Pakyong),Pakyong Infrastructure Site 547
GEO-000548,LG-000548,27.429088,88.147335,Sikkim,Soreng,Nandpur (Soreng),Soreng Infrastructure Site 548
GEO-000549,LG-000549,27.584032,88.198069,Sikkim,Gyalshing,Devpur (Gyalshing),Gyalshing Infrastructure Site 549
GEO-000550,LG-000550,13.304143,76.6373,Tamil Nadu,Ariyalur,Kishanpur (Ariyalur),Ariyalur Infrastructure Site 550
GEO-000551,LG-000551,8.840808,77.361434,Tamil Nadu,Chengalpattu,Shivpur (Chengalpattu),Chengalpattu Infrastructure Site 551
GEO-000552,LG-000552,9.115191,77.332923,Tamil Nadu,Chennai,Bhavanipur (Chennai),Chennai Infrastructure Site 552
GEO-000553,LG-000553,9.299972,77.217326,Tamil Nadu,Coimbatore,Chandpur (Coimbatore),Coimbatore Infrastructure Site 553
GEO-000554,LG-000554,13.018351,77.366843,Tamil Nadu,Cuddalore,Fatehpur (Cuddalore),Cuddalore Infrastructure Site 554
GEO-000555,LG-000555,9.809343,79.465751,Tamil Nadu,Dharmapuri,Anandpur (Dharmapuri),Dharmapuri Infrastructure Site 555
GEO-000556,LG-000556,9.974387,78.738409,Tamil Nadu,Dindigul,Haripur (Dindigul),Dindigul Infrastructure Site 556
GEO-000557,LG-000557,9.03881,77.406228,Tamil Nadu,Erode,Gopalpur (Erode),Erode Infrastructure Site 557
GEO-000558,LG-000558,12.329711,79.703266,Tamil Nadu,Kallakurichi,Devpur (Kallakurichi),Kallakurichi Infrastructure Site 558
GEO-000559,LG-000559,9.444931,76.833552,Tamil Nadu,Kanchipuram,Kalyanpur (Kanchipuram),Kanchipuram Infrastructure Site 559
GEO-000560,LG-000560,9.557868,78.332084,Tamil Nadu,Kanyakumari,Chandpur (Kanyakumari),Kanyakumari Infrastructure Site 560
GEO-000561,LG-000561,8.543333,76.326498,Tamil Nadu,Karur,Devpur (Karur),Karur Infrastructure Site 561
GEO-000562,LG-000562,8.642338,79.567593,Tamil Nadu,Krishnagiri,Rampur (Krishnagiri),Krishnagiri Infrastructure Site 562
GEO-000563,LG-000563,8.680997,77.10221,Tamil Nadu,Madurai,Rampur (Madurai),Madurai Infrastructure Site 563
GEO-000564,LG-000564,11.628997,79.483665,Tamil Nadu,Mayiladuthurai,Shivpur (Mayiladuthurai),Mayiladuthurai Infrastructure Site 564
GEO-000565,LG-000565,13.011811,78.430812,Tamil Nadu,Nagapattinam,Rampur (Nagapattinam),Nagapattinam Infrastructure Site 565
GEO-000566,LG-000566,8.50537,78.217273,Tamil Nadu,Namakkal,Bhavanipur (Namakkal),Namakkal Infrastructure Site 566
GEO-000567,LG-000567,9.72503,78.214559,Tamil Nadu,Nilgiris,Haripur (Nilgiris),Nilgiris Infrastructure Site 567
GEO-000568,LG-000568,13.394394,79.162313,Tamil Nadu,Perambalur,Sultanpur (Perambalur),Perambalur Infrastructure Site 568
GEO-000569,LG-000569,10.024536,77.328164,Tamil Nadu,Pudukkottai,Gopalpur (Pudukkottai),Pudukkottai Infrastructure Site 569
GEO-000570,LG-000570,12.156708,77.303349,Tamil Nadu,Ramanathapuram,Rampur (Ramanathapuram),Ramanathapuram Infrastructure Site 570
GEO-000571,LG-000571,8.897086,78.409786,Tamil Nadu,Ranipet,Devpur (Ranipet),Ranipet Infrastructure Site 571
GEO-000572,LG-000572,9.649501,78.425967,Tamil Nadu,Salem,Kishanpur (Salem),Salem Infrastructure Site 572
GEO-000573,LG-000573,8.794102,78.013822,Tamil Nadu,Sivaganga,Kalyanpur (Sivaganga),Sivaganga Infrastructure Site 573
GEO-000574,LG-000574,13.027073,77.839215,Tamil Nadu,Tenkasi,Kishanpur (Tenkasi),Tenkasi Infrastructure Site 574
GEO-000575,LG-000575,13.100048,77.430065,Tamil Nadu,Thanjavur,Gopalpur (Thanjavur),Thanjavur Infrastructure Site 575
GEO-000576,LG-000576,8.261627,78.35783,Tamil Nadu,Theni,Kalyanpur (Theni),Theni Infrastructure Site 576
GEO-000577,LG-000577,11.896606,79.305116,Tamil Nadu,Thoothukudi,Nandpur (Thoothukudi),Thoothukudi Infrastructure Site 577
GEO-000578,LG-000578,11.659549,79.802306,Tamil Nadu,Tiruchirappalli,Bhavanipur (Tiruchirappalli),Tiruchirappalli Infrastructure Site 578
GEO-000579,LG-000579,9.317678,79.71391,Tamil Nadu,Tirunelveli,Chandpur (Tirunelveli),Tirunelveli Infrastructure Site 579
GEO-000580,LG-000580,11.606677,76.994494,Tamil Nadu,Tirupathur,Madhavpur (Tirupathur),Tirupathur Infrastructure Site 580
GEO-000581,LG-000581,9.517099,78.316588,Tamil Nadu,Tiruppur,Chandpur (Tiruppur),Tiruppur Infrastructure Site 581
GEO-000582,LG-000582,12.747766,79.288525,Tamil Nadu,Tiruvallur,Anandpur (Tiruvallur),Tiruvallur Infrastructure Site 582
GEO-000583,LG-000583,9.519413,78.507273,Tamil Nadu,Tiruvannamalai,Bhavanipur (Tiruvannamalai),Tiruvannamalai Infrastructure Site 583
GEO-000584,LG-000584,10.049249,79.139969,Tamil Nadu,Tiruvarur,Chandpur (Tiruvarur),Tiruvarur Infrastructure Site 584
GEO-000585,LG-000585,10.541314,79.856335,Tamil Nadu,Vellore,Sultanpur (Vellore),Vellore Infrastructure Site 585
GEO-000586,LG-000586,9.089871,78.731945,Tamil Nadu,Viluppuram,Rampur (Viluppuram),Viluppuram Infrastructure Site 586
GEO-000587,LG-000587,10.382719,78.852118,Tamil Nadu,Virudhunagar,Madhavpur (Virudhunagar),Virudhunagar Infrastructure Site 587
GEO-000588,LG-000588,17.604829,77.772648,Telangana,Adilabad,Rampur (Adilabad),Adilabad Infrastructure Site 588
GEO-000589,LG-000589,16.353028,80.885238,Telangana,Bhadradri Kothagudem,Kishanpur (Bhadradri Kothagudem),Bhadradri Kothagudem Infrastructure Site 589
GEO-000590,LG-000590,18.845638,77.410055,Telangana,Hanamkonda,Haripur (Hanamkonda),Hanamkonda Infrastructure Site 590
GEO-000591,LG-000591,16.657347,81.217888,Telangana,Hyderabad,Anandpur (Hyderabad),Hyderabad Infrastructure Site 591
GEO-000592,LG-000592,16.350878,79.702249,Telangana,Jagtial,Haripur (Jagtial),Jagtial Infrastructure Site 592
GEO-000593,LG-000593,19.421017,80.380782,Telangana,Jangaon,Devpur (Jangaon),Jangaon Infrastructure Site 593
GEO-000594,LG-000594,16.080259,79.308597,Telangana,Jayashankar Bhupalpally,Bhavanipur (Jayashankar Bhupalpally),Jayashankar Bhupalpally Infrastructure Site 594
GEO-000595,LG-000595,18.383096,79.355381,Telangana,Jogulamba Gadwal,Fatehpur (Jogulamba Gadwal),Jogulamba Gadwal Infrastructure Site 595
GEO-000596,LG-000596,19.349912,78.397824,Telangana,Kamareddy,Rampur (Kamareddy),Kamareddy Infrastructure Site 596
GEO-000597,LG-000597,19.37683,81.269262,Telangana,Karimnagar,Fatehpur (Karimnagar),Karimnagar Infrastructure Site 597
GEO-000598,LG-000598,17.765177,80.646836,Telangana,Khammam,Bhavanipur (Khammam),Khammam Infrastructure Site 598
GEO-000599,LG-000599,18.26892,79.962284,Telangana,Kumuram Bheem,Haripur (Kumuram Bheem),Kumuram Bheem Infrastructure Site 599
GEO-000600,LG-000600,17.561321,77.306227,Telangana,Mahabubabad,Gopalpur (Mahabubabad),Mahabubabad Infrastructure Site 600
GEO-000601,LG-000601,16.004811,80.077782,Telangana,Mahabubnagar,Anandpur (Mahabubnagar),Mahabubnagar Infrastructure Site 601
GEO-000602,LG-000602,17.391922,80.417675,Telangana,Mancherial,Rampur (Mancherial),Mancherial Infrastructure Site 602
GEO-000603,LG-000603,18.15911,77.884124,Telangana,Medak,Bhavanipur (Medak),Medak Infrastructure Site 603
GEO-000604,LG-000604,17.718513,79.40776,Telangana,Medchal-Malkajgiri,Kalyanpur (Medchal-Malkajgiri),Medchal-Malkajgiri Infrastructure Site 604
GEO-000605,LG-000605,19.734111,77.582398,Telangana,Mulugu,Gopalpur (Mulugu),Mulugu Infrastructure Site 605
GEO-000606,LG-000606,19.667392,79.011549,Telangana,Nagarkurnool,Rampur (Nagarkurnool),Nagarkurnool Infrastructure Site 606
GEO-000607,LG-000607,15.86026,77.887804,Telangana,Nalgonda,Fatehpur (Nalgonda),Nalgonda Infrastructure Site 607
GEO-000608,LG-000608,18.776857,78.984258,Telangana,Narayanpet,Madhavpur (Narayanpet),Narayanpet Infrastructure Site 608
GEO-000609,LG-000609,18.563986,78.80251,Telangana,Nirmal,Nandpur (Nirmal),Nirmal Infrastructure Site 609
GEO-000610,LG-000610,18.865889,79.240995,Telangana,Nizamabad,Fatehpur (Nizamabad),Nizamabad Infrastructure Site 610
GEO-000611,LG-000611,19.228647,80.377292,Telangana,Peddapalli,Bhavanipur (Peddapalli),Peddapalli Infrastructure Site 611
GEO-000612,LG-000612,16.621654,81.13988,Telangana,Rajanna Sircilla,Haripur (Rajanna Sircilla),Rajanna Sircilla Infrastructure Site 612
GEO-000613,LG-000613,18.891513,77.831172,Telangana,Rangareddy,Chandpur (Rangareddy),Rangareddy Infrastructure Site 613
GEO-000614,LG-000614,19.770021,81.143588,Telangana,Sangareddy,Kishanpur (Sangareddy),Sangareddy Infrastructure Site 614
GEO-000615,LG-000615,17.904307,80.11377,Telangana,Siddipet,Rampur (Siddipet),Siddipet Infrastructure Site 615
GEO-000616,LG-000616,17.660342,80.225491,Telangana,Suryapet,Madhavpur (Suryapet),Suryapet Infrastructure Site 616
GEO-000617,LG-000617,18.98372,80.666949,Telangana,Vikarabad,Rampur (Vikarabad),Vikarabad Infrastructure Site 617
GEO-000618,LG-000618,19.450292,80.210493,Telangana,Wanaparthy,Govindpur (Wanaparthy),Wanaparthy Infrastructure Site 618
GEO-000619,LG-000619,19.209798,79.166269,Telangana,Warangal,Haripur (Warangal),Warangal Infrastructure Site 619
GEO-000620,LG-000620,16.596898,81.09038,Telangana,Yadadri Bhuvanagiri,Devpur (Yadadri Bhuvanagiri),Yadadri Bhuvanagiri Infrastructure Site 620
GEO-000621,LG-000621,23.424414,91.701806,Tripura,Dhalai,Nandpur (Dhalai),Dhalai Infrastructure Site 621
GEO-000622,LG-000622,23.741274,92.145426,Tripura,Gomati,Haripur (Gomati),Gomati Infrastructure Site 622
GEO-000623,LG-000623,23.232723,92.154251,Tripura,Khowai,Devpur (Khowai),Khowai Infrastructure Site 623
GEO-000624,LG-000624,23.863074,91.280131,Tripura,North Tripura,Kishanpur (North Tripura),North Tripura Infrastructure Site 624
GEO-000625,LG-000625,23.638454,92.275779,Tripura,Sepahijala,Bhavanipur (Sepahijala),Sepahijala Infrastructure Site 625
GEO-000626,LG-000626,23.151179,91.176213,Tripura,South Tripura,Kishanpur (South Tripura),South Tripura Infrastructure Site 626
GEO-000627,LG-000627,24.20633,92.108538,Tripura,Unakoti,Chandpur (Unakoti),Unakoti Infrastructure Site 627
GEO-000628,LG-000628,24.028463,91.397396,Tripura,West Tripura,Sultanpur (West Tripura),West Tripura Infrastructure Site 628
GEO-000629,LG-000629,25.342327,82.110153,Uttar Pradesh,Agra,Rampur (Agra),Agra Infrastructure Site 629
GEO-000630,LG-000630,28.687161,84.118901,Uttar Pradesh,Aligarh,Sultanpur (Aligarh),Aligarh Infrastructure Site 630
