rr_id,project_id,affected_families,families_eligible,families_rehabilitated,families_pending,houses_required,houses_completed,rr_budget,rr_spent,rr_completion_percentage,rr_status
RR-000548,LG-000548,3026,2846,996,1850,2846,853,6881105470.6,2408145133.07,35.0,Delayed
RR-000549,LG-000549,3347,2905,2530,375,2905,2530,223194147.67,194382510.71,87.09,In Progress
RR-000550,LG-000550,2230,1815,1542,273,1815,1542,9219754601.58,7832981595.39,84.96,In Progress
RR-000551,LG-000551,38,37,20,17,37,18,4667419262.27,2522929330.96,54.05,In Progress
RR-000552,LG-000552,1892,1603,881,722,1603,801,8983079479.37,4937051167.39,54.96,In Progress
RR-000553,LG-000553,128,117,64,53,117,58,1437800184.29,786488989.7,54.7,In Progress
RR-000554,LG-000554,3679,3543,1948,1595,3543,1771,9050235900.91,4975969386.11,54.98,In Progress
RR-000555,LG-000555,2330,2323,1277,1046,2323,1161,2749394175.25,1511397486.78,54.97,In Progress
RR-000556,LG-000556,1520,1261,1244,17,1261,1244,4469132925.11,4408882917.4,98.65,In Progress
RR-000557,LG-000557,2895,2386,2048,338,2386,2048,5991570772.96,5142806765.73,85.83,In Progress
RR-000558,LG-000558,2491,2205,771,1434,2205,661,12819442719.65,4482444597.21,34.97,Delayed
RR-000559,LG-000559,1042,1019,1000,19,1019,1000,13143933931.74,12898855673.94,98.14,In Progress
RR-000560,LG-000560,2117,1766,1759,7,1766,1759,8887394827.69,8852167328.37,99.6,In Progress
RR-000561,LG-000561,1456,1259,692,567,1259,629,8042000200.78,4420225686.21,54.96,In Progress
RR-000562,LG-000562,1015,884,754,130,884,754,3103560612.74,2647154640.28,85.29,In Progress
RR-000563,LG-000563,2633,2480,868,1612,2480,744,14107516968.66,4937630939.03,35.0,Delayed
RR-000564,LG-000564,1326,1188,1096,92,1188,1096,10779290450.14,9944530583.63,92.26,In Progress
RR-000565,LG-000565,3920,3630,3130,500,3630,3130,5885718053.51,5075013087.46,86.23,In Progress
RR-000566,LG-000566,1538,1535,1318,217,1535,1318,13127958130.12,11272083918.89,85.86,In Progress
RR-000567,LG-000567,3568,3126,2886,240,3126,2886,103916637.26,95938392.56,92.32,In Progress
RR-000568,LG-000568,2863,2834,1558,1276,2834,1417,7318963355.5,4023622056.41,54.98,In Progress
RR-000569,LG-000569,1200,1088,380,708,1088,326,12222110992.1,4268752000.92,34.93,Delayed
RR-000570,LG-000570,4340,4181,1463,2718,4181,1254,2922653486.4,1022684058.98,34.99,Delayed
RR-000571,LG-000571,4650,3910,3498,412,3910,3498,1750497283.64,1566045907.46,89.46,In Progress
RR-000572,LG-000572,1380,1152,1130,22,1152,1130,269995232.42,264839073.47,98.09,In Progress
RR-000573,LG-000573,974,844,776,68,844,776,6721438174.88,6179900502.02,91.94,In Progress
RR-000574,LG-000574,4499,4278,3643,635,4278,3643,13672660424.23,11643174830.64,85.16,In Progress
RR-000575,LG-000575,1285,1125,1074,51,1125,1074,1607444901.18,1534574065.66,95.47,In Progress
RR-000576,LG-000576,3920,3759,2067,1692,3759,1879,10503388909.47,5775606511.27,54.99,In Progress
RR-000577,LG-000577,1368,1212,1038,174,1212,1038,9553849466.06,8182257215.98,85.64,In Progress
RR-000578,LG-000578,4345,4046,3999,47,4046,3999,13023582203.0,12872294915.92,98.84,In Progress
RR-000579,LG-000579,963,828,723,105,828,723,14741039909.47,12871705138.34,87.32,In Progress
RR-000580,LG-000580,3154,2848,996,1852,2848,854,408275051.02,142781583.85,34.97,Delayed
RR-000581,LG-000581,2649,2144,750,1394,2144,643,6919931342.5,2420684937.91,34.98,Delayed
RR-000582,LG-000582,4434,4005,3578,427,4005,3578,12984744336.9,11600353367.65,89.34,In Progress
RR-000583,LG-000583,3977,3543,3026,517,3543,3026,8152086720.08,6962521708.99,85.41,In Progress
RR-000584,LG-000584,3674,3478,3346,132,3478,3346,5102257861.42,4908612652.19,96.2,In Progress
RR-000585,LG-000585,4176,3510,1228,2282,3510,1053,8874925135.7,3104959563.15,34.99,Delayed
RR-000586,LG-000586,3248,3102,2833,269,3102,2833,1196697331.3,1092921837.39,91.33,In Progress
RR-000587,LG-000587,1897,1713,942,771,1713,856,5771424450.36,3173778069.02,54.99,In Progress
RR-000588,LG-000588,4047,3921,3452,469,3921,3452,9003558991.57,7926622198.14,88.04,In Progress
RR-000589,LG-000589,4633,4285,2356,1929,4285,2142,3537373206.22,1944936119.92,54.98,In Progress
RR-000590,LG-000590,3784,3289,3243,46,3289,3243,14608580950.32,14404265132.83,98.6,In Progress
RR-000591,LG-000591,1377,1104,386,718,1104,331,13654117929.5,4773994131.15,34.96,Delayed
RR-000592,LG-000592,2203,1803,1664,139,1803,1664,13238193447.1,12217611700.48,92.29,In Progress
RR-000593,LG-000593,3473,3442,3091,351,3442,3091,792440825.96,711631200.77,89.8,In Progress
RR-000594,LG-000594,3417,2798,2451,347,2798,2451,12375800647.8,10840989059.24,87.6,In Progress
RR-000595,LG-000595,685,654,359,295,654,327,8371034112.09,4595108939.21,54.89,In Progress
RR-000596,LG-000596,4263,4046,3718,328,4046,3718,12083544556.62,11103959135.32,91.89,In Progress
RR-000597,LG-000597,3227,2740,2657,83,2740,2657,5744260137.78,5570255177.4,96.97,In Progress
RR-000598,LG-000598,4158,3940,2167,1773,3940,1970,14073279477.94,7740303712.87,55.0,In Progress
RR-000599,LG-000599,942,756,647,109,756,647,370779358.74,317320430.03,85.58,In Progress
RR-000600,LG-000600,1912,1664,915,749,1664,832,919410242.85,505565127.53,54.99,In Progress
RR-000601,LG-000601,1737,1736,1488,248,1736,1488,12112898028.34,10382484024.29,85.71,In Progress
RR-000602,LG-000602,293,235,216,19,235,216,10771126905.84,9900269836.86,91.91,In Progress
RR-000603,LG-000603,3405,2921,2573,348,2921,2573,7946727373.66,6999975875.53,88.09,In Progress
RR-000604,LG-000604,4453,3580,1969,1611,3580,1790,10107199194.7,5558959557.09,55.0,In Progress
RR-000605,LG-000605,4615,4112,1439,2673,4112,1233,1521420515.66,532423181.43,35.0,Delayed
RR-000606,LG-000606,4871,3920,3485,435,3920,3485,4596441961.68,4086377611.34,88.9,In Progress
RR-000607,LG-000607,2303,2098,734,1364,2098,629,9143618739.7,3198959082.43,34.99,Delayed
RR-000608,LG-000608,1930,1827,639,1188,1827,548,7832886986.15,2739581162.64,34.98,Delayed
RR-000609,LG-000609,338,330,181,149,330,165,7057094732.52,3870709535.11,54.85,In Progress
RR-000610,LG-000610,4579,4163,2289,1874,4163,2081,12414165882.72,6825852919.9,54.98,In Progress
RR-000611,LG-000611,3640,3521,2998,523,3521,2998,8377416132.03,7133056962.18,85.15,In Progress
RR-000612,LG-000612,2394,2194,1943,251,2194,1943,831527981.97,736398755.23,88.56,In Progress
RR-000613,LG-000613,3319,2932,1612,1320,2932,1466,4118857659.96,2264528836.24,54.98,In Progress
RR-000614,LG-000614,1203,1109,609,500,1109,554,9128343971.73,5012769593.13,54.91,In Progress
RR-000615,LG-000615,4566,4556,3940,616,4556,3940,3235537560.29,2798072429.22,86.48,In Progress
RR-000616,LG-000616,4394,3970,2183,1787,3970,1985,5801081652.15,3189864293.86,54.99,In Progress
RR-000617,LG-000617,891,858,471,387,858,429,14772516682.18,8109388528.33,54.9,In Progress
RR-000618,LG-000618,804,781,273,508,781,234,7483273441.18,2615792124.77,34.96,Delayed
RR-000619,LG-000619,3162,3161,1738,1423,3161,1580,6286391250.36,3456421383.46,54.98,In Progress
RR-000620,LG-000620,4009,3983,1394,2589,3983,1194,11228089293.75,3929690302.66,35.0,Delayed
RR-000621,LG-000621,161,158,152,6,158,152,211371872.13,203345092.18,96.2,In Progress
RR-000622,LG-000622,4692,3806,1332,2474,3806,1141,13277183569.65,4646665400.62,35.0,Delayed
RR-000623,LG-000623,4950,4321,3766,555,4321,3766,13585239447.4,11840317463.3,87.16,In Progress
RR-000624,LG-000624,4071,3932,2162,1770,3932,1966,13378823268.85,7356311268.38,54.98,In Progress
RR-000625,LG-000625,3719,3550,3027,523,3550,3027,13039466962.76,11118441266.56,85.27,In Progress
RR-000626,LG-000626,725,704,246,458,704,211,2682192526.45,937243411.23,34.94,Delayed
RR-000627,LG-000627,1104,1096,602,494,1096,548,6012559760.84,3302519138.71,54.93,In Progress
RR-000628,LG-000628,285,269,147,122,269,134,8252247392.89,4509592441.47,54.65,In Progress
RR-000629,LG-000629,4768,4459,1560,2899,4459,1337,6610253543.9,2312625146.55,34.99,Delayed
RR-000630,LG-000630,866,857,471,386,857,428,2003362199.49,1101031033.79,54.96,In Progress
RR-000631,LG-000631,4546,4509,3867,642,4509,3867,11987836515.84,10280985541.53,85.76,In Progress
RR-000632,LG-000632,4526,3626,3140,486,3626,3140,9330630485.86,8080027502.92,86.6,In Progress
RR-000633,LG-000633,2326,2160,1188,972,2160,1080,13524204703.49,7438312586.92,55.0,In Progress
RR-000634,LG-000634,2374,2075,1845,230,2075,1845,14055343184.19,12497401530.04,88.92,In Progress
RR-000635,LG-000635,4818,4793,2636,2157,4793,2396,6981361267.04,3839530210.71,55.0,In Progress
RR-000636,LG-000636,3149,2928,2713,215,2928,2713,2730915183.76,2530386917.19,92.66,In Progress
RR-000637,LG-000637,3935,3721,3632,89,3721,3632,11025744302.65,10762027225.81,97.61,In Progress
RR-000638,LG-000638,1258,1183,1035,148,1183,1035,6506774985.82,5692740583.54,87.49,In Progress
RR-000639,LG-000639,661,541,477,64,541,476,10353372691.62,9128574443.44,88.17,In Progress
RR-000640,LG-000640,2010,1939,1808,131,1939,1808,12792404936.98,11928142406.43,93.24,In Progress
RR-000641,LG-000641,4326,3578,1967,1611,3578,1789,11229947263.26,6173646245.62,54.97,In Progress
RR-000642,LG-000642,3951,3276,3121,155,3276,3121,7436844241.15,7084978900.07,95.27,In Progress
RR-000643,LG-000643,2188,1815,998,817,1815,907,5987791699.69,3292460670.13,54.99,In Progress
RR-000644,LG-000644,1796,1476,1262,214,1476,1262,14452676978.03,12357234651.95,85.5,In Progress
RR-000645,LG-000645,2183,2127,744,1383,2127,638,8473578854.97,2963959881.57,34.98,Delayed
RR-000646,LG-000646,3181,2814,1547,1267,2814,1407,11998086652.77,6595963060.35,54.98,In Progress
RR-000647,LG-000647,4863,4587,4200,387,4587,4200,12004831851.61,10991997771.26,91.56,In Progress
RR-000648,LG-000648,2709,2468,2250,218,2468,2250,12960013350.58,11815247179.42,91.17,In Progress
RR-000649,LG-000649,2360,2151,752,1399,2151,645,6882470495.02,2406144961.53,34.96,Delayed
RR-000650,LG-000650,954,807,282,525,807,242,4368298615.27,1526468661.1,34.94,Delayed
RR-000651,LG-000651,206,184,101,83,184,92,13388286710.52,7349005205.23,54.89,In Progress
RR-000652,LG-000652,1868,1522,1358,164,1522,1358,14136299769.92,12613071673.82,89.22,In Progress
RR-000653,LG-000653,793,704,387,317,704,352,11949278675.16,6568708589.9,54.97,In Progress
RR-000654,LG-000654,487,475,166,309,475,142,1864766607.86,651686856.64,34.95,Delayed
RR-000655,LG-000655,3853,3155,2965,190,3155,2965,4485537693.45,4215410225.38,93.98,In Progress
RR-000656,LG-000656,3697,3335,3121,214,3335,3121,5337127141.64,4994654815.31,93.58,In Progress
RR-000657,LG-000657,2958,2566,2276,290,2566,2276,10937459518.46,9701347569.76,88.7,In Progress
RR-000658,LG-000658,3130,2848,2795,53,2848,2795,7576680733.19,7435682110.0,98.14,In Progress
RR-000659,LG-000659,2031,2007,1960,47,2007,1960,2949379744.18,2880311060.58,97.66,In Progress
RR-000660,LG-000660,583,485,266,219,485,242,2173240023.38,1191921332.41,54.85,In Progress
RR-000661,LG-000661,3879,3622,3344,278,3622,3344,9438378172.67,8713952680.68,92.32,In Progress
RR-000662,LG-000662,164,154,53,101,154,46,9801367055.17,3373197752.75,34.42,Delayed
RR-000663,LG-000663,1999,1847,646,1201,1847,554,10178768575.26,3560089063.14,34.98,Delayed
RR-000664,LG-000664,606,547,502,45,547,502,4077619063.16,3742165940.96,91.77,In Progress
RR-000665,LG-000665,4861,4234,3648,586,4234,3648,12189618326.76,10502533692.97,86.16,In Progress
RR-000666,LG-000666,1258,1019,356,663,1019,305,11621125942.61,4059981192.9,34.94,Delayed
RR-000667,LG-000667,3912,3169,2803,366,3169,2803,9035437465.6,7991900036.63,88.45,In Progress
RR-000668,LG-000668,169,165,151,14,165,151,6090325736.9,5573570825.89,91.52,In Progress
RR-000669,LG-000669,2304,2214,1996,218,2214,1996,14610225864.61,13171639939.37,90.15,In Progress
RR-000670,LG-000670,141,131,115,16,131,115,11999739700.82,10534122638.12,87.79,In Progress
RR-000671,LG-000671,2543,2215,2116,99,2215,2116,6923145880.61,6613714078.27,95.53,In Progress
RR-000672,LG-000672,3501,3369,1852,1517,3369,1684,7306847878.92,4016705928.1,54.97,In Progress
RR-000673,LG-000673,668,636,349,287,636,318,9132666245.8,5011478804.69,54.87,In Progress
RR-000674,LG-000674,1805,1556,1342,214,1556,1342,14031675092.9,12101868878.32,86.25,In Progress
RR-000675,LG-000675,3224,3151,2691,460,3151,2691,14597971248.81,12466880555.55,85.4,In Progress
RR-000676,LG-000676,3140,2631,2385,246,2631,2385,5120600226.45,4641821185.89,90.65,In Progress
RR-000677,LG-000677,624,503,456,47,503,456,7595823814.03,6886074869.18,90.66,In Progress
RR-000678,LG-000678,4470,3898,3530,368,3898,3530,6890490055.37,6239976884.42,90.56,In Progress
RR-000679,LG-000679,1400,1243,1124,119,1243,1124,9700446800.4,8771763639.3,90.43,In Progress
RR-000680,LG-000680,2584,2107,2065,42,2107,2065,11668976035.56,11436371862.09,98.01,In Progress
RR-000681,LG-000681,4620,4476,2461,2015,4476,2238,12519721502.72,6883609164.03,54.98,In Progress
RR-000682,LG-000682,4946,4034,3863,171,4034,3863,583353975.13,558625782.33,95.76,In Progress
RR-000683,LG-000683,4795,4533,2493,2040,4533,2266,12685052227.98,6976358968.53,55.0,In Progress
RR-000684,LG-000684,2793,2356,2101,255,2356,2101,8963865584.74,7993667908.97,89.18,In Progress
RR-000685,LG-000685,2339,1996,1937,59,1996,1937,3815968606.39,3703171939.17,97.04,In Progress
RR-000686,LG-000686,144,132,72,60,132,66,4251956178.78,2319248824.79,54.55,In Progress
RR-000687,LG-000687,2193,1759,1639,120,1759,1639,9993803220.44,9312020169.59,93.18,In Progress
RR-000688,LG-000688,1928,1831,1007,824,1831,915,1074595890.19,590998395.1,55.0,In Progress
RR-000689,LG-000689,2915,2404,2234,170,2404,2234,391192901.69,363529510.14,92.93,In Progress
RR-000690,LG-000690,494,464,398,66,464,398,10051297647.97,8621587206.66,85.78,In Progress
RR-000691,LG-000691,2945,2619,2599,20,2619,2599,6565593172.1,6515455003.55,99.24,In Progress
RR-000692,LG-000692,307,277,152,125,277,138,5450364548.83,2990813759.65,54.87,In Progress
RR-000693,LG-000693,1227,1137,1100,37,1137,1100,5857548944.5,5666933895.29,96.75,In Progress
RR-000694,LG-000694,4305,4272,3933,339,4272,3933,4116858498.18,3790169586.46,92.06,In Progress
RR-000695,LG-000695,2411,2296,2244,52,2296,2244,8876679206.17,8675639433.21,97.74,In Progress
RR-000696,LG-000696,109,101,89,12,101,89,5904702464.51,5203153656.85,88.12,In Progress
RR-000697,LG-000697,3176,2694,2297,397,2694,2297,4969038136.92,4236778248.15,85.26,In Progress
RR-000698,LG-000698,4385,4128,3757,371,4128,3757,12127690294.32,11037725880.76,91.01,In Progress
RR-000699,LG-000699,1215,1121,1102,19,1121,1102,13378717357.35,13151959436.04,98.31,In Progress
RR-000700,LG-000700,2774,2635,922,1713,2635,790,13308173071.23,4656597939.91,34.99,Delayed
RR-000701,LG-000701,30,29,27,2,29,27,12497921536.93,11635995913.69,93.1,In Progress
RR-000702,LG-000702,4101,3751,3343,408,3751,3343,13391942072.69,11935287216.48,89.12,In Progress
RR-000703,LG-000703,102,100,55,45,100,50,10677850382.8,5872817710.54,55.0,In Progress
RR-000704,LG-000704,3224,2941,2881,60,2941,2881,7958224959.56,7795867428.93,97.96,In Progress
RR-000705,LG-000705,2835,2497,1373,1124,2497,1248,13391331061.12,7363355044.82,54.99,In Progress
RR-000706,LG-000706,2313,2143,1178,965,2143,1071,7867635142.24,4324812971.33,54.97,In Progress
RR-000707,LG-000707,2136,2079,1143,936,2079,1039,5041678514.49,2771831910.56,54.98,In Progress
RR-000708,LG-000708,4903,4214,4107,107,4214,4107,10678516574.34,10407372465.78,97.46,In Progress
RR-000709,LG-000709,3953,3577,3223,354,3577,3223,7423154948.6,6688517863.95,90.1,In Progress
RR-000710,LG-000710,2991,2428,2255,173,2428,2255,9522985145.06,8844452842.71,92.87,In Progress
RR-000711,LG-000711,1910,1536,1355,181,1536,1355,6333098845.81,5586815713.59,88.22,In Progress
RR-000712,LG-000712,2423,1967,1081,886,1967,983,11839353207.05,6506528122.43,54.96,In Progress
RR-000713,LG-000713,890,754,414,340,754,377,13246883220.87,7273487604.03,54.91,In Progress
RR-000714,LG-000714,3952,3601,3403,198,3601,3403,12799392061.94,12095620990.5,94.5,In Progress
RR-000715,LG-000715,819,666,366,300,666,333,5597160084.98,3075916803.46,54.95,In Progress
RR-000716,LG-000716,4175,3908,2149,1759,3908,1954,14025274929.87,7712465666.4,54.99,In Progress
RR-000717,LG-000717,2285,2223,1951,272,2223,1951,8872088130.86,7786524490.92,87.76,In Progress
RR-000718,LG-000718,2190,1934,676,1258,1934,580,2160940575.48,755323593.08,34.95,Delayed
RR-000719,LG-000719,2856,2658,930,1728,2658,797,14221638522.44,4975968331.78,34.99,Delayed
RR-000720,LG-000720,4324,4258,1490,2768,4258,1277,3981266294.23,1393162700.42,34.99,Delayed
RR-000721,LG-000721,4951,4524,4277,247,4524,4277,4702317125.73,4445581420.59,94.54,In Progress
RR-000722,LG-000722,2708,2669,934,1735,2669,800,6521807799.24,2282266198.76,34.99,Delayed
RR-000723,LG-000723,1254,1076,1003,73,1076,1003,7327687653.75,6830548993.23,93.22,In Progress
RR-000724,LG-000724,3666,3362,3130,232,3362,3130,1155764666.93,1076009341.91,93.1,In Progress
RR-000725,LG-000725,1034,950,522,428,950,475,870812021.41,478488289.66,54.95,In Progress
RR-000726,LG-000726,2035,1784,1691,93,1784,1691,2287478436.3,2168232082.84,94.79,In Progress
RR-000727,LG-000727,1085,1034,361,673,1034,310,10792404008.8,3767947627.83,34.91,Delayed
RR-000728,LG-000728,779,644,555,89,644,555,8681395713.21,7481637609.99,86.18,In Progress
RR-000729,LG-000729,266,235,214,21,235,214,4593107456.13,4182659555.79,91.06,In Progress
RR-000730,LG-000730,1942,1721,1672,49,1721,1672,2806325856.75,2726424655.72,97.15,In Progress
RR-000731,LG-000731,1089,1086,380,706,1086,325,1310418482.45,458525804.17,34.99,Delayed
RR-000732,LG-000732,1981,1632,1629,3,1632,1629,14158980353.6,14132952816.19,99.82,In Progress
RR-000733,LG-000733,4652,4226,2324,1902,4226,2113,6209611331.1,3414845417.29,54.99,In Progress
RR-000734,LG-000734,2653,2563,897,1666,2563,768,3323883461.45,1163294367.9,35.0,Delayed
RR-000735,LG-000735,1935,1821,1641,180,1821,1641,14448866018.92,13020642030.23,90.12,In Progress
RR-000736,LG-000736,500,419,395,24,419,395,3027360626.7,2853955722.07,94.27,In Progress
RR-000737,LG-000737,4985,4742,4500,242,4742,4500,2605935343.47,2472945813.08,94.9,In Progress
RR-000738,LG-000738,2513,2098,734,1364,2098,629,12986027823.54,4543252822.92,34.99,Delayed
RR-000739,LG-000739,878,751,413,338,751,375,4170730250.89,2293623959.54,54.99,In Progress
RR-000740,LG-000740,498,435,239,196,435,217,356317689.33,195769948.85,54.94,In Progress
RR-000741,LG-000741,1624,1374,755,619,1374,687,14629091833.52,8038547550.44,54.95,In Progress
RR-000742,LG-000742,4288,4170,3842,328,4170,3842,6469457166.07,5960588592.82,92.13,In Progress
RR-000743,LG-000743,501,437,434,3,437,434,10016255952.92,9947494470.41,99.31,In Progress
RR-000744,LG-000744,1479,1205,662,543,1205,602,1671023561.54,918022902.69,54.94,In Progress
RR-000745,LG-000745,4338,3559,3473,86,3559,3473,12777427799.31,12468672870.75,97.58,In Progress
RR-000746,LG-000746,1709,1578,552,1026,1578,473,2955457572.36,1033848276.26,34.98,Delayed
RR-000747,LG-000747,3536,3501,3287,214,3501,3287,5327236659.14,5001607226.1,93.89,In Progress
RR-000748,LG-000748,2163,1889,1038,851,1889,944,4565273412.39,2508604447.89,54.95,In Progress
RR-000749,LG-000749,3330,3250,3020,230,3250,3020,4764065315.33,4426916077.63,92.92,In Progress
RR-000750,LG-000750,1687,1551,1519,32,1551,1519,5315820191.4,5206144984.36,97.94,In Progress
RR-000751,LG-000751,1981,1820,1779,41,1820,1779,5142726907.36,5026874268.24,97.75,In Progress
RR-000752,LG-000752,1932,1714,1551,163,1714,1551,3754509552.59,3397458760.83,90.49,In Progress
RR-000753,LG-000753,4872,4785,1674,3111,4785,1435,10645609872.46,3724294864.47,34.98,Delayed
RR-000754,LG-000754,1122,920,904,16,920,904,7268106908.67,7141705049.39,98.26,In Progress
RR-000755,LG-000755,475,445,244,201,445,222,1829934859.41,1003380012.8,54.83,In Progress
RR-000756,LG-000756,4149,3905,2147,1758,3905,1952,4385475368.55,2411169171.9,54.98,In Progress
RR-000757,LG-000757,18,14,4,10,14,4,10622936729.49,3035124779.85,28.57,Delayed
RR-000758,LG-000758,675,565,530,35,565,530,704795986.75,661136058.37,93.81,In Progress
RR-000759,LG-000759,4799,4206,3697,509,4206,3697,3707179472.72,3258545532.73,87.9,In Progress
RR-000760,LG-000760,2924,2566,1411,1155,2566,1283,1534274493.25,843671593.91,54.99,In Progress
RR-000761,LG-000761,4666,4630,4021,609,4630,4020,8374717388.52,7273161688.82,86.85,In Progress
RR-000762,LG-000762,2047,1674,585,1089,1674,502,12199186531.76,4263156583.68,34.95,Delayed
RR-000763,LG-000763,3446,3108,1709,1399,3108,1554,12112928362.86,6660551664.13,54.99,In Progress
RR-000764,LG-000764,2976,2594,2469,125,2594,2469,1510144101.69,1437373086.77,95.18,In Progress
RR-000765,LG-000765,238,200,110,90,200,100,14369922378.71,7903457308.29,55.0,In Progress
RR-000766,LG-000766,321,263,260,3,263,260,3385889058.8,3347266750.14,98.86,In Progress
RR-000767,LG-000767,3364,2890,1011,1879,2890,867,5709389628.79,1997298586.4,34.98,Delayed
RR-000768,LG-000768,4711,3803,3517,286,3803,3517,1115267954.94,1031395581.78,92.48,In Progress
RR-000769,LG-000769,2893,2386,2126,260,2386,2126,14246765518.35,12694309929.59,89.1,In Progress
RR-000770,LG-000770,557,478,437,41,478,437,5528554943.57,5054348347.99,91.42,In Progress
RR-000771,LG-000771,3515,3241,3158,83,3241,3158,14159402085.5,13796788579.45,97.44,In Progress
RR-000772,LG-000772,1386,1253,1164,89,1253,1164,8167724004.13,7587574414.05,92.9,In Progress
RR-000773,LG-000773,4658,4352,3933,419,4352,3933,200787639.99,181456293.22,90.37,In Progress
RR-000774,LG-000774,2119,1910,1050,860,1910,955,5981784398.81,3288415507.2,54.97,In Progress
RR-000775,LG-000775,2366,2210,773,1437,2210,663,3260791495.79,1140539287.89,34.98,Delayed
RR-000776,LG-000776,2936,2624,2250,374,2624,2250,2765178645.67,2371056384.44,85.75,In Progress
RR-000777,LG-000777,1096,1057,581,476,1057,528,6540927177.72,3595344077.82,54.97,In Progress
RR-000778,LG-000778,1637,1389,1215,174,1389,1215,564175727.31,493501446.14,87.47,In Progress
RR-000779,LG-000779,704,646,565,81,646,565,2516824451.32,2201247391.63,87.46,In Progress
RR-000780,LG-000780,3869,3379,3164,215,3379,3164,11467501248.06,10737843725.62,93.64,In Progress
RR-000781,LG-000781,1132,964,849,115,964,849,3241231754.96,2854570290.42,88.07,In Progress
RR-000782,LG-000782,2953,2700,2375,325,2700,2375,8601900566.23,7566486609.18,87.96,In Progress
RR-000783,LG-000783,3164,2894,1012,1882,2894,868,13021460297.88,4553461583.09,34.97,Delayed
RR-000784,LG-000784,2607,2268,1247,1021,2268,1134,2428782745.29,1335402153.16,54.98,In Progress
RR-000785,LG-000785,2658,2223,1222,1001,2223,1111,10666096761.96,5863234477.33,54.97,In Progress
RR-000786,LG-000786,3125,3066,2692,374,3066,2692,5357244863.12,4703751849.81,87.8,In Progress
RR-000787,LG-000787,4366,3720,2046,1674,3720,1860,12577809228.63,6917795075.75,55.0,In Progress
RR-000788,LG-000788,4373,3915,2153,1762,3915,1957,13074676625.87,7190237235.12,54.99,In Progress
RR-000789,LG-000789,1714,1638,900,738,1638,819,10529218668.27,5785284982.57,54.95,In Progress
RR-000790,LG-000790,3557,3030,1666,1364,3030,1515,10199841119.68,5608229473.73,54.98,In Progress
RR-000791,LG-000791,3543,2983,1044,1939,2983,894,9325237943.91,3263676974.0,35.0,Delayed
RR-000792,LG-000792,1697,1575,866,709,1575,787,8765158496.5,4819445878.08,54.98,In Progress
RR-000793,LG-000793,1441,1412,494,918,1412,423,8130064325.37,2844370946.69,34.99,Delayed
RR-000794,LG-000794,859,848,732,116,848,732,10172197806.36,8780717917.75,86.32,In Progress
RR-000795,LG-000795,2298,2076,1141,935,2076,1038,4218106222.56,2318332947.95,54.96,In Progress
RR-000796,LG-000796,3167,2845,1564,1281,2845,1422,11146376903.15,6127568884.54,54.97,In Progress
RR-000797,LG-000797,2302,1907,1048,859,1907,953,14579109880.02,8012012141.72,54.96,In Progress
RR-000798,LG-000798,536,484,475,9,484,475,6427418535.69,6307900422.42,98.14,In Progress
RR-000799,LG-000799,470,408,380,28,408,380,6086039480.66,5668370104.54,93.14,In Progress
RR-000800,LG-000800,3250,3155,2698,457,3155,2698,7952638420.75,6800703156.64,85.52,In Progress
RR-000801,LG-000801,2969,2847,1565,1282,2847,1423,436484258.86,239936025.68,54.97,In Progress
RR-000802,LG-000802,2381,2241,2099,142,2241,2099,10547486247.14,9879149322.96,93.66,In Progress
RR-000803,LG-000803,1675,1584,871,713,1584,792,14875113261.9,8179434123.18,54.99,In Progress
RR-000804,LG-000804,2545,2122,2010,112,2122,2010,2847773944.83,2697467308.72,94.72,In Progress
RR-000805,LG-000805,1111,1082,978,104,1082,978,13891961941.58,12556690183.79,90.39,In Progress
RR-000806,LG-000806,1226,1030,943,87,1030,943,14288318324.33,13081440951.3,91.55,In Progress
RR-000807,LG-000807,3285,2894,1012,1882,2894,868,12075923339.77,4222817698.63,34.97,Delayed
RR-000808,LG-000808,2242,2164,1993,171,2164,1993,2942612643.97,2710086413.79,92.1,In Progress
RR-000809,LG-000809,780,710,390,320,710,355,14269835659.97,7838360432.94,54.93,In Progress
RR-000810,LG-000810,4991,4624,4399,225,4624,4399,44949002.15,42761821.03,95.13,In Progress
RR-000811,LG-000811,3064,2884,1586,1298,2884,1442,1541109213.12,847503194.18,54.99,In Progress
RR-000812,LG-000812,4820,4679,4045,634,4679,4045,9806817074.42,8478002792.48,86.45,In Progress
RR-000813,LG-000813,1159,1076,591,485,1076,538,11154447770.53,6126653004.07,54.93,In Progress
RR-000814,LG-000814,787,647,575,72,647,575,10548530263.73,9374659817.07,88.87,In Progress
RR-000815,LG-000815,2031,1953,1903,50,1953,1903,3931388175.33,3830738196.44,97.44,In Progress
RR-000816,LG-000816,4036,3499,1924,1575,3499,1749,6212936496.37,3416316038.59,54.99,In Progress
RR-000817,LG-000817,618,544,190,354,544,163,403924049.35,141076414.3,34.93,Delayed
RR-000818,LG-000818,1600,1350,742,608,1350,675,13768448621.82,7567547316.59,54.96,In Progress
RR-000819,LG-000819,1455,1335,1223,112,1335,1223,10746280497.16,9844719886.16,91.61,In Progress
RR-000820,LG-000820,3585,2891,2652,239,2891,2652,490017405.79,449507492.27,91.73,In Progress
RR-000821,LG-000821,347,345,310,35,345,310,8396063790.1,7544289202.7,89.86,In Progress
