doc_id,project_id,document_type,submitted_flag,verified_flag,issue_flag,submission_date,verification_date,doc_status
DOC-0007283,LG-000718,Land Record,1,1,0,2018-06-07,2018-07-16,Verified
DOC-0007284,LG-000718,Identity Document,1,0,0,2018-06-13,,Submitted
DOC-0007285,LG-000718,Survey Record,1,1,1,2018-06-08,2018-07-13,Verified
DOC-0007286,LG-000718,Survey Record,1,1,1,2018-05-29,2018-06-10,Verified
DOC-0007287,LG-000718,Ownership Proof,1,1,1,2018-05-27,2018-06-30,Verified
DOC-0007288,LG-000719,Ownership Proof,0,0,1,,,Pending
DOC-0007289,LG-000719,Compensation Document,0,0,1,,,Pending
DOC-0007290,LG-000719,Identity Document,1,0,1,2021-06-03,,Submitted
DOC-0007291,LG-000719,Survey Record,1,0,1,2021-05-09,,Submitted
DOC-0007292,LG-000719,Identity Document,1,1,0,2021-06-22,2021-07-05,Verified
DOC-0007293,LG-000719,Compensation Document,0,0,0,,,Pending
DOC-0007294,LG-000719,Identity Document,1,1,0,2021-06-25,2021-07-22,Verified
DOC-0007295,LG-000719,Identity Document,1,1,0,2021-06-13,2021-07-05,Verified
DOC-0007296,LG-000719,Survey Record,1,1,1,2021-06-01,2021-06-30,Verified
DOC-0007297,LG-000719,Identity Document,1,1,0,2021-06-04,2021-06-23,Verified
DOC-0007298,LG-000719,Ownership Proof,1,0,1,2021-06-22,,Submitted
DOC-0007299,LG-000720,Ownership Proof,1,0,0,2024-05-30,,Submitted
DOC-0007300,LG-000720,Survey Record,1,1,1,2024-05-31,2024-06-20,Verified
DOC-0007301,LG-000720,Survey Record,0,0,1,,,Pending
DOC-0007302,LG-000720,Compensation Document,1,0,0,2024-06-29,,Submitted
DOC-0007303,LG-000720,Land Record,1,1,1,2024-07-13,2024-08-04,Verified
DOC-0007304,LG-000720,Ownership Proof,1,1,1,2024-05-27,2024-06-19,Verified
DOC-0007305,LG-000720,Land Record,1,1,1,2024-06-28,2024-07-17,Verified
DOC-0007306,LG-000720,Identity Document,1,1,0,2024-07-01,2024-07-17,Verified
DOC-0007307,LG-000720,Identity Document,1,1,0,2024-06-16,2024-07-08,Verified
DOC-0007308,LG-000720,Land Record,1,0,1,2024-06-29,,Submitted
DOC-0007309,LG-000720,Ownership Proof,1,1,1,2024-06-03,2024-06-13,Verified
DOC-0007310,LG-000721,Ownership Proof,1,0,0,2024-11-16,,Submitted
DOC-0007311,LG-000721,Compensation Document,1,1,0,2024-11-25,2024-12-10,Verified
DOC-0007312,LG-000721,Identity Document,1,1,0,2024-12-01,2025-01-08,Verified
DOC-0007313,LG-000721,Compensation Document,1,0,0,2024-12-03,,Submitted
DOC-0007314,LG-000721,Land Record,1,1,0,2024-12-09,2025-01-11,Verified
DOC-0007315,LG-000721,Ownership Proof,1,0,0,2024-11-10,,Submitted
DOC-0007316,LG-000721,Survey Record,1,1,0,2024-11-02,2024-12-07,Verified
DOC-0007317,LG-000721,Land Record,0,0,0,,,Pending
DOC-0007318,LG-000721,Ownership Proof,1,1,0,2024-10-29,2024-11-29,Verified
DOC-0007319,LG-000721,Survey Record,1,0,0,2024-11-14,,Submitted
DOC-0007320,LG-000721,Ownership Proof,1,1,0,2024-11-16,2024-12-25,Verified
DOC-0007321,LG-000721,Survey Record,1,0,0,2024-10-19,,Submitted
DOC-0007322,LG-000721,Compensation Document,1,1,0,2024-10-25,2024-11-11,Verified
DOC-0007323,LG-000721,Land Record,1,1,0,2024-11-04,2024-11-17,Verified
DOC-0007324,LG-000722,Land Record,1,1,1,2023-08-26,2023-09-18,Verified
DOC-0007325,LG-000722,Ownership Proof,1,1,1,2023-09-06,2023-09-26,Verified
DOC-0007326,LG-000722,Identity Document,1,0,0,2023-08-28,,Submitted
DOC-0007327,LG-000722,Compensation Document,1,1,0,2023-08-27,2023-10-06,Verified
DOC-0007328,LG-000722,Identity Document,1,1,1,2023-08-18,2023-08-30,Verified
DOC-0007329,LG-000722,Survey Record,1,1,0,2023-09-15,2023-09-25,Verified
DOC-0007330,LG-000723,Compensation Document,1,1,1,2018-12-30,2019-01-24,Verified
DOC-0007331,LG-000723,Compensation Document,1,1,0,2019-01-03,2019-01-18,Verified
DOC-0007332,LG-000723,Survey Record,1,0,0,2018-12-11,,Submitted
DOC-0007333,LG-000723,Land Record,0,0,0,,,Pending
DOC-0007334,LG-000723,Survey Record,1,1,0,2019-01-26,2019-03-01,Verified
DOC-0007335,LG-000724,Land Record,0,0,1,,,Pending
DOC-0007336,LG-000724,Compensation Document,1,1,0,2022-06-13,2022-07-11,Verified
DOC-0007337,LG-000724,Survey Record,1,1,0,2022-07-13,2022-07-23,Verified
DOC-0007338,LG-000724,Survey Record,1,1,0,2022-07-07,2022-07-17,Verified
DOC-0007339,LG-000724,Ownership Proof,1,1,0,2022-06-20,2022-07-29,Verified
DOC-0007340,LG-000724,Compensation Document,1,0,0,2022-07-17,,Submitted
DOC-0007341,LG-000724,Ownership Proof,1,1,0,2022-06-05,2022-06-18,Verified
DOC-0007342,LG-000724,Land Record,1,1,0,2022-06-10,2022-07-08,Verified
DOC-0007343,LG-000724,Identity Document,1,1,0,2022-07-16,2022-08-05,Verified
DOC-0007344,LG-000724,Land Record,1,1,0,2022-05-31,2022-07-06,Verified
DOC-0007345,LG-000724,Land Record,1,1,0,2022-05-30,2022-07-07,Verified
DOC-0007346,LG-000724,Ownership Proof,1,1,0,2022-07-09,2022-07-25,Verified
DOC-0007347,LG-000724,Land Record,1,1,0,2022-06-22,2022-07-22,Verified
DOC-0007348,LG-000724,Ownership Proof,1,0,0,2022-06-21,,Submitted
DOC-0007349,LG-000724,Land Record,1,1,0,2022-06-22,2022-07-15,Verified
DOC-0007350,LG-000725,Survey Record,1,1,0,2021-07-08,2021-07-22,Verified
DOC-0007351,LG-000725,Survey Record,1,0,0,2021-05-18,,Submitted
DOC-0007352,LG-000725,Survey Record,1,0,0,2021-06-21,,Submitted
DOC-0007353,LG-000725,Ownership Proof,1,0,1,2021-05-21,,Submitted
DOC-0007354,LG-000725,Identity Document,1,1,1,2021-06-08,2021-06-18,Verified
DOC-0007355,LG-000725,Identity Document,1,1,0,2021-06-15,2021-06-30,Verified
DOC-0007356,LG-000725,Ownership Proof,0,0,1,,,Pending
DOC-0007357,LG-000725,Land Record,1,0,0,2021-06-22,,Submitted
DOC-0007358,LG-000725,Identity Document,1,1,0,2021-07-02,2021-07-28,Verified
DOC-0007359,LG-000725,Compensation Document,1,1,1,2021-05-31,2021-06-25,Verified
DOC-0007360,LG-000725,Compensation Document,1,1,0,2021-05-27,2021-06-18,Verified
DOC-0007361,LG-000726,Ownership Proof,1,1,0,2020-05-30,2020-06-17,Verified
DOC-0007362,LG-000726,Compensation Document,1,1,0,2020-06-15,2020-06-28,Verified
DOC-0007363,LG-000726,Compensation Document,1,1,0,2020-05-14,2020-06-04,Verified
DOC-0007364,LG-000726,Compensation Document,1,1,0,2020-05-18,2020-06-25,Verified
DOC-0007365,LG-000726,Identity Document,1,1,0,2020-04-30,2020-05-29,Verified
DOC-0007366,LG-000727,Survey Record,1,1,0,2022-02-03,2022-02-21,Verified
DOC-0007367,LG-000727,Survey Record,0,0,1,,,Pending
DOC-0007368,LG-000727,Ownership Proof,1,0,0,2022-01-15,,Submitted
DOC-0007369,LG-000727,Compensation Document,1,1,1,2022-02-28,2022-03-10,Verified
DOC-0007370,LG-000727,Compensation Document,1,0,1,2022-02-19,,Submitted
DOC-0007371,LG-000728,Ownership Proof,1,0,0,2020-08-26,,Submitted
DOC-0007372,LG-000728,Identity Document,1,1,0,2020-08-02,2020-08-17,Verified
DOC-0007373,LG-000728,Survey Record,1,1,0,2020-07-25,2020-08-10,Verified
DOC-0007374,LG-000728,Identity Document,1,1,0,2020-09-03,2020-09-14,Verified
DOC-0007375,LG-000728,Survey Record,1,0,0,2020-08-06,,Submitted
DOC-0007376,LG-000728,Ownership Proof,1,0,0,2020-08-10,,Submitted
DOC-0007377,LG-000728,Survey Record,1,0,0,2020-08-23,,Submitted
DOC-0007378,LG-000728,Land Record,1,0,0,2020-09-02,,Submitted
DOC-0007379,LG-000728,Survey Record,1,1,0,2020-09-02,2020-09-18,Verified
DOC-0007380,LG-000728,Identity Document,0,0,0,,,Pending
DOC-0007381,LG-000728,Identity Document,1,0,0,2020-08-16,,Submitted
DOC-0007382,LG-000728,Land Record,1,0,0,2020-08-29,,Submitted
DOC-0007383,LG-000729,Land Record,1,1,0,2018-12-23,2019-01-31,Verified
DOC-0007384,LG-000729,Survey Record,1,1,0,2019-01-15,2019-01-31,Verified
DOC-0007385,LG-000729,Compensation Document,1,0,0,2018-11-23,,Submitted
DOC-0007386,LG-000729,Identity Document,1,1,0,2018-12-01,2018-12-20,Verified
DOC-0007387,LG-000729,Compensation Document,1,1,0,2019-01-09,2019-01-19,Verified
DOC-0007388,LG-000729,Survey Record,1,1,0,2018-11-26,2018-12-14,Verified
DOC-0007389,LG-000729,Identity Document,1,1,1,2018-12-09,2019-01-03,Verified
DOC-0007390,LG-000729,Land Record,1,1,0,2018-11-24,2018-12-09,Verified
DOC-0007391,LG-000729,Compensation Document,1,1,0,2018-11-25,2018-12-14,Verified
DOC-0007392,LG-000729,Compensation Document,1,0,0,2018-12-15,,Submitted
DOC-0007393,LG-000730,Survey Record,1,1,0,2021-12-02,2021-12-19,Verified
DOC-0007394,LG-000730,Ownership Proof,1,0,0,2021-12-04,,Submitted
DOC-0007395,LG-000730,Survey Record,1,1,1,2021-12-11,2022-01-06,Verified
DOC-0007396,LG-000730,Identity Document,1,1,0,2021-12-13,2022-01-06,Verified
DOC-0007397,LG-000730,Land Record,1,1,0,2021-12-25,2022-01-24,Verified
DOC-0007398,LG-000730,Ownership Proof,1,1,0,2021-11-28,2022-01-05,Verified
DOC-0007399,LG-000730,Ownership Proof,1,1,0,2021-12-19,2022-01-09,Verified
DOC-0007400,LG-000731,Compensation Document,1,1,0,2022-04-08,2022-05-16,Verified
DOC-0007401,LG-000731,Survey Record,1,0,1,2022-03-20,,Submitted
DOC-0007402,LG-000731,Land Record,0,0,1,,,Pending
DOC-0007403,LG-000731,Land Record,1,1,1,2022-03-05,2022-04-11,Verified
DOC-0007404,LG-000731,Compensation Document,0,0,1,,,Pending
DOC-0007405,LG-000731,Compensation Document,0,0,1,,,Pending
DOC-0007406,LG-000731,Survey Record,0,0,0,,,Pending
DOC-0007407,LG-000731,Survey Record,1,1,1,2022-03-14,2022-03-28,Verified
DOC-0007408,LG-000731,Compensation Document,1,1,1,2022-04-08,2022-04-22,Verified
DOC-0007409,LG-000731,Land Record,0,0,0,,,Pending
DOC-0007410,LG-000731,Ownership Proof,1,1,1,2022-04-01,2022-04-15,Verified
DOC-0007411,LG-000732,Compensation Document,1,0,1,2019-04-21,,Submitted
DOC-0007412,LG-000732,Compensation Document,1,1,0,2019-04-21,2019-05-12,Verified
DOC-0007413,LG-000732,Identity Document,1,1,0,2019-04-27,2019-05-25,Verified
DOC-0007414,LG-000732,Ownership Proof,1,1,0,2019-04-18,2019-05-01,Verified
DOC-0007415,LG-000732,Land Record,1,0,0,2019-05-07,,Submitted
DOC-0007416,LG-000732,Ownership Proof,1,1,0,2019-05-11,2019-05-31,Verified
DOC-0007417,LG-000732,Ownership Proof,1,1,0,2019-04-14,2019-05-14,Verified
DOC-0007418,LG-000732,Survey Record,1,1,0,2019-05-15,2019-06-03,Verified
DOC-0007419,LG-000732,Compensation Document,1,1,0,2019-04-19,2019-05-09,Verified
DOC-0007420,LG-000732,Land Record,1,0,0,2019-04-02,,Submitted
DOC-0007421,LG-000732,Ownership Proof,1,1,0,2019-04-27,2019-06-01,Verified
DOC-0007422,LG-000732,Identity Document,1,0,0,2019-04-22,,Submitted
DOC-0007423,LG-000732,Ownership Proof,1,1,0,2019-05-02,2019-05-28,Verified
DOC-0007424,LG-000733,Identity Document,1,1,0,2023-05-05,2023-06-11,Verified
DOC-0007425,LG-000733,Survey Record,1,0,1,2023-05-13,,Submitted
DOC-0007426,LG-000733,Land Record,1,0,0,2023-04-23,,Submitted
DOC-0007427,LG-000733,Land Record,1,0,0,2023-05-14,,Submitted
DOC-0007428,LG-000733,Survey Record,1,1,0,2023-05-21,2023-06-17,Verified
DOC-0007429,LG-000733,Compensation Document,1,1,0,2023-05-09,2023-05-28,Verified
DOC-0007430,LG-000733,Ownership Proof,1,0,0,2023-04-30,,Submitted
DOC-0007431,LG-000733,Land Record,1,0,1,2023-05-31,,Submitted
DOC-0007432,LG-000733,Ownership Proof,1,1,0,2023-04-20,2023-05-18,Verified
DOC-0007433,LG-000733,Survey Record,1,1,0,2023-05-04,2023-05-30,Verified
DOC-0007434,LG-000733,Ownership Proof,1,1,0,2023-05-08,2023-06-02,Verified
DOC-0007435,LG-000733,Compensation Document,1,1,1,2023-05-05,2023-05-29,Verified
DOC-0007436,LG-000733,Compensation Document,1,1,0,2023-04-28,2023-05-13,Verified
DOC-0007437,LG-000734,Land Record,0,0,1,,,Pending
DOC-0007438,LG-000734,Compensation Document,1,1,1,2022-10-10,2022-10-23,Verified
DOC-0007439,LG-000734,Identity Document,1,1,0,2022-10-06,2022-11-04,Verified
DOC-0007440,LG-000734,Ownership Proof,1,1,1,2022-09-14,2022-10-21,Verified
DOC-0007441,LG-000734,Ownership Proof,0,0,1,,,Pending
DOC-0007442,LG-000735,Land Record,1,0,0,2023-11-11,,Submitted
DOC-0007443,LG-000735,Compensation Document,1,0,0,2023-10-23,,Submitted
DOC-0007444,LG-000735,Land Record,1,1,0,2023-11-12,2023-12-14,Verified
DOC-0007445,LG-000735,Land Record,1,1,0,2023-11-18,2023-12-24,Verified
DOC-0007446,LG-000735,Land Record,1,1,0,2023-11-30,2023-12-19,Verified
DOC-0007447,LG-000736,Compensation Document,1,0,0,2019-10-04,,Submitted
DOC-0007448,LG-000736,Identity Document,1,0,0,2019-09-06,,Submitted
DOC-0007449,LG-000736,Identity Document,1,0,0,2019-09-13,,Submitted
DOC-0007450,LG-000736,Land Record,1,0,0,2019-09-16,,Submitted
DOC-0007451,LG-000736,Ownership Proof,1,1,0,2019-09-16,2019-09-30,Verified
DOC-0007452,LG-000736,Ownership Proof,1,1,0,2019-09-30,2019-10-30,Verified
DOC-0007453,LG-000736,Ownership Proof,1,1,0,2019-09-22,2019-10-04,Verified
DOC-0007454,LG-000736,Identity Document,1,1,0,2019-09-22,2019-10-18,Verified
DOC-0007455,LG-000736,Ownership Proof,1,0,0,2019-10-08,,Submitted
DOC-0007456,LG-000737,Identity Document,1,1,0,2019-10-11,2019-10-30,Verified
DOC-0007457,LG-000737,Survey Record,1,1,0,2019-10-06,2019-11-08,Verified
DOC-0007458,LG-000737,Compensation Document,1,1,0,2019-09-26,2019-10-26,Verified
DOC-0007459,LG-000737,Compensation Document,1,0,0,2019-09-18,,Submitted
DOC-0007460,LG-000737,Survey Record,1,1,0,2019-08-25,2019-09-05,Verified
DOC-0007461,LG-000738,Ownership Proof,1,0,0,2023-02-24,,Submitted
DOC-0007462,LG-000738,Land Record,1,1,0,2023-02-17,2023-03-17,Verified
DOC-0007463,LG-000738,Compensation Document,1,0,0,2023-02-22,,Submitted
DOC-0007464,LG-000738,Identity Document,1,1,1,2023-02-12,2023-02-25,Verified
DOC-0007465,LG-000738,Compensation Document,1,1,0,2023-01-16,2023-02-03,Verified
DOC-0007466,LG-000738,Ownership Proof,0,0,0,,,Pending
DOC-0007467,LG-000738,Compensation Document,0,0,1,,,Pending
DOC-0007468,LG-000738,Land Record,1,0,1,2023-02-19,,Submitted
DOC-0007469,LG-000738,Compensation Document,1,0,1,2023-02-27,,Submitted
DOC-0007470,LG-000738,Survey Record,1,1,1,2023-02-08,2023-03-09,Verified
DOC-0007471,LG-000738,Survey Record,1,1,1,2023-01-11,2023-01-25,Verified
DOC-0007472,LG-000738,Land Record,0,0,1,,,Pending
DOC-0007473,LG-000739,Ownership Proof,1,1,1,2019-11-07,2019-11-26,Verified
DOC-0007474,LG-000739,Survey Record,1,1,0,2019-11-09,2019-12-06,Verified
DOC-0007475,LG-000739,Land Record,1,1,0,2019-10-08,2019-10-27,Verified
DOC-0007476,LG-000739,Survey Record,1,0,0,2019-10-21,,Submitted
DOC-0007477,LG-000739,Compensation Document,0,0,1,,,Pending
DOC-0007478,LG-000739,Land Record,1,1,1,2019-10-20,2019-11-19,Verified
DOC-0007479,LG-000739,Land Record,1,1,1,2019-11-24,2019-12-30,Verified
DOC-0007480,LG-000739,Compensation Document,0,0,0,,,Pending
DOC-0007481,LG-000739,Land Record,1,0,0,2019-10-07,,Submitted
DOC-0007482,LG-000739,Compensation Document,0,0,1,,,Pending
DOC-0007483,LG-000740,Ownership Proof,1,1,1,2022-04-21,2022-05-21,Verified
DOC-0007484,LG-000740,Identity Document,1,1,1,2022-04-10,2022-05-01,Verified
DOC-0007485,LG-000740,Survey Record,1,0,1,2022-04-19,,Submitted
DOC-0007486,LG-000740,Compensation Document,0,0,1,,,Pending
DOC-0007487,LG-000740,Land Record,0,0,1,,,Pending
DOC-0007488,LG-000740,Land Record,1,0,0,2022-03-18,,Submitted
DOC-0007489,LG-000740,Ownership Proof,1,1,1,2022-03-19,2022-04-08,Verified
DOC-0007490,LG-000740,Identity Document,1,1,1,2022-04-06,2022-05-09,Verified
DOC-0007491,LG-000740,Ownership Proof,0,0,0,,,Pending
DOC-0007492,LG-000741,Compensation Document,1,1,0,2023-01-11,2023-02-02,Verified
DOC-0007493,LG-000741,Survey Record,1,0,1,2022-12-20,,Submitted
DOC-0007494,LG-000741,Compensation Document,1,1,1,2023-01-23,2023-02-02,Verified
DOC-0007495,LG-000741,Ownership Proof,1,0,1,2022-12-18,,Submitted
DOC-0007496,LG-000741,Ownership Proof,1,0,0,2023-01-17,,Submitted
DOC-0007497,LG-000741,Identity Document,1,0,1,2023-01-04,,Submitted
DOC-0007498,LG-000741,Survey Record,1,1,0,2022-12-31,2023-01-18,Verified
DOC-0007499,LG-000741,Compensation Document,0,0,0,,,Pending
DOC-0007500,LG-000741,Land Record,0,0,0,,,Pending
DOC-0007501,LG-000741,Identity Document,1,0,0,2022-12-24,,Submitted
DOC-0007502,LG-000741,Identity Document,1,1,0,2023-01-13,2023-02-01,Verified
DOC-0007503,LG-000741,Ownership Proof,1,1,0,2022-12-16,2023-01-01,Verified
DOC-0007504,LG-000741,Compensation Document,1,0,1,2023-01-04,,Submitted
DOC-0007505,LG-000741,Identity Document,1,0,1,2023-01-15,,Submitted
DOC-0007506,LG-000741,Ownership Proof,1,1,1,2023-01-06,2023-02-15,Verified
DOC-0007507,LG-000742,Ownership Proof,1,0,0,2018-08-18,,Submitted
DOC-0007508,LG-000742,Compensation Document,1,0,0,2018-09-19,,Submitted
DOC-0007509,LG-000742,Survey Record,1,0,0,2018-09-30,,Submitted
DOC-0007510,LG-000742,Ownership Proof,1,0,0,2018-09-26,,Submitted
DOC-0007511,LG-000742,Ownership Proof,1,1,0,2018-08-28,2018-09-30,Verified
DOC-0007512,LG-000742,Identity Document,1,1,0,2018-09-04,2018-10-14,Verified
DOC-0007513,LG-000742,Compensation Document,1,1,0,2018-10-08,2018-11-17,Verified
DOC-0007514,LG-000742,Compensation Document,1,1,0,2018-08-28,2018-10-04,Verified
DOC-0007515,LG-000742,Survey Record,1,1,0,2018-09-08,2018-09-30,Verified
DOC-0007516,LG-000743,Compensation Document,1,1,0,2021-07-01,2021-07-30,Verified
DOC-0007517,LG-000743,Ownership Proof,1,1,0,2021-07-10,2021-07-26,Verified
DOC-0007518,LG-000743,Identity Document,1,1,0,2021-05-27,2021-07-02,Verified
DOC-0007519,LG-000743,Compensation Document,1,1,0,2021-06-07,2021-06-18,Verified
DOC-0007520,LG-000743,Land Record,1,0,0,2021-05-29,,Submitted
DOC-0007521,LG-000743,Ownership Proof,1,1,0,2021-07-02,2021-07-27,Verified
DOC-0007522,LG-000743,Compensation Document,1,1,0,2021-06-19,2021-07-19,Verified
DOC-0007523,LG-000743,Land Record,1,1,0,2021-05-25,2021-06-17,Verified
DOC-0007524,LG-000743,Land Record,1,1,0,2021-07-09,2021-07-21,Verified
DOC-0007525,LG-000743,Survey Record,1,1,0,2021-07-07,2021-08-12,Verified
DOC-0007526,LG-000743,Survey Record,1,1,0,2021-07-09,2021-07-19,Verified
DOC-0007527,LG-000743,Compensation Document,1,1,0,2021-07-07,2021-07-25,Verified
DOC-0007528,LG-000743,Compensation Document,1,0,0,2021-06-19,,Submitted
DOC-0007529,LG-000743,Compensation Document,1,1,0,2021-05-24,2021-06-08,Verified
DOC-0007530,LG-000744,Survey Record,1,1,1,2021-07-27,2021-08-13,Verified
DOC-0007531,LG-000744,Land Record,1,1,1,2021-06-24,2021-08-03,Verified
DOC-0007532,LG-000744,Ownership Proof,1,1,1,2021-07-02,2021-08-04,Verified
DOC-0007533,LG-000744,Identity Document,0,0,1,,,Pending
DOC-0007534,LG-000744,Identity Document,1,0,1,2021-07-21,,Submitted
DOC-0007535,LG-000744,Compensation Document,1,1,0,2021-07-13,2021-08-04,Verified
DOC-0007536,LG-000744,Ownership Proof,1,1,1,2021-06-26,2021-07-12,Verified
DOC-0007537,LG-000744,Ownership Proof,1,1,0,2021-07-17,2021-07-29,Verified
DOC-0007538,LG-000744,Ownership Proof,1,1,0,2021-06-30,2021-07-28,Verified
DOC-0007539,LG-000745,Ownership Proof,1,1,0,2018-01-29,2018-03-02,Verified
DOC-0007540,LG-000745,Survey Record,1,1,0,2018-03-04,2018-03-24,Verified
DOC-0007541,LG-000745,Ownership Proof,1,0,0,2018-03-14,,Submitted
DOC-0007542,LG-000745,Compensation Document,1,1,0,2018-01-27,2018-02-09,Verified
DOC-0007543,LG-000745,Identity Document,1,1,0,2018-02-08,2018-02-23,Verified
DOC-0007544,LG-000745,Land Record,1,0,0,2018-02-11,,Submitted
DOC-0007545,LG-000745,Identity Document,1,1,0,2018-01-22,2018-02-04,Verified
DOC-0007546,LG-000745,Land Record,1,0,0,2018-02-20,,Submitted
DOC-0007547,LG-000745,Compensation Document,1,1,0,2018-01-20,2018-01-31,Verified
DOC-0007548,LG-000745,Ownership Proof,1,1,0,2018-02-23,2018-03-08,Verified
DOC-0007549,LG-000745,Identity Document,1,1,0,2018-02-21,2018-03-24,Verified
DOC-0007550,LG-000746,Compensation Document,1,1,1,2020-08-03,2020-08-21,Verified
DOC-0007551,LG-000746,Land Record,1,1,0,2020-07-30,2020-08-23,Verified
DOC-0007552,LG-000746,Land Record,1,1,0,2020-08-22,2020-09-16,Verified
DOC-0007553,LG-000746,Identity Document,1,1,0,2020-07-18,2020-08-18,Verified
DOC-0007554,LG-000746,Land Record,1,0,1,2020-07-28,,Submitted
DOC-0007555,LG-000746,Compensation Document,1,0,1,2020-07-25,,Submitted
DOC-0007556,LG-000746,Ownership Proof,1,0,1,2020-08-24,,Submitted
DOC-0007557,LG-000746,Survey Record,1,1,0,2020-08-04,2020-08-22,Verified
DOC-0007558,LG-000746,Ownership Proof,1,1,0,2020-08-09,2020-09-06,Verified
DOC-0007559,LG-000746,Identity Document,1,0,0,2020-07-13,,Submitted
DOC-0007560,LG-000746,Ownership Proof,1,1,1,2020-07-03,2020-08-11,Verified
DOC-0007561,LG-000746,Compensation Document,1,1,1,2020-08-21,2020-09-04,Verified
DOC-0007562,LG-000746,Compensation Document,1,1,1,2020-08-13,2020-08-31,Verified
DOC-0007563,LG-000746,Land Record,1,1,0,2020-08-25,2020-09-22,Verified
DOC-0007564,LG-000746,Identity Document,1,0,1,2020-07-03,,Submitted
DOC-0007565,LG-000747,Survey Record,1,1,0,2022-11-01,2022-12-01,Verified
DOC-0007566,LG-000747,Identity Document,1,0,1,2022-12-13,,Submitted
DOC-0007567,LG-000747,Survey Record,1,1,0,2022-10-28,2022-11-22,Verified
DOC-0007568,LG-000747,Land Record,1,0,0,2022-11-09,,Submitted
DOC-0007569,LG-000747,Identity Document,1,1,0,2022-10-27,2022-11-17,Verified
DOC-0007570,LG-000747,Land Record,1,1,0,2022-11-04,2022-11-18,Verified
DOC-0007571,LG-000747,Land Record,1,1,0,2022-10-23,2022-11-25,Verified
DOC-0007572,LG-000747,Identity Document,1,0,0,2022-11-21,,Submitted
DOC-0007573,LG-000747,Identity Document,1,1,0,2022-10-23,2022-11-11,Verified
DOC-0007574,LG-000747,Identity Document,1,1,0,2022-11-27,2023-01-01,Verified
DOC-0007575,LG-000747,Land Record,1,1,0,2022-12-10,2022-12-26,Verified
DOC-0007576,LG-000748,Compensation Document,1,1,1,2024-05-17,2024-06-14,Verified
DOC-0007577,LG-000748,Ownership Proof,1,1,0,2024-05-25,2024-06-25,Verified
DOC-0007578,LG-000748,Identity Document,0,0,1,,,Pending
DOC-0007579,LG-000748,Land Record,1,1,1,2024-06-03,2024-06-29,Verified
DOC-0007580,LG-000748,Ownership Proof,1,1,0,2024-06-02,2024-06-19,Verified
DOC-0007581,LG-000748,Ownership Proof,0,0,0,,,Pending
DOC-0007582,LG-000748,Identity Document,0,0,0,,,Pending
DOC-0007583,LG-000749,Land Record,1,1,1,2020-08-01,2020-08-26,Verified
DOC-0007584,LG-000749,Ownership Proof,1,0,0,2020-06-21,,Submitted
DOC-0007585,LG-000749,Ownership Proof,1,1,0,2020-06-23,2020-07-21,Verified
DOC-0007586,LG-000749,Ownership Proof,1,1,0,2020-08-01,2020-08-23,Verified
DOC-0007587,LG-000749,Survey Record,1,1,0,2020-06-22,2020-08-01,Verified
DOC-0007588,LG-000749,Ownership Proof,1,0,0,2020-08-04,,Submitted
DOC-0007589,LG-000750,Land Record,1,0,0,2020-02-15,,Submitted
DOC-0007590,LG-000750,Land Record,1,1,0,2020-01-18,2020-02-21,Verified
DOC-0007591,LG-000750,Survey Record,1,0,0,2020-02-29,,Submitted
DOC-0007592,LG-000750,Ownership Proof,1,1,0,2020-01-13,2020-02-14,Verified
DOC-0007593,LG-000750,Survey Record,1,0,0,2020-01-19,,Submitted
DOC-0007594,LG-000750,Survey Record,1,1,0,2020-02-23,2020-03-11,Verified
DOC-0007595,LG-000750,Survey Record,1,1,0,2020-02-12,2020-02-25,Verified
DOC-0007596,LG-000750,Compensation Document,1,0,0,2020-02-18,,Submitted
DOC-0007597,LG-000751,Land Record,1,1,0,2023-01-16,2023-02-12,Verified
DOC-0007598,LG-000751,Ownership Proof,1,0,0,2023-02-24,,Submitted
DOC-0007599,LG-000751,Identity Document,1,1,1,2023-03-03,2023-03-18,Verified
DOC-0007600,LG-000751,Compensation Document,1,1,0,2023-02-22,2023-03-04,Verified
DOC-0007601,LG-000751,Land Record,1,1,0,2023-03-02,2023-04-08,Verified
DOC-0007602,LG-000751,Ownership Proof,1,1,0,2023-01-30,2023-03-02,Verified
DOC-0007603,LG-000751,Survey Record,1,0,0,2023-01-20,,Submitted
DOC-0007604,LG-000751,Ownership Proof,1,1,0,2023-02-13,2023-02-28,Verified
DOC-0007605,LG-000751,Survey Record,1,0,0,2023-02-20,,Submitted
DOC-0007606,LG-000751,Survey Record,1,1,0,2023-01-21,2023-02-11,Verified
DOC-0007607,LG-000751,Land Record,1,0,0,2023-02-07,,Submitted
DOC-0007608,LG-000751,Survey Record,1,1,1,2023-02-04,2023-02-20,Verified
DOC-0007609,LG-000751,Identity Document,0,0,0,,,Pending
DOC-0007610,LG-000751,Compensation Document,1,1,0,2023-01-29,2023-02-27,Verified
DOC-0007611,LG-000752,Ownership Proof,1,1,0,2019-05-30,2019-06-17,Verified
DOC-0007612,LG-000752,Land Record,1,0,0,2019-06-30,,Submitted
DOC-0007613,LG-000752,Ownership Proof,0,0,0,,,Pending
DOC-0007614,LG-000752,Ownership Proof,1,1,0,2019-05-29,2019-06-15,Verified
DOC-0007615,LG-000752,Compensation Document,1,1,0,2019-07-07,2019-07-22,Verified
