risk_history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
RISK-0006147,LG-000486,2019-03-30,0.85,85,CRITICAL,354,Objection/Hearing,v1.2.0
RISK-0006148,LG-000486,2019-04-29,0.85,85,CRITICAL,327,Objection/Hearing,v1.2.0
RISK-0006149,LG-000486,2019-05-29,0.87,87,CRITICAL,448,Objection/Hearing,v1.2.0
RISK-0006150,LG-000486,2019-06-28,0.83,83,CRITICAL,308,Objection/Hearing,v1.2.0
RISK-0006151,LG-000486,2019-07-28,0.87,87,CRITICAL,587,Objection/Hearing,v1.2.0
RISK-0006152,LG-000486,2019-08-27,0.91,91,CRITICAL,316,Objection/Hearing,v1.2.0
RISK-0006153,LG-000486,2019-09-26,0.91,91,CRITICAL,320,Objection/Hearing,v1.2.0
RISK-0006154,LG-000486,2019-10-26,0.87,87,CRITICAL,503,Objection/Hearing,v1.2.0
RISK-0006155,LG-000486,2019-11-25,0.92,92,CRITICAL,598,Objection/Hearing,v1.2.0
RISK-0006156,LG-000486,2019-12-25,0.92,92,CRITICAL,580,Objection/Hearing,v1.2.0
RISK-0006157,LG-000486,2020-01-24,0.91,91,CRITICAL,309,Objection/Hearing,v1.2.0
RISK-0006158,LG-000486,2020-02-23,0.91,91,CRITICAL,369,Objection/Hearing,v1.2.0
RISK-0006159,LG-000486,2020-03-24,0.97,97,CRITICAL,274,Objection/Hearing,v1.2.0
RISK-0006160,LG-000486,2020-04-23,0.93,93,CRITICAL,309,Objection/Hearing,v1.2.0
RISK-0006161,LG-000486,2020-05-23,0.95,95,CRITICAL,472,Objection/Hearing,v1.2.0
RISK-0006162,LG-000486,2020-06-22,0.95,95,CRITICAL,346,Objection/Hearing,v1.2.0
RISK-0006163,LG-000486,2020-07-22,0.97,97,CRITICAL,339,Objection/Hearing,v1.2.0
RISK-0006164,LG-000487,2021-03-02,0.64,64,HIGH,277,Approval,v1.2.0
RISK-0006165,LG-000487,2021-04-01,0.63,63,HIGH,159,Approval,v1.2.0
RISK-0006166,LG-000487,2021-05-01,0.61,61,HIGH,190,Approval,v1.2.0
RISK-0006167,LG-000487,2021-05-31,0.62,62,HIGH,161,Approval,v1.2.0
RISK-0006168,LG-000487,2021-06-30,0.62,62,HIGH,161,Approval,v1.2.0
RISK-0006169,LG-000487,2021-07-30,0.65,65,HIGH,238,Approval,v1.2.0
RISK-0006170,LG-000487,2021-08-29,0.68,68,HIGH,278,Approval,v1.2.0
RISK-0006171,LG-000487,2021-09-28,0.65,65,HIGH,249,Approval,v1.2.0
RISK-0006172,LG-000487,2021-10-28,0.67,67,HIGH,201,Approval,v1.2.0
RISK-0006173,LG-000487,2021-11-27,0.69,69,HIGH,248,Approval,v1.2.0
RISK-0006174,LG-000487,2021-12-27,0.7,70,HIGH,190,Approval,v1.2.0
RISK-0006175,LG-000487,2022-01-26,0.68,68,HIGH,161,Approval,v1.2.0
RISK-0006176,LG-000487,2022-02-25,0.73,73,HIGH,226,Approval,v1.2.0
RISK-0006177,LG-000487,2022-03-27,0.71,71,HIGH,190,Approval,v1.2.0
RISK-0006178,LG-000487,2022-04-26,0.75,75,HIGH,160,Approval,v1.2.0
RISK-0006179,LG-000487,2022-05-26,0.72,72,HIGH,154,Approval,v1.2.0
RISK-0006180,LG-000487,2022-06-25,0.7,70,HIGH,189,Approval,v1.2.0
RISK-0006181,LG-000487,2022-07-25,0.73,73,HIGH,190,Approval,v1.2.0
RISK-0006182,LG-000487,2022-08-24,0.72,72,HIGH,173,Approval,v1.2.0
RISK-0006183,LG-000487,2022-09-23,0.79,79,HIGH,265,Approval,v1.2.0
RISK-0006184,LG-000488,2019-07-04,0.45,45,MEDIUM,70,Notification,v1.2.0
RISK-0006185,LG-000488,2019-08-03,0.31,31,MEDIUM,103,Notification,v1.2.0
RISK-0006186,LG-000488,2019-09-02,0.39,39,MEDIUM,105,Notification,v1.2.0
RISK-0006187,LG-000488,2019-10-02,0.36,36,MEDIUM,60,Notification,v1.2.0
RISK-0006188,LG-000488,2019-11-01,0.38,38,MEDIUM,100,Notification,v1.2.0
RISK-0006189,LG-000488,2019-12-01,0.37,37,MEDIUM,62,Notification,v1.2.0
RISK-0006190,LG-000488,2019-12-31,0.45,45,MEDIUM,66,Notification,v1.2.0
RISK-0006191,LG-000488,2020-01-30,0.45,45,MEDIUM,47,Notification,v1.2.0
RISK-0006192,LG-000488,2020-02-29,0.34,34,MEDIUM,65,Notification,v1.2.0
RISK-0006193,LG-000488,2020-03-30,0.41,41,MEDIUM,88,Notification,v1.2.0
RISK-0006194,LG-000488,2020-04-29,0.4,40,MEDIUM,68,Notification,v1.2.0
RISK-0006195,LG-000488,2020-05-29,0.44,44,MEDIUM,84,Notification,v1.2.0
RISK-0006196,LG-000488,2020-06-28,0.41,41,MEDIUM,48,Notification,v1.2.0
RISK-0006197,LG-000489,2024-04-05,0.07,7,LOW,11,Survey,v1.2.0
RISK-0006198,LG-000489,2024-05-05,0.16,16,LOW,3,Survey,v1.2.0
RISK-0006199,LG-000489,2024-06-04,0.09,9,LOW,23,Survey,v1.2.0
RISK-0006200,LG-000489,2024-07-04,0.07,7,LOW,9,Survey,v1.2.0
RISK-0006201,LG-000489,2024-08-03,0.08,8,LOW,6,Survey,v1.2.0
RISK-0006202,LG-000489,2024-09-02,0.15,15,LOW,12,Survey,v1.2.0
RISK-0006203,LG-000489,2024-10-02,0.08,8,LOW,10,Survey,v1.2.0
RISK-0006204,LG-000489,2024-11-01,0.22,22,LOW,5,Survey,v1.2.0
RISK-0006205,LG-000490,2020-04-17,0.19,19,LOW,20,Objection/Hearing,v1.2.0
RISK-0006206,LG-000490,2020-05-17,0.09,9,LOW,8,Objection/Hearing,v1.2.0
RISK-0006207,LG-000490,2020-06-16,0.17,17,LOW,11,Objection/Hearing,v1.2.0
RISK-0006208,LG-000490,2020-07-16,0.23,23,LOW,13,Objection/Hearing,v1.2.0
RISK-0006209,LG-000490,2020-08-15,0.19,19,LOW,18,Objection/Hearing,v1.2.0
RISK-0006210,LG-000490,2020-09-14,0.11,11,LOW,19,Objection/Hearing,v1.2.0
RISK-0006211,LG-000490,2020-10-14,0.09,9,LOW,6,Objection/Hearing,v1.2.0
RISK-0006212,LG-000490,2020-11-13,0.23,23,LOW,10,Objection/Hearing,v1.2.0
RISK-0006213,LG-000490,2020-12-13,0.12,12,LOW,29,Objection/Hearing,v1.2.0
RISK-0006214,LG-000490,2021-01-12,0.07,7,LOW,8,Objection/Hearing,v1.2.0
RISK-0006215,LG-000490,2021-02-11,0.14,14,LOW,25,Objection/Hearing,v1.2.0
RISK-0006216,LG-000490,2021-03-13,0.23,23,LOW,27,Objection/Hearing,v1.2.0
RISK-0006217,LG-000490,2021-04-12,0.17,17,LOW,7,Objection/Hearing,v1.2.0
RISK-0006218,LG-000490,2021-05-12,0.08,8,LOW,19,Objection/Hearing,v1.2.0
RISK-0006219,LG-000490,2021-06-11,0.19,19,LOW,1,Objection/Hearing,v1.2.0
RISK-0006220,LG-000491,2021-07-25,0.62,62,HIGH,270,Survey,v1.2.0
RISK-0006221,LG-000491,2021-08-24,0.61,61,HIGH,154,Survey,v1.2.0
RISK-0006222,LG-000491,2021-09-23,0.63,63,HIGH,188,Survey,v1.2.0
RISK-0006223,LG-000491,2021-10-23,0.64,64,HIGH,120,Survey,v1.2.0
RISK-0006224,LG-000491,2021-11-22,0.66,66,HIGH,192,Survey,v1.2.0
RISK-0006225,LG-000491,2021-12-22,0.62,62,HIGH,251,Survey,v1.2.0
RISK-0006226,LG-000491,2022-01-21,0.63,63,HIGH,207,Survey,v1.2.0
RISK-0006227,LG-000491,2022-02-20,0.66,66,HIGH,277,Survey,v1.2.0
RISK-0006228,LG-000491,2022-03-22,0.7,70,HIGH,256,Survey,v1.2.0
RISK-0006229,LG-000491,2022-04-21,0.7,70,HIGH,139,Survey,v1.2.0
RISK-0006230,LG-000491,2022-05-21,0.69,69,HIGH,152,Survey,v1.2.0
RISK-0006231,LG-000491,2022-06-20,0.66,66,HIGH,245,Survey,v1.2.0
RISK-0006232,LG-000491,2022-07-20,0.73,73,HIGH,246,Survey,v1.2.0
RISK-0006233,LG-000491,2022-08-19,0.68,68,HIGH,259,Survey,v1.2.0
RISK-0006234,LG-000492,2022-08-05,0.2,20,LOW,30,Final Handover,v1.2.0
RISK-0006235,LG-000492,2022-09-04,0.12,12,LOW,1,Final Handover,v1.2.0
RISK-0006236,LG-000492,2022-10-04,0.15,15,LOW,20,Final Handover,v1.2.0
RISK-0006237,LG-000492,2022-11-03,0.2,20,LOW,28,Final Handover,v1.2.0
RISK-0006238,LG-000492,2022-12-03,0.13,13,LOW,9,Final Handover,v1.2.0
RISK-0006239,LG-000492,2023-01-02,0.22,22,LOW,10,Final Handover,v1.2.0
RISK-0006240,LG-000492,2023-02-01,0.08,8,LOW,1,Final Handover,v1.2.0
RISK-0006241,LG-000493,2018-05-19,0.41,41,MEDIUM,73,Documentation,v1.2.0
RISK-0006242,LG-000493,2018-06-18,0.39,39,MEDIUM,83,Documentation,v1.2.0
RISK-0006243,LG-000493,2018-07-18,0.36,36,MEDIUM,44,Documentation,v1.2.0
RISK-0006244,LG-000493,2018-08-17,0.38,38,MEDIUM,61,Documentation,v1.2.0
RISK-0006245,LG-000493,2018-09-16,0.34,34,MEDIUM,49,Documentation,v1.2.0
RISK-0006246,LG-000493,2018-10-16,0.4,40,MEDIUM,90,Documentation,v1.2.0
RISK-0006247,LG-000493,2018-11-15,0.42,42,MEDIUM,96,Documentation,v1.2.0
RISK-0006248,LG-000493,2018-12-15,0.45,45,MEDIUM,85,Documentation,v1.2.0
RISK-0006249,LG-000493,2019-01-14,0.31,31,MEDIUM,53,Documentation,v1.2.0
RISK-0006250,LG-000493,2019-02-13,0.34,34,MEDIUM,53,Documentation,v1.2.0
RISK-0006251,LG-000493,2019-03-15,0.33,33,MEDIUM,65,Documentation,v1.2.0
RISK-0006252,LG-000493,2019-04-14,0.32,32,MEDIUM,87,Documentation,v1.2.0
RISK-0006253,LG-000493,2019-05-14,0.44,44,MEDIUM,66,Documentation,v1.2.0
RISK-0006254,LG-000493,2019-06-13,0.33,33,MEDIUM,85,Documentation,v1.2.0
RISK-0006255,LG-000493,2019-07-13,0.31,31,MEDIUM,47,Documentation,v1.2.0
RISK-0006256,LG-000493,2019-08-12,0.31,31,MEDIUM,79,Documentation,v1.2.0
RISK-0006257,LG-000493,2019-09-11,0.38,38,MEDIUM,56,Documentation,v1.2.0
RISK-0006258,LG-000494,2022-03-27,0.36,36,MEDIUM,110,R&R,v1.2.0
RISK-0006259,LG-000494,2022-04-26,0.41,41,MEDIUM,63,R&R,v1.2.0
RISK-0006260,LG-000494,2022-05-26,0.37,37,MEDIUM,52,R&R,v1.2.0
RISK-0006261,LG-000494,2022-06-25,0.42,42,MEDIUM,86,R&R,v1.2.0
RISK-0006262,LG-000494,2022-07-25,0.31,31,MEDIUM,95,R&R,v1.2.0
RISK-0006263,LG-000495,2020-06-04,0.23,23,LOW,6,R&R,v1.2.0
RISK-0006264,LG-000495,2020-07-04,0.18,18,LOW,8,R&R,v1.2.0
RISK-0006265,LG-000495,2020-08-03,0.18,18,LOW,9,R&R,v1.2.0
RISK-0006266,LG-000495,2020-09-02,0.09,9,LOW,12,R&R,v1.2.0
RISK-0006267,LG-000495,2020-10-02,0.14,14,LOW,26,R&R,v1.2.0
RISK-0006268,LG-000495,2020-11-01,0.11,11,LOW,6,R&R,v1.2.0
RISK-0006269,LG-000495,2020-12-01,0.12,12,LOW,8,R&R,v1.2.0
RISK-0006270,LG-000495,2020-12-31,0.22,22,LOW,25,R&R,v1.2.0
RISK-0006271,LG-000495,2021-01-30,0.19,19,LOW,9,R&R,v1.2.0
RISK-0006272,LG-000495,2021-03-01,0.15,15,LOW,10,R&R,v1.2.0
RISK-0006273,LG-000495,2021-03-31,0.17,17,LOW,16,R&R,v1.2.0
RISK-0006274,LG-000495,2021-04-30,0.09,9,LOW,14,R&R,v1.2.0
RISK-0006275,LG-000495,2021-05-30,0.2,20,LOW,27,R&R,v1.2.0
RISK-0006276,LG-000496,2020-03-07,0.62,62,HIGH,239,Legal Resolution,v1.2.0
RISK-0006277,LG-000496,2020-04-06,0.61,61,HIGH,214,Legal Resolution,v1.2.0
RISK-0006278,LG-000496,2020-05-06,0.61,61,HIGH,173,Legal Resolution,v1.2.0
RISK-0006279,LG-000496,2020-06-05,0.61,61,HIGH,233,Legal Resolution,v1.2.0
RISK-0006280,LG-000496,2020-07-05,0.63,63,HIGH,270,Legal Resolution,v1.2.0
RISK-0006281,LG-000496,2020-08-04,0.68,68,HIGH,162,Legal Resolution,v1.2.0
RISK-0006282,LG-000496,2020-09-03,0.68,68,HIGH,239,Legal Resolution,v1.2.0
RISK-0006283,LG-000496,2020-10-03,0.69,69,HIGH,233,Legal Resolution,v1.2.0
RISK-0006284,LG-000496,2020-11-02,0.69,69,HIGH,204,Legal Resolution,v1.2.0
RISK-0006285,LG-000496,2020-12-02,0.69,69,HIGH,122,Legal Resolution,v1.2.0
RISK-0006286,LG-000496,2021-01-01,0.7,70,HIGH,139,Legal Resolution,v1.2.0
RISK-0006287,LG-000496,2021-01-31,0.7,70,HIGH,136,Legal Resolution,v1.2.0
RISK-0006288,LG-000496,2021-03-02,0.71,71,HIGH,146,Legal Resolution,v1.2.0
RISK-0006289,LG-000496,2021-04-01,0.7,70,HIGH,262,Legal Resolution,v1.2.0
RISK-0006290,LG-000497,2023-05-17,0.11,11,LOW,9,Land Identification,v1.2.0
RISK-0006291,LG-000497,2023-06-16,0.13,13,LOW,15,Land Identification,v1.2.0
RISK-0006292,LG-000497,2023-07-16,0.07,7,LOW,8,Land Identification,v1.2.0
RISK-0006293,LG-000497,2023-08-15,0.12,12,LOW,12,Land Identification,v1.2.0
RISK-0006294,LG-000497,2023-09-14,0.14,14,LOW,7,Land Identification,v1.2.0
RISK-0006295,LG-000497,2023-10-14,0.21,21,LOW,27,Land Identification,v1.2.0
RISK-0006296,LG-000497,2023-11-13,0.1,10,LOW,22,Land Identification,v1.2.0
RISK-0006297,LG-000497,2023-12-13,0.13,13,LOW,28,Land Identification,v1.2.0
RISK-0006298,LG-000497,2024-01-12,0.15,15,LOW,10,Land Identification,v1.2.0
RISK-0006299,LG-000497,2024-02-11,0.08,8,LOW,3,Land Identification,v1.2.0
RISK-0006300,LG-000497,2024-03-12,0.11,11,LOW,15,Land Identification,v1.2.0
RISK-0006301,LG-000498,2023-01-26,0.09,9,LOW,0,Approval,v1.2.0
RISK-0006302,LG-000498,2023-02-25,0.18,18,LOW,10,Approval,v1.2.0
RISK-0006303,LG-000498,2023-03-27,0.16,16,LOW,30,Approval,v1.2.0
RISK-0006304,LG-000498,2023-04-26,0.08,8,LOW,17,Approval,v1.2.0
RISK-0006305,LG-000498,2023-05-26,0.21,21,LOW,28,Approval,v1.2.0
RISK-0006306,LG-000498,2023-06-25,0.2,20,LOW,24,Approval,v1.2.0
RISK-0006307,LG-000498,2023-07-25,0.22,22,LOW,29,Approval,v1.2.0
RISK-0006308,LG-000498,2023-08-24,0.15,15,LOW,22,Approval,v1.2.0
RISK-0006309,LG-000498,2023-09-23,0.18,18,LOW,18,Approval,v1.2.0
RISK-0006310,LG-000498,2023-10-23,0.07,7,LOW,5,Approval,v1.2.0
RISK-0006311,LG-000498,2023-11-22,0.21,21,LOW,1,Approval,v1.2.0
RISK-0006312,LG-000498,2023-12-22,0.11,11,LOW,9,Approval,v1.2.0
RISK-0006313,LG-000498,2024-01-21,0.18,18,LOW,12,Approval,v1.2.0
RISK-0006314,LG-000498,2024-02-20,0.11,11,LOW,4,Approval,v1.2.0
RISK-0006315,LG-000499,2021-02-11,0.23,23,LOW,14,Possession,v1.2.0
RISK-0006316,LG-000499,2021-03-13,0.07,7,LOW,18,Possession,v1.2.0
RISK-0006317,LG-000499,2021-04-12,0.1,10,LOW,0,Possession,v1.2.0
RISK-0006318,LG-000499,2021-05-12,0.11,11,LOW,19,Possession,v1.2.0
RISK-0006319,LG-000499,2021-06-11,0.21,21,LOW,27,Possession,v1.2.0
RISK-0006320,LG-000499,2021-07-11,0.1,10,LOW,4,Possession,v1.2.0
RISK-0006321,LG-000499,2021-08-10,0.23,23,LOW,22,Possession,v1.2.0
RISK-0006322,LG-000499,2021-09-09,0.07,7,LOW,19,Possession,v1.2.0
RISK-0006323,LG-000499,2021-10-09,0.15,15,LOW,11,Possession,v1.2.0
RISK-0006324,LG-000499,2021-11-08,0.18,18,LOW,2,Possession,v1.2.0
RISK-0006325,LG-000499,2021-12-08,0.22,22,LOW,5,Possession,v1.2.0
RISK-0006326,LG-000499,2022-01-07,0.14,14,LOW,11,Possession,v1.2.0
RISK-0006327,LG-000499,2022-02-06,0.14,14,LOW,21,Possession,v1.2.0
RISK-0006328,LG-000499,2022-03-08,0.22,22,LOW,22,Possession,v1.2.0
RISK-0006329,LG-000499,2022-04-07,0.07,7,LOW,19,Possession,v1.2.0
RISK-0006330,LG-000500,2022-05-22,0.61,61,HIGH,264,Documentation,v1.2.0
RISK-0006331,LG-000500,2022-06-21,0.61,61,HIGH,200,Documentation,v1.2.0
RISK-0006332,LG-000500,2022-07-21,0.61,61,HIGH,167,Documentation,v1.2.0
RISK-0006333,LG-000500,2022-08-20,0.64,64,HIGH,254,Documentation,v1.2.0
RISK-0006334,LG-000500,2022-09-19,0.66,66,HIGH,216,Documentation,v1.2.0
RISK-0006335,LG-000500,2022-10-19,0.64,64,HIGH,253,Documentation,v1.2.0
RISK-0006336,LG-000500,2022-11-18,0.65,65,HIGH,229,Documentation,v1.2.0
RISK-0006337,LG-000500,2022-12-18,0.66,66,HIGH,217,Documentation,v1.2.0
RISK-0006338,LG-000500,2023-01-17,0.68,68,HIGH,234,Documentation,v1.2.0
RISK-0006339,LG-000500,2023-02-16,0.69,69,HIGH,244,Documentation,v1.2.0
RISK-0006340,LG-000500,2023-03-18,0.68,68,HIGH,265,Documentation,v1.2.0
RISK-0006341,LG-000500,2023-04-17,0.69,69,HIGH,205,Documentation,v1.2.0
RISK-0006342,LG-000500,2023-05-17,0.69,69,HIGH,237,Documentation,v1.2.0
RISK-0006343,LG-000500,2023-06-16,0.71,71,HIGH,211,Documentation,v1.2.0
RISK-0006344,LG-000500,2023-07-16,0.71,71,HIGH,254,Documentation,v1.2.0
RISK-0006345,LG-000500,2023-08-15,0.7,70,HIGH,204,Documentation,v1.2.0
RISK-0006346,LG-000500,2023-09-14,0.7,70,HIGH,267,Documentation,v1.2.0
RISK-0006347,LG-000501,2020-04-12,0.12,12,LOW,16,R&R,v1.2.0
RISK-0006348,LG-000501,2020-05-12,0.23,23,LOW,1,R&R,v1.2.0
RISK-0006349,LG-000501,2020-06-11,0.13,13,LOW,6,R&R,v1.2.0
RISK-0006350,LG-000501,2020-07-11,0.15,15,LOW,10,R&R,v1.2.0
RISK-0006351,LG-000501,2020-08-10,0.16,16,LOW,24,R&R,v1.2.0
RISK-0006352,LG-000501,2020-09-09,0.1,10,LOW,13,R&R,v1.2.0
RISK-0006353,LG-000502,2018-02-07,0.84,84,CRITICAL,464,Compensation,v1.2.0
RISK-0006354,LG-000502,2018-03-09,0.81,81,CRITICAL,293,Compensation,v1.2.0
RISK-0006355,LG-000502,2018-04-08,0.82,82,CRITICAL,440,Compensation,v1.2.0
RISK-0006356,LG-000502,2018-05-08,0.86,86,CRITICAL,260,Compensation,v1.2.0
RISK-0006357,LG-000502,2018-06-07,0.89,89,CRITICAL,517,Compensation,v1.2.0
RISK-0006358,LG-000502,2018-07-07,0.85,85,CRITICAL,520,Compensation,v1.2.0
RISK-0006359,LG-000502,2018-08-06,0.85,85,CRITICAL,267,Compensation,v1.2.0
RISK-0006360,LG-000503,2023-12-24,0.43,43,MEDIUM,40,Land Identification,v1.2.0
RISK-0006361,LG-000503,2024-01-23,0.37,37,MEDIUM,108,Land Identification,v1.2.0
RISK-0006362,LG-000503,2024-02-22,0.43,43,MEDIUM,88,Land Identification,v1.2.0
RISK-0006363,LG-000503,2024-03-23,0.31,31,MEDIUM,76,Land Identification,v1.2.0
RISK-0006364,LG-000503,2024-04-22,0.4,40,MEDIUM,75,Land Identification,v1.2.0
RISK-0006365,LG-000503,2024-05-22,0.34,34,MEDIUM,105,Land Identification,v1.2.0
RISK-0006366,LG-000503,2024-06-21,0.42,42,MEDIUM,75,Land Identification,v1.2.0
RISK-0006367,LG-000503,2024-07-21,0.31,31,MEDIUM,72,Land Identification,v1.2.0
RISK-0006368,LG-000503,2024-08-20,0.36,36,MEDIUM,48,Land Identification,v1.2.0
RISK-0006369,LG-000503,2024-09-19,0.44,44,MEDIUM,105,Land Identification,v1.2.0
RISK-0006370,LG-000503,2024-10-19,0.31,31,MEDIUM,57,Land Identification,v1.2.0
RISK-0006371,LG-000503,2024-11-18,0.31,31,MEDIUM,70,Land Identification,v1.2.0
RISK-0006372,LG-000503,2024-12-18,0.38,38,MEDIUM,104,Land Identification,v1.2.0
RISK-0006373,LG-000503,2025-01-17,0.45,45,MEDIUM,76,Land Identification,v1.2.0
RISK-0006374,LG-000503,2025-02-16,0.42,42,MEDIUM,47,Land Identification,v1.2.0
RISK-0006375,LG-000503,2025-03-18,0.41,41,MEDIUM,91,Land Identification,v1.2.0
RISK-0006376,LG-000503,2025-04-17,0.45,45,MEDIUM,67,Land Identification,v1.2.0
RISK-0006377,LG-000503,2025-05-17,0.44,44,MEDIUM,62,Land Identification,v1.2.0
RISK-0006378,LG-000503,2025-06-16,0.44,44,MEDIUM,82,Land Identification,v1.2.0
RISK-0006379,LG-000504,2018-11-27,0.64,64,HIGH,221,Approval,v1.2.0
RISK-0006380,LG-000504,2018-12-27,0.62,62,HIGH,205,Approval,v1.2.0
RISK-0006381,LG-000504,2019-01-26,0.64,64,HIGH,152,Approval,v1.2.0
RISK-0006382,LG-000504,2019-02-25,0.64,64,HIGH,273,Approval,v1.2.0
RISK-0006383,LG-000504,2019-03-27,0.66,66,HIGH,140,Approval,v1.2.0
RISK-0006384,LG-000504,2019-04-26,0.66,66,HIGH,194,Approval,v1.2.0
RISK-0006385,LG-000504,2019-05-26,0.63,63,HIGH,167,Approval,v1.2.0
RISK-0006386,LG-000505,2019-11-16,0.84,84,CRITICAL,387,Legal Resolution,v1.2.0
RISK-0006387,LG-000505,2019-12-16,0.83,83,CRITICAL,302,Legal Resolution,v1.2.0
RISK-0006388,LG-000505,2020-01-15,0.87,87,CRITICAL,264,Legal Resolution,v1.2.0
RISK-0006389,LG-000505,2020-02-14,0.87,87,CRITICAL,392,Legal Resolution,v1.2.0
RISK-0006390,LG-000505,2020-03-15,0.84,84,CRITICAL,384,Legal Resolution,v1.2.0
RISK-0006391,LG-000505,2020-04-14,0.86,86,CRITICAL,300,Legal Resolution,v1.2.0
RISK-0006392,LG-000505,2020-05-14,0.9,90,CRITICAL,568,Legal Resolution,v1.2.0
RISK-0006393,LG-000505,2020-06-13,0.92,92,CRITICAL,576,Legal Resolution,v1.2.0
RISK-0006394,LG-000505,2020-07-13,0.92,92,CRITICAL,446,Legal Resolution,v1.2.0
RISK-0006395,LG-000505,2020-08-12,0.91,91,CRITICAL,536,Legal Resolution,v1.2.0
RISK-0006396,LG-000505,2020-09-11,0.9,90,CRITICAL,367,Legal Resolution,v1.2.0
RISK-0006397,LG-000505,2020-10-11,0.91,91,CRITICAL,473,Legal Resolution,v1.2.0
RISK-0006398,LG-000506,2024-06-04,0.82,82,CRITICAL,499,Documentation,v1.2.0
RISK-0006399,LG-000506,2024-07-04,0.84,84,CRITICAL,394,Documentation,v1.2.0
RISK-0006400,LG-000506,2024-08-03,0.83,83,CRITICAL,367,Documentation,v1.2.0
RISK-0006401,LG-000506,2024-09-02,0.87,87,CRITICAL,295,Documentation,v1.2.0
RISK-0006402,LG-000506,2024-10-02,0.89,89,CRITICAL,440,Documentation,v1.2.0
RISK-0006403,LG-000506,2024-11-01,0.88,88,CRITICAL,540,Documentation,v1.2.0
RISK-0006404,LG-000506,2024-12-01,0.87,87,CRITICAL,576,Documentation,v1.2.0
RISK-0006405,LG-000506,2024-12-31,0.9,90,CRITICAL,560,Documentation,v1.2.0
RISK-0006406,LG-000506,2025-01-30,0.93,93,CRITICAL,425,Documentation,v1.2.0
RISK-0006407,LG-000506,2025-03-01,0.93,93,CRITICAL,487,Documentation,v1.2.0
RISK-0006408,LG-000506,2025-03-31,0.91,91,CRITICAL,516,Documentation,v1.2.0
RISK-0006409,LG-000506,2025-04-30,0.9,90,CRITICAL,313,Documentation,v1.2.0
RISK-0006410,LG-000506,2025-05-30,0.91,91,CRITICAL,348,Documentation,v1.2.0
RISK-0006411,LG-000506,2025-06-29,0.95,95,CRITICAL,337,Documentation,v1.2.0
RISK-0006412,LG-000506,2025-07-29,0.93,93,CRITICAL,266,Documentation,v1.2.0
RISK-0006413,LG-000506,2025-08-28,0.95,95,CRITICAL,460,Documentation,v1.2.0
RISK-0006414,LG-000506,2025-09-27,0.97,97,CRITICAL,263,Documentation,v1.2.0
RISK-0006415,LG-000506,2025-10-27,1.0,100,CRITICAL,485,Documentation,v1.2.0
RISK-0006416,LG-000507,2023-05-19,0.83,83,CRITICAL,485,Compensation,v1.2.0
RISK-0006417,LG-000507,2023-06-18,0.86,86,CRITICAL,283,Compensation,v1.2.0
RISK-0006418,LG-000507,2023-07-18,0.84,84,CRITICAL,452,Compensation,v1.2.0
RISK-0006419,LG-000507,2023-08-17,0.84,84,CRITICAL,484,Compensation,v1.2.0
RISK-0006420,LG-000507,2023-09-16,0.84,84,CRITICAL,425,Compensation,v1.2.0
RISK-0006421,LG-000507,2023-10-16,0.84,84,CRITICAL,340,Compensation,v1.2.0
RISK-0006422,LG-000507,2023-11-15,0.86,86,CRITICAL,480,Compensation,v1.2.0
RISK-0006423,LG-000507,2023-12-15,0.87,87,CRITICAL,356,Compensation,v1.2.0
RISK-0006424,LG-000507,2024-01-14,0.87,87,CRITICAL,521,Compensation,v1.2.0
RISK-0006425,LG-000507,2024-02-13,0.94,94,CRITICAL,393,Compensation,v1.2.0
RISK-0006426,LG-000507,2024-03-14,0.89,89,CRITICAL,413,Compensation,v1.2.0
RISK-0006427,LG-000507,2024-04-13,0.9,90,CRITICAL,254,Compensation,v1.2.0
RISK-0006428,LG-000508,2023-04-23,0.09,9,LOW,21,Possession,v1.2.0
RISK-0006429,LG-000508,2023-05-23,0.18,18,LOW,15,Possession,v1.2.0
RISK-0006430,LG-000508,2023-06-22,0.23,23,LOW,0,Possession,v1.2.0
RISK-0006431,LG-000508,2023-07-22,0.1,10,LOW,17,Possession,v1.2.0
RISK-0006432,LG-000508,2023-08-21,0.13,13,LOW,8,Possession,v1.2.0
RISK-0006433,LG-000508,2023-09-20,0.21,21,LOW,12,Possession,v1.2.0
RISK-0006434,LG-000508,2023-10-20,0.19,19,LOW,14,Possession,v1.2.0
RISK-0006435,LG-000508,2023-11-19,0.15,15,LOW,1,Possession,v1.2.0
RISK-0006436,LG-000508,2023-12-19,0.21,21,LOW,14,Possession,v1.2.0
RISK-0006437,LG-000508,2024-01-18,0.23,23,LOW,2,Possession,v1.2.0
RISK-0006438,LG-000508,2024-02-17,0.09,9,LOW,3,Possession,v1.2.0
RISK-0006439,LG-000508,2024-03-18,0.07,7,LOW,14,Possession,v1.2.0
RISK-0006440,LG-000508,2024-04-17,0.12,12,LOW,13,Possession,v1.2.0
RISK-0006441,LG-000508,2024-05-17,0.13,13,LOW,5,Possession,v1.2.0
RISK-0006442,LG-000508,2024-06-16,0.12,12,LOW,11,Possession,v1.2.0
RISK-0006443,LG-000508,2024-07-16,0.15,15,LOW,26,Possession,v1.2.0
