stakeholder_id,project_id,stakeholder_type,stakeholder_name,engagement_level,sentiment,requests_received,requests_resolved,pending_requests,response_time_days
STK-0003532,LG-000640,Contractor,Stakeholder Group 3 (Balrampur),High,Positive,7,5,2,19
STK-0003533,LG-000641,Village Administration,Stakeholder Group 1 (Banda),Low,Negative,9,3,6,88
STK-0003534,LG-000641,Contractor,Stakeholder Group 2 (Banda),Low,Negative,46,18,28,90
STK-0003535,LG-000641,Landowner,Stakeholder Group 3 (Banda),Low,Negative,9,3,6,86
STK-0003536,LG-000641,Landowner,Stakeholder Group 4 (Banda),Low,Negative,14,5,9,49
STK-0003537,LG-000641,Landowner,Stakeholder Group 5 (Banda),Low,Negative,30,12,18,44
STK-0003538,LG-000641,Local Authority,Stakeholder Group 6 (Banda),Low,Negative,15,6,9,63
STK-0003539,LG-000641,District Administration,Stakeholder Group 7 (Banda),Low,Negative,5,2,3,40
STK-0003540,LG-000641,Landowner,Stakeholder Group 8 (Banda),Low,Negative,45,18,27,74
STK-0003541,LG-000642,Village Administration,Stakeholder Group 1 (Barabanki),High,Positive,17,14,3,19
STK-0003542,LG-000642,District Administration,Stakeholder Group 2 (Barabanki),High,Positive,37,31,6,18
STK-0003543,LG-000642,Village Administration,Stakeholder Group 3 (Barabanki),High,Positive,21,17,4,22
STK-0003544,LG-000642,Landowner,Stakeholder Group 4 (Barabanki),High,Positive,6,5,1,11
STK-0003545,LG-000642,Contractor,Stakeholder Group 5 (Barabanki),High,Positive,35,29,6,9
STK-0003546,LG-000642,Local Authority,Stakeholder Group 6 (Barabanki),High,Positive,37,31,6,22
STK-0003547,LG-000642,District Administration,Stakeholder Group 7 (Barabanki),High,Positive,28,23,5,22
STK-0003548,LG-000643,Contractor,Stakeholder Group 1 (Bareilly),Low,Negative,21,8,13,45
STK-0003549,LG-000643,Landowner,Stakeholder Group 2 (Bareilly),Low,Negative,42,16,26,73
STK-0003550,LG-000643,Local Authority,Stakeholder Group 3 (Bareilly),Low,Negative,7,2,5,72
STK-0003551,LG-000644,Local Authority,Stakeholder Group 1 (Basti),High,Positive,32,27,5,23
STK-0003552,LG-000644,Landowner,Stakeholder Group 2 (Basti),High,Positive,7,5,2,19
STK-0003553,LG-000644,Village Administration,Stakeholder Group 3 (Basti),High,Positive,50,42,8,16
STK-0003554,LG-000644,Village Administration,Stakeholder Group 4 (Basti),High,Positive,12,10,2,8
STK-0003555,LG-000644,Local Authority,Stakeholder Group 5 (Basti),High,Positive,15,12,3,7
STK-0003556,LG-000644,Landowner,Stakeholder Group 6 (Basti),High,Positive,32,27,5,18
STK-0003557,LG-000645,District Administration,Stakeholder Group 1 (Bhadohi),Low,Negative,35,14,21,54
STK-0003558,LG-000645,Landowner,Stakeholder Group 2 (Bhadohi),Low,Negative,9,3,6,34
STK-0003559,LG-000645,Local Authority,Stakeholder Group 3 (Bhadohi),Low,Negative,5,2,3,46
STK-0003560,LG-000645,District Administration,Stakeholder Group 4 (Bhadohi),Low,Negative,35,14,21,76
STK-0003561,LG-000645,Local Authority,Stakeholder Group 5 (Bhadohi),Low,Negative,8,3,5,50
STK-0003562,LG-000645,Landowner,Stakeholder Group 6 (Bhadohi),Low,Negative,28,11,17,78
STK-0003563,LG-000645,Local Authority,Stakeholder Group 7 (Bhadohi),Low,Negative,28,11,17,86
STK-0003564,LG-000646,District Administration,Stakeholder Group 1 (Bijnor),Low,Negative,26,10,16,60
STK-0003565,LG-000646,District Administration,Stakeholder Group 2 (Bijnor),Low,Negative,21,8,13,84
STK-0003566,LG-000646,Village Administration,Stakeholder Group 3 (Bijnor),Low,Negative,21,8,13,67
STK-0003567,LG-000646,Contractor,Stakeholder Group 4 (Bijnor),Low,Negative,13,5,8,73
STK-0003568,LG-000647,District Administration,Stakeholder Group 1 (Budaun),High,Positive,27,22,5,14
STK-0003569,LG-000647,District Administration,Stakeholder Group 2 (Budaun),High,Positive,35,29,6,6
STK-0003570,LG-000647,Village Administration,Stakeholder Group 3 (Budaun),High,Positive,32,27,5,6
STK-0003571,LG-000648,Contractor,Stakeholder Group 1 (Bulandshahr),High,Positive,9,7,2,5
STK-0003572,LG-000648,Village Administration,Stakeholder Group 2 (Bulandshahr),High,Positive,5,4,1,13
STK-0003573,LG-000648,Contractor,Stakeholder Group 3 (Bulandshahr),High,Positive,27,22,5,6
STK-0003574,LG-000649,Village Administration,Stakeholder Group 1 (Chandauli),Low,Negative,11,4,7,62
STK-0003575,LG-000649,Contractor,Stakeholder Group 2 (Chandauli),Low,Negative,13,5,8,42
STK-0003576,LG-000649,Village Administration,Stakeholder Group 3 (Chandauli),Low,Negative,13,5,8,56
STK-0003577,LG-000649,District Administration,Stakeholder Group 4 (Chandauli),Low,Negative,28,11,17,53
STK-0003578,LG-000650,Contractor,Stakeholder Group 1 (Chitrakoot),Low,Negative,14,5,9,60
STK-0003579,LG-000650,Contractor,Stakeholder Group 2 (Chitrakoot),Low,Negative,44,17,27,85
STK-0003580,LG-000650,Contractor,Stakeholder Group 3 (Chitrakoot),Low,Negative,21,8,13,46
STK-0003581,LG-000650,Local Authority,Stakeholder Group 4 (Chitrakoot),Low,Negative,29,11,18,81
STK-0003582,LG-000650,Village Administration,Stakeholder Group 5 (Chitrakoot),Low,Negative,36,14,22,51
STK-0003583,LG-000650,Village Administration,Stakeholder Group 6 (Chitrakoot),Low,Negative,27,10,17,73
STK-0003584,LG-000650,Landowner,Stakeholder Group 7 (Chitrakoot),Low,Negative,15,6,9,35
STK-0003585,LG-000650,District Administration,Stakeholder Group 8 (Chitrakoot),Low,Negative,18,7,11,32
STK-0003586,LG-000651,Village Administration,Stakeholder Group 1 (Deoria),Low,Negative,20,8,12,33
STK-0003587,LG-000651,Contractor,Stakeholder Group 2 (Deoria),Low,Negative,40,16,24,64
STK-0003588,LG-000651,Local Authority,Stakeholder Group 3 (Deoria),Low,Negative,6,2,4,34
STK-0003589,LG-000652,Landowner,Stakeholder Group 1 (Etah),High,Positive,13,11,2,22
STK-0003590,LG-000652,District Administration,Stakeholder Group 2 (Etah),High,Positive,13,11,2,15
STK-0003591,LG-000652,Landowner,Stakeholder Group 3 (Etah),High,Positive,22,18,4,6
STK-0003592,LG-000652,Village Administration,Stakeholder Group 4 (Etah),High,Positive,24,20,4,9
STK-0003593,LG-000652,Contractor,Stakeholder Group 5 (Etah),High,Positive,24,20,4,5
STK-0003594,LG-000653,Landowner,Stakeholder Group 1 (Etawah),Low,Negative,7,2,5,48
STK-0003595,LG-000653,Landowner,Stakeholder Group 2 (Etawah),Low,Negative,11,4,7,54
STK-0003596,LG-000653,Village Administration,Stakeholder Group 3 (Etawah),Low,Negative,49,19,30,56
STK-0003597,LG-000653,Village Administration,Stakeholder Group 4 (Etawah),Low,Negative,27,10,17,31
STK-0003598,LG-000654,District Administration,Stakeholder Group 1 (Farrukhabad),Low,Negative,46,18,28,33
STK-0003599,LG-000654,Village Administration,Stakeholder Group 2 (Farrukhabad),Low,Negative,5,2,3,42
STK-0003600,LG-000654,Landowner,Stakeholder Group 3 (Farrukhabad),Low,Negative,37,14,23,80
STK-0003601,LG-000654,Contractor,Stakeholder Group 4 (Farrukhabad),Low,Negative,17,6,11,87
STK-0003602,LG-000654,Local Authority,Stakeholder Group 5 (Farrukhabad),Low,Negative,13,5,8,52
STK-0003603,LG-000655,Contractor,Stakeholder Group 1 (Fatehpur),High,Positive,48,40,8,23
STK-0003604,LG-000655,Local Authority,Stakeholder Group 2 (Fatehpur),High,Positive,40,34,6,5
STK-0003605,LG-000655,Contractor,Stakeholder Group 3 (Fatehpur),High,Positive,17,14,3,6
STK-0003606,LG-000655,Landowner,Stakeholder Group 4 (Fatehpur),High,Positive,30,25,5,23
STK-0003607,LG-000655,District Administration,Stakeholder Group 5 (Fatehpur),High,Positive,32,27,5,16
STK-0003608,LG-000655,Local Authority,Stakeholder Group 6 (Fatehpur),High,Positive,26,22,4,24
STK-0003609,LG-000655,Local Authority,Stakeholder Group 7 (Fatehpur),High,Positive,47,39,8,23
STK-0003610,LG-000655,Village Administration,Stakeholder Group 8 (Fatehpur),High,Positive,30,25,5,24
STK-0003611,LG-000656,Contractor,Stakeholder Group 1 (Firozabad),High,Positive,46,39,7,19
STK-0003612,LG-000656,District Administration,Stakeholder Group 2 (Firozabad),High,Positive,37,31,6,8
STK-0003613,LG-000656,Local Authority,Stakeholder Group 3 (Firozabad),High,Positive,28,23,5,15
STK-0003614,LG-000656,Village Administration,Stakeholder Group 4 (Firozabad),High,Positive,25,21,4,23
STK-0003615,LG-000656,Village Administration,Stakeholder Group 5 (Firozabad),High,Positive,26,22,4,16
STK-0003616,LG-000656,Landowner,Stakeholder Group 6 (Firozabad),High,Positive,26,22,4,19
STK-0003617,LG-000656,District Administration,Stakeholder Group 7 (Firozabad),High,Positive,27,22,5,25
STK-0003618,LG-000657,Local Authority,Stakeholder Group 1 (Gautam Buddha Nagar),High,Positive,42,35,7,8
STK-0003619,LG-000657,Local Authority,Stakeholder Group 2 (Gautam Buddha Nagar),High,Positive,46,39,7,24
STK-0003620,LG-000657,Local Authority,Stakeholder Group 3 (Gautam Buddha Nagar),High,Positive,44,37,7,18
STK-0003621,LG-000657,Village Administration,Stakeholder Group 4 (Gautam Buddha Nagar),High,Positive,33,28,5,12
STK-0003622,LG-000657,District Administration,Stakeholder Group 5 (Gautam Buddha Nagar),High,Positive,26,22,4,6
STK-0003623,LG-000657,Local Authority,Stakeholder Group 6 (Gautam Buddha Nagar),High,Positive,16,13,3,15
STK-0003624,LG-000658,Local Authority,Stakeholder Group 1 (Ghaziabad),High,Positive,48,40,8,13
STK-0003625,LG-000658,Landowner,Stakeholder Group 2 (Ghaziabad),High,Positive,32,27,5,23
STK-0003626,LG-000658,Local Authority,Stakeholder Group 3 (Ghaziabad),High,Positive,8,6,2,9
STK-0003627,LG-000659,Contractor,Stakeholder Group 1 (Ghazipur),High,Positive,30,25,5,10
STK-0003628,LG-000659,Landowner,Stakeholder Group 2 (Ghazipur),High,Positive,41,34,7,14
STK-0003629,LG-000659,Contractor,Stakeholder Group 3 (Ghazipur),High,Positive,46,39,7,21
STK-0003630,LG-000659,Local Authority,Stakeholder Group 4 (Ghazipur),High,Positive,34,28,6,23
STK-0003631,LG-000659,Local Authority,Stakeholder Group 5 (Ghazipur),High,Positive,8,6,2,25
STK-0003632,LG-000660,Landowner,Stakeholder Group 1 (Gonda),Low,Negative,19,7,12,75
STK-0003633,LG-000660,District Administration,Stakeholder Group 2 (Gonda),Low,Negative,30,12,18,57
STK-0003634,LG-000660,Landowner,Stakeholder Group 3 (Gonda),Low,Negative,48,19,29,32
STK-0003635,LG-000660,Landowner,Stakeholder Group 4 (Gonda),Low,Negative,32,12,20,47
STK-0003636,LG-000660,Contractor,Stakeholder Group 5 (Gonda),Low,Negative,30,12,18,41
STK-0003637,LG-000660,Landowner,Stakeholder Group 6 (Gonda),Low,Negative,11,4,7,30
STK-0003638,LG-000660,Local Authority,Stakeholder Group 7 (Gonda),Low,Negative,42,16,26,80
STK-0003639,LG-000660,Contractor,Stakeholder Group 8 (Gonda),Low,Negative,35,14,21,42
STK-0003640,LG-000661,District Administration,Stakeholder Group 1 (Gorakhpur),High,Positive,38,32,6,12
STK-0003641,LG-000661,Local Authority,Stakeholder Group 2 (Gorakhpur),High,Positive,35,29,6,14
STK-0003642,LG-000661,Contractor,Stakeholder Group 3 (Gorakhpur),High,Positive,18,15,3,12
STK-0003643,LG-000661,Landowner,Stakeholder Group 4 (Gorakhpur),High,Positive,11,9,2,5
STK-0003644,LG-000662,Village Administration,Stakeholder Group 1 (Hamirpur),Low,Negative,35,14,21,32
STK-0003645,LG-000662,Contractor,Stakeholder Group 2 (Hamirpur),Low,Negative,48,19,29,37
STK-0003646,LG-000662,District Administration,Stakeholder Group 3 (Hamirpur),Low,Negative,45,18,27,40
STK-0003647,LG-000663,Landowner,Stakeholder Group 1 (Hapur),Low,Negative,25,10,15,59
STK-0003648,LG-000663,Contractor,Stakeholder Group 2 (Hapur),Low,Negative,5,2,3,41
STK-0003649,LG-000663,Local Authority,Stakeholder Group 3 (Hapur),Low,Negative,47,18,29,70
STK-0003650,LG-000664,District Administration,Stakeholder Group 1 (Hardoi),High,Positive,36,30,6,18
STK-0003651,LG-000664,Local Authority,Stakeholder Group 2 (Hardoi),High,Positive,37,31,6,9
STK-0003652,LG-000664,Local Authority,Stakeholder Group 3 (Hardoi),High,Positive,44,37,7,18
STK-0003653,LG-000664,Local Authority,Stakeholder Group 4 (Hardoi),High,Positive,36,30,6,24
STK-0003654,LG-000664,Landowner,Stakeholder Group 5 (Hardoi),High,Positive,46,39,7,8
STK-0003655,LG-000664,Local Authority,Stakeholder Group 6 (Hardoi),High,Positive,20,17,3,19
STK-0003656,LG-000664,Landowner,Stakeholder Group 7 (Hardoi),High,Positive,28,23,5,11
STK-0003657,LG-000664,Local Authority,Stakeholder Group 8 (Hardoi),High,Positive,20,17,3,23
STK-0003658,LG-000665,Local Authority,Stakeholder Group 1 (Hathras),High,Positive,9,7,2,7
STK-0003659,LG-000665,District Administration,Stakeholder Group 2 (Hathras),High,Positive,48,40,8,8
STK-0003660,LG-000665,Contractor,Stakeholder Group 3 (Hathras),High,Positive,11,9,2,14
STK-0003661,LG-000665,Village Administration,Stakeholder Group 4 (Hathras),High,Positive,14,11,3,22
STK-0003662,LG-000665,Landowner,Stakeholder Group 5 (Hathras),High,Positive,34,28,6,9
STK-0003663,LG-000665,Village Administration,Stakeholder Group 6 (Hathras),High,Positive,39,33,6,14
STK-0003664,LG-000666,Contractor,Stakeholder Group 1 (Jalaun),Low,Negative,5,2,3,65
STK-0003665,LG-000666,Contractor,Stakeholder Group 2 (Jalaun),Low,Negative,13,5,8,68
STK-0003666,LG-000666,Contractor,Stakeholder Group 3 (Jalaun),Low,Negative,47,18,29,41
STK-0003667,LG-000666,Village Administration,Stakeholder Group 4 (Jalaun),Low,Negative,47,18,29,51
STK-0003668,LG-000666,Village Administration,Stakeholder Group 5 (Jalaun),Low,Negative,13,5,8,70
STK-0003669,LG-000666,Village Administration,Stakeholder Group 6 (Jalaun),Low,Negative,50,20,30,76
STK-0003670,LG-000666,Contractor,Stakeholder Group 7 (Jalaun),Low,Negative,10,4,6,87
STK-0003671,LG-000667,Landowner,Stakeholder Group 1 (Jaunpur),High,Positive,21,17,4,11
STK-0003672,LG-000667,Village Administration,Stakeholder Group 2 (Jaunpur),High,Positive,32,27,5,16
STK-0003673,LG-000667,Contractor,Stakeholder Group 3 (Jaunpur),High,Positive,50,42,8,7
STK-0003674,LG-000667,District Administration,Stakeholder Group 4 (Jaunpur),High,Positive,12,10,2,9
STK-0003675,LG-000667,Local Authority,Stakeholder Group 5 (Jaunpur),High,Positive,28,23,5,24
STK-0003676,LG-000668,Landowner,Stakeholder Group 1 (Jhansi),High,Positive,15,12,3,21
STK-0003677,LG-000668,Landowner,Stakeholder Group 2 (Jhansi),High,Positive,50,42,8,15
STK-0003678,LG-000668,Contractor,Stakeholder Group 3 (Jhansi),High,Positive,33,28,5,16
STK-0003679,LG-000668,District Administration,Stakeholder Group 4 (Jhansi),High,Positive,29,24,5,23
STK-0003680,LG-000668,Local Authority,Stakeholder Group 5 (Jhansi),High,Positive,12,10,2,8
STK-0003681,LG-000668,District Administration,Stakeholder Group 6 (Jhansi),High,Positive,24,20,4,21
STK-0003682,LG-000669,Contractor,Stakeholder Group 1 (Kannauj),High,Positive,24,20,4,6
STK-0003683,LG-000669,Village Administration,Stakeholder Group 2 (Kannauj),High,Positive,28,23,5,22
STK-0003684,LG-000669,Contractor,Stakeholder Group 3 (Kannauj),High,Positive,38,32,6,12
STK-0003685,LG-000669,Local Authority,Stakeholder Group 4 (Kannauj),High,Positive,31,26,5,9
STK-0003686,LG-000670,Village Administration,Stakeholder Group 1 (Kanpur Dehat),High,Positive,22,18,4,21
STK-0003687,LG-000670,Contractor,Stakeholder Group 2 (Kanpur Dehat),High,Positive,30,25,5,23
STK-0003688,LG-000670,Village Administration,Stakeholder Group 3 (Kanpur Dehat),High,Positive,31,26,5,24
STK-0003689,LG-000670,Landowner,Stakeholder Group 4 (Kanpur Dehat),High,Positive,47,39,8,24
STK-0003690,LG-000670,Landowner,Stakeholder Group 5 (Kanpur Dehat),High,Positive,50,42,8,11
STK-0003691,LG-000670,District Administration,Stakeholder Group 6 (Kanpur Dehat),High,Positive,50,42,8,10
STK-0003692,LG-000670,Contractor,Stakeholder Group 7 (Kanpur Dehat),High,Positive,33,28,5,23
STK-0003693,LG-000670,Contractor,Stakeholder Group 8 (Kanpur Dehat),High,Positive,47,39,8,7
STK-0003694,LG-000671,Contractor,Stakeholder Group 1 (Kanpur Nagar),High,Positive,32,27,5,15
STK-0003695,LG-000671,Village Administration,Stakeholder Group 2 (Kanpur Nagar),High,Positive,49,41,8,11
STK-0003696,LG-000671,Local Authority,Stakeholder Group 3 (Kanpur Nagar),High,Positive,39,33,6,11
STK-0003697,LG-000672,Contractor,Stakeholder Group 1 (Kasganj),Low,Negative,18,7,11,71
STK-0003698,LG-000672,Local Authority,Stakeholder Group 2 (Kasganj),Low,Negative,10,4,6,42
STK-0003699,LG-000672,Landowner,Stakeholder Group 3 (Kasganj),Low,Negative,9,3,6,32
STK-0003700,LG-000672,Local Authority,Stakeholder Group 4 (Kasganj),Low,Negative,16,6,10,52
STK-0003701,LG-000672,Village Administration,Stakeholder Group 5 (Kasganj),Low,Negative,5,2,3,48
STK-0003702,LG-000673,Local Authority,Stakeholder Group 1 (Kaushambi),Low,Negative,18,7,11,63
STK-0003703,LG-000673,Contractor,Stakeholder Group 2 (Kaushambi),Low,Negative,10,4,6,81
STK-0003704,LG-000673,Village Administration,Stakeholder Group 3 (Kaushambi),Low,Negative,22,8,14,80
STK-0003705,LG-000673,District Administration,Stakeholder Group 4 (Kaushambi),Low,Negative,26,10,16,75
STK-0003706,LG-000673,Contractor,Stakeholder Group 5 (Kaushambi),Low,Negative,27,10,17,81
STK-0003707,LG-000673,Local Authority,Stakeholder Group 6 (Kaushambi),Low,Negative,15,6,9,53
STK-0003708,LG-000673,District Administration,Stakeholder Group 7 (Kaushambi),Low,Negative,44,17,27,79
STK-0003709,LG-000674,Contractor,Stakeholder Group 1 (Kheri),High,Positive,21,17,4,19
STK-0003710,LG-000674,Village Administration,Stakeholder Group 2 (Kheri),High,Positive,20,17,3,23
STK-0003711,LG-000674,Landowner,Stakeholder Group 3 (Kheri),High,Positive,49,41,8,10
STK-0003712,LG-000674,Landowner,Stakeholder Group 4 (Kheri),High,Positive,13,11,2,13
STK-0003713,LG-000674,Village Administration,Stakeholder Group 5 (Kheri),High,Positive,42,35,7,25
STK-0003714,LG-000675,Contractor,Stakeholder Group 1 (Kushinagar),High,Positive,36,30,6,14
STK-0003715,LG-000675,Local Authority,Stakeholder Group 2 (Kushinagar),High,Positive,30,25,5,18
STK-0003716,LG-000675,District Administration,Stakeholder Group 3 (Kushinagar),High,Positive,16,13,3,6
STK-0003717,LG-000675,Landowner,Stakeholder Group 4 (Kushinagar),High,Positive,9,7,2,8
STK-0003718,LG-000675,Landowner,Stakeholder Group 5 (Kushinagar),High,Positive,9,7,2,22
STK-0003719,LG-000675,District Administration,Stakeholder Group 6 (Kushinagar),High,Positive,6,5,1,21
STK-0003720,LG-000675,Local Authority,Stakeholder Group 7 (Kushinagar),High,Positive,21,17,4,13
STK-0003721,LG-000675,District Administration,Stakeholder Group 8 (Kushinagar),High,Positive,35,29,6,12
STK-0003722,LG-000676,Local Authority,Stakeholder Group 1 (Lalitpur),High,Positive,21,17,4,15
STK-0003723,LG-000676,Village Administration,Stakeholder Group 2 (Lalitpur),High,Positive,28,23,5,16
STK-0003724,LG-000676,Landowner,Stakeholder Group 3 (Lalitpur),High,Positive,37,31,6,10
STK-0003725,LG-000676,Local Authority,Stakeholder Group 4 (Lalitpur),High,Positive,47,39,8,9
STK-0003726,LG-000676,District Administration,Stakeholder Group 5 (Lalitpur),High,Positive,13,11,2,8
STK-0003727,LG-000676,Contractor,Stakeholder Group 6 (Lalitpur),High,Positive,12,10,2,14
STK-0003728,LG-000677,Local Authority,Stakeholder Group 1 (Lucknow),High,Positive,43,36,7,16
STK-0003729,LG-000677,Village Administration,Stakeholder Group 2 (Lucknow),High,Positive,40,34,6,16
STK-0003730,LG-000677,District Administration,Stakeholder Group 3 (Lucknow),High,Positive,40,34,6,9
STK-0003731,LG-000677,Village Administration,Stakeholder Group 4 (Lucknow),High,Positive,6,5,1,24
STK-0003732,LG-000678,Village Administration,Stakeholder Group 1 (Maharajganj),High,Positive,28,23,5,16
STK-0003733,LG-000678,District Administration,Stakeholder Group 2 (Maharajganj),High,Positive,33,28,5,15
STK-0003734,LG-000678,Local Authority,Stakeholder Group 3 (Maharajganj),High,Positive,11,9,2,17
STK-0003735,LG-000678,Landowner,Stakeholder Group 4 (Maharajganj),High,Positive,33,28,5,5
STK-0003736,LG-000678,District Administration,Stakeholder Group 5 (Maharajganj),High,Positive,10,8,2,15
STK-0003737,LG-000678,Landowner,Stakeholder Group 6 (Maharajganj),High,Positive,21,17,4,21
STK-0003738,LG-000678,Contractor,Stakeholder Group 7 (Maharajganj),High,Positive,35,29,6,9
STK-0003739,LG-000679,Contractor,Stakeholder Group 1 (Mahoba),High,Positive,5,4,1,12
STK-0003740,LG-000679,Landowner,Stakeholder Group 2 (Mahoba),High,Positive,16,13,3,15
STK-0003741,LG-000679,Local Authority,Stakeholder Group 3 (Mahoba),High,Positive,6,5,1,13
STK-0003742,LG-000680,District Administration,Stakeholder Group 1 (Mainpuri),High,Positive,10,8,2,25
STK-0003743,LG-000680,District Administration,Stakeholder Group 2 (Mainpuri),High,Positive,15,12,3,24
STK-0003744,LG-000680,Local Authority,Stakeholder Group 3 (Mainpuri),High,Positive,17,14,3,13
STK-0003745,LG-000681,Contractor,Stakeholder Group 1 (Mathura),Low,Negative,36,14,22,85
STK-0003746,LG-000681,Landowner,Stakeholder Group 2 (Mathura),Low,Negative,15,6,9,35
STK-0003747,LG-000681,Landowner,Stakeholder Group 3 (Mathura),Low,Negative,36,14,22,34
STK-0003748,LG-000681,District Administration,Stakeholder Group 4 (Mathura),Low,Negative,23,9,14,49
STK-0003749,LG-000682,District Administration,Stakeholder Group 1 (Mau),High,Positive,28,23,5,19
STK-0003750,LG-000682,District Administration,Stakeholder Group 2 (Mau),High,Positive,43,36,7,17
STK-0003751,LG-000682,Village Administration,Stakeholder Group 3 (Mau),High,Positive,20,17,3,23
STK-0003752,LG-000682,Landowner,Stakeholder Group 4 (Mau),High,Positive,33,28,5,21
STK-0003753,LG-000682,Landowner,Stakeholder Group 5 (Mau),High,Positive,11,9,2,8
STK-0003754,LG-000682,Local Authority,Stakeholder Group 6 (Mau),High,Positive,38,32,6,16
STK-0003755,LG-000682,Landowner,Stakeholder Group 7 (Mau),High,Positive,18,15,3,12
STK-0003756,LG-000682,Village Administration,Stakeholder Group 8 (Mau),High,Positive,43,36,7,6
STK-0003757,LG-000683,Village Administration,Stakeholder Group 1 (Meerut),Low,Negative,39,15,24,60
STK-0003758,LG-000683,Contractor,Stakeholder Group 2 (Meerut),Low,Negative,7,2,5,70
STK-0003759,LG-000683,Contractor,Stakeholder Group 3 (Meerut),Low,Negative,39,15,24,37
STK-0003760,LG-000683,Local Authority,Stakeholder Group 4 (Meerut),Low,Negative,38,15,23,90
STK-0003761,LG-000683,Landowner,Stakeholder Group 5 (Meerut),Low,Negative,30,12,18,73
STK-0003762,LG-000683,Local Authority,Stakeholder Group 6 (Meerut),Low,Negative,22,8,14,39
STK-0003763,LG-000683,Contractor,Stakeholder Group 7 (Meerut),Low,Negative,43,17,26,75
STK-0003764,LG-000684,Contractor,Stakeholder Group 1 (Mirzapur),High,Positive,30,25,5,6
STK-0003765,LG-000684,Local Authority,Stakeholder Group 2 (Mirzapur),High,Positive,38,32,6,13
STK-0003766,LG-000684,Landowner,Stakeholder Group 3 (Mirzapur),High,Positive,49,41,8,12
STK-0003767,LG-000685,Landowner,Stakeholder Group 1 (Moradabad),High,Positive,28,23,5,8
STK-0003768,LG-000685,Landowner,Stakeholder Group 2 (Moradabad),High,Positive,36,30,6,23
STK-0003769,LG-000685,Landowner,Stakeholder Group 3 (Moradabad),High,Positive,40,34,6,12
STK-0003770,LG-000685,Contractor,Stakeholder Group 4 (Moradabad),High,Positive,39,33,6,9
STK-0003771,LG-000685,Local Authority,Stakeholder Group 5 (Moradabad),High,Positive,49,41,8,18
STK-0003772,LG-000686,Contractor,Stakeholder Group 1 (Muzaffarnagar),Low,Negative,5,2,3,79
STK-0003773,LG-000686,Landowner,Stakeholder Group 2 (Muzaffarnagar),Low,Negative,29,11,18,81
STK-0003774,LG-000686,Village Administration,Stakeholder Group 3 (Muzaffarnagar),Low,Negative,10,4,6,76
STK-0003775,LG-000686,Village Administration,Stakeholder Group 4 (Muzaffarnagar),Low,Negative,5,2,3,31
STK-0003776,LG-000686,Local Authority,Stakeholder Group 5 (Muzaffarnagar),Low,Negative,13,5,8,52
STK-0003777,LG-000686,Local Authority,Stakeholder Group 6 (Muzaffarnagar),Low,Negative,50,20,30,49
STK-0003778,LG-000686,Village Administration,Stakeholder Group 7 (Muzaffarnagar),Low,Negative,19,7,12,30
STK-0003779,LG-000687,Contractor,Stakeholder Group 1 (Pilibhit),High,Positive,39,33,6,5
STK-0003780,LG-000687,Local Authority,Stakeholder Group 2 (Pilibhit),High,Positive,45,38,7,18
STK-0003781,LG-000687,Landowner,Stakeholder Group 3 (Pilibhit),High,Positive,24,20,4,18
STK-0003782,LG-000687,Local Authority,Stakeholder Group 4 (Pilibhit),High,Positive,23,19,4,25
STK-0003783,LG-000688,Local Authority,Stakeholder Group 1 (Pratapgarh),Low,Negative,43,17,26,35
STK-0003784,LG-000688,Local Authority,Stakeholder Group 2 (Pratapgarh),Low,Negative,11,4,7,56
STK-0003785,LG-000688,District Administration,Stakeholder Group 3 (Pratapgarh),Low,Negative,29,11,18,80
STK-0003786,LG-000688,District Administration,Stakeholder Group 4 (Pratapgarh),Low,Negative,37,14,23,81
STK-0003787,LG-000688,Contractor,Stakeholder Group 5 (Pratapgarh),Low,Negative,24,9,15,81
STK-0003788,LG-000688,Village Administration,Stakeholder Group 6 (Pratapgarh),Low,Negative,7,2,5,45
STK-0003789,LG-000688,Landowner,Stakeholder Group 7 (Pratapgarh),Low,Negative,34,13,21,66
STK-0003790,LG-000688,Local Authority,Stakeholder Group 8 (Pratapgarh),Low,Negative,41,16,25,79
STK-0003791,LG-000689,District Administration,Stakeholder Group 1 (Prayagraj),High,Positive,38,32,6,13
STK-0003792,LG-000689,Village Administration,Stakeholder Group 2 (Prayagraj),High,Positive,35,29,6,17
STK-0003793,LG-000689,Local Authority,Stakeholder Group 3 (Prayagraj),High,Positive,14,11,3,16
STK-0003794,LG-000689,Local Authority,Stakeholder Group 4 (Prayagraj),High,Positive,37,31,6,5
STK-0003795,LG-000689,Local Authority,Stakeholder Group 5 (Prayagraj),High,Positive,18,15,3,19
STK-0003796,LG-000689,Contractor,Stakeholder Group 6 (Prayagraj),High,Positive,42,35,7,18
STK-0003797,LG-000689,Village Administration,Stakeholder Group 7 (Prayagraj),High,Positive,10,8,2,10
STK-0003798,LG-000690,Local Authority,Stakeholder Group 1 (Raebareli),High,Positive,39,33,6,6
STK-0003799,LG-000690,Local Authority,Stakeholder Group 2 (Raebareli),High,Positive,24,20,4,22
STK-0003800,LG-000690,Contractor,Stakeholder Group 3 (Raebareli),High,Positive,50,42,8,15
STK-0003801,LG-000691,Local Authority,Stakeholder Group 1 (Rampur),High,Positive,47,39,8,19
STK-0003802,LG-000691,District Administration,Stakeholder Group 2 (Rampur),High,Positive,33,28,5,7
