compensation_id,project_id,total_estimated_amount,total_approved_amount,total_disbursed_amount,total_pending_amount,beneficiaries_total,beneficiaries_paid,beneficiaries_pending,average_processing_days,payment_status,compensation_dispute_count
COMP-000469,LG-000469,29562436372.0,26606192734.8,14633406004.14,11972786730.66,315,173,142,179,Partially Completed,11
COMP-000470,LG-000470,44434663570.9,44434663570.9,43973568557.84,461095013.06,1964,1943,21,57,Partially Completed,2
COMP-000471,LG-000471,29309845253.86,29309845253.86,26885336706.25,2424508547.61,3112,2854,258,54,Partially Completed,2
COMP-000472,LG-000472,35444540379.11,35444540379.11,34030229322.56,1414311056.55,2896,2780,116,39,Partially Completed,1
COMP-000473,LG-000473,24861888451.66,24861888451.66,24778603375.16,83285076.5,4986,4969,17,49,Partially Completed,0
COMP-000474,LG-000474,44195945226.57,44195945226.57,43637689270.27,558255956.3,3140,3100,40,44,Partially Completed,3
COMP-000475,LG-000475,9317558905.69,9317558905.69,8000644762.78,1316914142.91,4733,4064,669,55,Partially Completed,2
COMP-000476,LG-000476,12737319441.0,12737319441.0,11427434409.91,1309885031.09,3940,3534,406,59,Partially Completed,0
COMP-000477,LG-000477,2944312348.48,2649881113.63,1457434612.5,1192446501.13,2661,1463,1198,129,Partially Completed,8
COMP-000478,LG-000478,7809647954.16,7809647954.16,7161503303.43,648144650.73,3835,3516,319,19,Partially Completed,3
COMP-000479,LG-000479,15833681531.65,14250313378.49,7837672358.17,6412641020.32,4106,2258,1848,62,Partially Completed,5
COMP-000480,LG-000480,11528272396.92,9799031537.38,4115593245.7,5683438291.68,3018,1267,1751,88,In Progress,24
COMP-000481,LG-000481,39747158126.72,35772442314.05,19674843272.73,16097599041.32,3305,1817,1488,92,Partially Completed,12
COMP-000482,LG-000482,17474394161.23,15726954745.11,8649825109.81,7077129635.3,1625,893,732,110,Partially Completed,5
COMP-000483,LG-000483,41708030155.96,35451825632.57,14889766765.68,20562058866.89,423,177,246,172,In Progress,21
COMP-000484,LG-000484,35527054258.61,31974348832.75,17585891858.01,14388456974.74,3012,1656,1356,91,Partially Completed,8
COMP-000485,LG-000485,36685286600.75,36685286600.75,33915370383.42,2769916217.33,2368,2189,179,40,Partially Completed,3
COMP-000486,LG-000486,32049835052.29,27242359794.45,11441791113.67,15800568680.78,1501,630,871,107,In Progress,19
COMP-000487,LG-000487,32203532960.6,28983179664.54,15940748815.5,13042430849.04,4419,2430,1989,156,Partially Completed,11
COMP-000488,LG-000488,21539972110.61,21539972110.61,18432486628.94,3107485481.67,4303,3682,621,18,Partially Completed,2
COMP-000489,LG-000489,13561364013.08,13561364013.08,11535610977.76,2025753035.32,2062,1753,309,57,Partially Completed,2
COMP-000490,LG-000490,27950917832.86,27950917832.86,24245001633.64,3705916199.22,108,93,15,17,Partially Completed,3
COMP-000491,LG-000491,29878368484.37,26890531635.93,14789792399.76,12100739236.17,4550,2502,2048,118,Partially Completed,12
COMP-000492,LG-000492,6669061113.42,6669061113.42,5807576735.24,861484378.18,1411,1228,183,32,Partially Completed,0
COMP-000493,LG-000493,40041459384.93,40041459384.93,35170844611.87,4870614773.06,2709,2379,330,17,Partially Completed,1
COMP-000494,LG-000494,3482194832.54,3482194832.54,3367132448.6,115062383.94,1255,1213,42,50,Partially Completed,1
COMP-000495,LG-000495,26617992349.68,26617992349.68,25295707107.02,1322285242.66,4602,4373,229,39,Partially Completed,2
COMP-000496,LG-000496,23635995245.59,21272395721.03,11699817646.57,9572578074.46,4099,2254,1845,153,Partially Completed,5
COMP-000497,LG-000497,11669997367.47,11669997367.47,11237653666.48,432343700.99,3046,2933,113,37,Partially Completed,0
COMP-000498,LG-000498,9416894005.35,9416894005.35,8595294085.03,821599920.32,3961,3615,346,35,Partially Completed,3
COMP-000499,LG-000499,35879438141.34,35879438141.34,30816145451.76,5063292689.58,3448,2961,487,47,Partially Completed,1
COMP-000500,LG-000500,19906999225.38,17916299302.84,9853964616.56,8062334686.28,1351,743,608,126,Partially Completed,7
COMP-000501,LG-000501,31217695676.65,31217695676.65,29739003239.04,1478692437.61,2476,2358,118,29,Partially Completed,1
COMP-000502,LG-000502,40884115312.81,34751498015.89,14595629166.67,20155868849.22,2644,1110,1534,89,In Progress,24
COMP-000503,LG-000503,10584429853.86,10584429853.86,9112690521.46,1471739332.4,2038,1754,284,40,Partially Completed,0
COMP-000504,LG-000504,21862856803.5,19676571123.15,10822114117.73,8854457005.42,1103,606,497,122,Partially Completed,5
COMP-000505,LG-000505,25490831703.86,21667206948.28,9100226918.28,12566980030.0,4475,1879,2596,77,In Progress,17
COMP-000506,LG-000506,20896361335.02,17761907134.77,7460000996.6,10301906138.17,4868,2044,2824,63,In Progress,23
COMP-000507,LG-000507,25236258830.13,21450820005.61,9009344402.36,12441475603.25,4156,1745,2411,139,In Progress,22
COMP-000508,LG-000508,23851692330.33,23851692330.33,22394117149.69,1457575180.64,3885,3647,238,18,Partially Completed,1
COMP-000509,LG-000509,27315408075.21,27315408075.21,24258669527.1,3056738548.11,3064,2721,343,60,Partially Completed,0
COMP-000510,LG-000510,13466133126.36,13466133126.36,11784088833.4,1682044292.96,1352,1183,169,56,Partially Completed,1
COMP-000511,LG-000511,21847075048.93,19662367544.04,10814302149.22,8848065394.82,3308,1819,1489,161,Partially Completed,10
COMP-000512,LG-000512,33440293865.41,33440293865.41,30562716687.9,2877577177.51,3677,3360,317,35,Partially Completed,1
COMP-000513,LG-000513,37429511405.4,37429511405.4,36688398402.94,741113002.46,2732,2677,55,37,Partially Completed,1
COMP-000514,LG-000514,38750714168.25,38750714168.25,35982164356.73,2768549811.52,1668,1548,120,53,Partially Completed,0
COMP-000515,LG-000515,20820135160.91,20820135160.91,18799033921.07,2021101239.84,970,875,95,38,Partially Completed,3
COMP-000516,LG-000516,27141582301.12,23070344955.95,9689544881.5,13380800074.45,526,220,306,110,In Progress,16
COMP-000517,LG-000517,25915756948.46,22028393406.19,9251925230.6,12776468175.59,4901,2058,2843,122,In Progress,19
COMP-000518,LG-000518,32068422235.18,32068422235.18,31445270712.73,623151522.45,1990,1951,39,31,Partially Completed,2
COMP-000519,LG-000519,20881563095.15,20881563095.15,18141757002.75,2739806092.4,1887,1639,248,39,Partially Completed,3
COMP-000520,LG-000520,42522566396.39,38270309756.75,21048670366.21,17221639390.54,4007,2203,1804,79,Partially Completed,5
COMP-000521,LG-000521,23056936673.82,20751243006.44,11413183653.54,9338059352.9,2933,1613,1320,125,Partially Completed,7
COMP-000522,LG-000522,21950310747.88,21950310747.88,21286748700.87,663562047.01,4659,4518,141,39,Partially Completed,3
COMP-000523,LG-000523,26578242407.36,26578242407.36,25823621380.96,754621026.4,4969,4827,142,41,Partially Completed,1
COMP-000524,LG-000524,16334780654.34,14701302588.91,8085716423.9,6615586165.01,4192,2305,1887,107,Partially Completed,6
COMP-000525,LG-000525,17126161569.83,15413545412.85,8477449977.07,6936095435.78,2203,1211,992,117,Partially Completed,11
COMP-000526,LG-000526,21003921400.13,18903529260.12,10396941093.07,8506588167.05,1570,863,707,111,Partially Completed,10
COMP-000527,LG-000527,24575517559.98,24575517559.98,24308520413.39,266997146.59,3559,3520,39,39,Partially Completed,2
COMP-000528,LG-000528,44638999473.29,44638999473.29,41362291478.7,3276707994.59,3998,3704,294,32,Partially Completed,1
COMP-000529,LG-000529,8199385168.79,8199385168.79,8121026419.82,78358748.97,4427,4384,43,42,Partially Completed,2
COMP-000530,LG-000530,24746145813.96,24746145813.96,21060459506.5,3685686307.46,2083,1772,311,25,Partially Completed,3
COMP-000531,LG-000531,12024260234.07,10220621198.96,4292660903.56,5927960295.4,3618,1519,2099,166,In Progress,22
COMP-000532,LG-000532,2212646981.27,1880749934.08,789914972.31,1090834961.77,3822,1605,2217,113,In Progress,17
COMP-000533,LG-000533,25783847919.31,23205463127.38,12763004720.06,10442458407.32,2321,1276,1045,87,Partially Completed,8
COMP-000534,LG-000534,17153450645.37,15438105580.83,8490958069.46,6947147511.37,2247,1235,1012,179,Partially Completed,6
COMP-000535,LG-000535,30702985672.18,30702985672.18,27995603909.48,2707381762.7,4249,3874,375,48,Partially Completed,3
COMP-000536,LG-000536,22745954359.52,22745954359.52,21353816506.17,1392137853.35,124,116,8,36,Partially Completed,1
COMP-000537,LG-000537,1828637343.96,1828637343.96,1705254285.44,123383058.52,1967,1834,133,15,Partially Completed,0
COMP-000538,LG-000538,7481263231.21,6359073746.53,2670810973.54,3688262772.99,71,29,42,160,In Progress,23
COMP-000539,LG-000539,34027569500.37,34027569500.37,33550823406.97,476746093.4,1542,1520,22,27,Partially Completed,1
COMP-000540,LG-000540,114296404.84,97151944.11,40803816.53,56348127.58,2328,977,1351,68,In Progress,16
COMP-000541,LG-000541,32723425463.91,32723425463.91,32325565926.36,397859537.55,2945,2909,36,42,Partially Completed,0
COMP-000542,LG-000542,26140911434.76,22219774719.55,9332305382.21,12887469337.34,3792,1592,2200,99,In Progress,17
COMP-000543,LG-000543,12162605730.79,10946345157.71,6020489836.74,4925855320.97,2533,1393,1140,112,Partially Completed,12
COMP-000544,LG-000544,18622099119.97,16759889207.97,9217939064.38,7541950143.59,3187,1752,1435,119,Partially Completed,5
COMP-000545,LG-000545,34312452054.52,29165584246.34,12249545383.46,16916038862.88,2638,1107,1531,98,In Progress,24
COMP-000546,LG-000546,8810385750.3,7929347175.27,4361140946.4,3568206228.87,497,273,224,71,Partially Completed,9
COMP-000547,LG-000547,34903766747.45,29668201735.33,12460644728.84,17207557006.49,2123,891,1232,108,In Progress,24
COMP-000548,LG-000548,22552711753.09,19169804990.13,8051318095.85,11118486894.28,3026,1270,1756,144,In Progress,18
COMP-000549,LG-000549,624522949.92,624522949.92,540825113.8,83697836.12,3347,2898,449,44,Partially Completed,0
COMP-000550,LG-000550,18658100192.81,18658100192.81,15912731746.49,2745368446.32,2230,1901,329,42,Partially Completed,0
COMP-000551,LG-000551,11983410200.36,10785069180.32,5931788049.18,4853281131.14,38,20,18,144,Partially Completed,7
COMP-000552,LG-000552,25556358221.05,23000722398.94,12650397319.42,10350325079.52,1892,1040,852,109,Partially Completed,10
COMP-000553,LG-000553,4729430980.86,4256487882.77,2341068335.52,1915419547.25,128,70,58,122,Partially Completed,9
COMP-000554,LG-000554,18253854037.08,16428468633.37,9035657748.35,7392810885.02,3679,2023,1656,119,Partially Completed,10
COMP-000555,LG-000555,6605818808.23,5945236927.41,3269880310.08,2675356617.33,2330,1281,1049,118,Partially Completed,7
COMP-000556,LG-000556,13625152678.57,13625152678.57,13296658718.44,328493960.13,1520,1483,37,45,Partially Completed,0
COMP-000557,LG-000557,17056539365.24,17056539365.24,15267641284.93,1788898080.31,2895,2591,304,24,Partially Completed,2
COMP-000558,LG-000558,38151937784.25,32429147116.61,13620241788.98,18808905327.63,2491,1046,1445,105,In Progress,17
COMP-000559,LG-000559,34772799381.81,34772799381.81,32320639587.61,2452159794.2,1042,968,74,60,Partially Completed,3
COMP-000560,LG-000560,19494636942.75,19494636942.75,19368729009.41,125907933.34,2117,2103,14,32,Partially Completed,2
COMP-000561,LG-000561,16993272431.57,15293945188.41,8411669853.63,6882275334.78,1456,800,656,61,Partially Completed,9
COMP-000562,LG-000562,8794906142.42,8794906142.42,8496666089.53,298240052.89,1015,980,35,32,Partially Completed,3
COMP-000563,LG-000563,45771680232.31,38905928197.46,16340489842.93,22565438354.53,2633,1105,1528,73,In Progress,16
COMP-000564,LG-000564,27667968073.43,27667968073.43,25502029927.03,2165938146.4,1326,1222,104,15,Partially Completed,1
COMP-000565,LG-000565,16321690144.79,16321690144.79,14355214297.03,1966475847.76,3920,3447,473,51,Partially Completed,0
COMP-000566,LG-000566,43434998943.69,43434998943.69,41075133513.59,2359865430.1,1538,1454,84,41,Partially Completed,3
COMP-000567,LG-000567,313558478.97,313558478.97,300413329.56,13145149.41,3568,3418,150,59,Partially Completed,0
COMP-000568,LG-000568,17005745797.27,15305171217.54,8417844169.65,6887327047.89,2863,1574,1289,175,Partially Completed,10
COMP-000569,LG-000569,25663965743.26,21814370881.77,9162035770.34,12652335111.43,1200,504,696,118,In Progress,16
COMP-000570,LG-000570,7966116187.02,6771198758.97,2843903478.77,3927295280.2,4340,1822,2518,65,In Progress,17
COMP-000571,LG-000571,5341910540.37,5341910540.37,4877787481.87,464123058.5,4650,4245,405,40,Partially Completed,0
COMP-000572,LG-000572,892849015.4,892849015.4,815292570.98,77556444.42,1380,1260,120,23,Partially Completed,2
COMP-000573,LG-000573,15483526781.76,15483526781.76,13558583578.12,1924943203.64,974,852,122,19,Partially Completed,0
COMP-000574,LG-000574,32454885603.66,32454885603.66,28307605639.0,4147279964.66,4499,3924,575,26,Partially Completed,2
COMP-000575,LG-000575,5243353900.54,5243353900.54,4655927485.21,587426415.33,1285,1141,144,15,Partially Completed,3
COMP-000576,LG-000576,27846922586.18,25062230327.56,13784226680.16,11278003647.4,3920,2156,1764,85,Partially Completed,8
COMP-000577,LG-000577,30588614336.11,30588614336.11,26194878110.42,4393736225.69,1368,1171,197,37,Partially Completed,2
COMP-000578,LG-000578,32314172703.57,32314172703.57,31584283245.3,729889458.27,4345,4246,99,59,Partially Completed,1
COMP-000579,LG-000579,40121599912.21,40121599912.21,39060485850.69,1061114061.52,963,937,26,54,Partially Completed,3
COMP-000580,LG-000580,1212557512.77,1030673885.85,432883032.06,597790853.79,3154,1324,1830,162,In Progress,24
COMP-000581,LG-000581,18745963458.33,15934068939.58,6692308954.62,9241759984.96,2649,1112,1537,114,In Progress,21
COMP-000582,LG-000582,38260984482.79,38260984482.79,36456192489.23,1804791993.56,4434,4224,210,21,Partially Completed,0
COMP-000583,LG-000583,18623570363.08,18623570363.08,16342222689.59,2281347673.49,3977,3489,488,32,Partially Completed,0
COMP-000584,LG-000584,14660428599.89,14660428599.89,12968035545.45,1692393054.44,3674,3249,425,39,Partially Completed,0
COMP-000585,LG-000585,18406372433.87,15645416568.79,6571074958.89,9074341609.9,4176,1753,2423,136,In Progress,23
COMP-000586,LG-000586,3241845952.86,3241845952.86,3045687970.28,196157982.58,3248,3051,197,46,Partially Completed,1
COMP-000587,LG-000587,18117452511.24,16305707260.12,8968138993.07,7337568267.05,1897,1043,854,105,Partially Completed,12
COMP-000588,LG-000588,19265358950.1,19265358950.1,19146806756.28,118552193.82,4047,4022,25,40,Partially Completed,2
COMP-000589,LG-000589,9516533539.63,8564880185.67,4710684102.12,3854196083.55,4633,2548,2085,143,Partially Completed,8
COMP-000590,LG-000590,39484496301.39,39484496301.39,35003769664.11,4480726637.28,3784,3354,430,15,Partially Completed,2
COMP-000591,LG-000591,29587731747.48,25149571985.36,10562820233.85,14586751751.51,1377,578,799,65,In Progress,18
COMP-000592,LG-000592,43495852836.43,43495852836.43,37418115578.98,6077737257.45,2203,1895,308,55,Partially Completed,2
COMP-000593,LG-000593,2062440181.14,2062440181.14,1912220955.82,150219225.32,3473,3220,253,24,Partially Completed,1
COMP-000594,LG-000594,35616397957.44,35616397957.44,32697361694.97,2919036262.47,3417,3136,281,58,Partially Completed,1
COMP-000595,LG-000595,27768598849.03,24991738964.13,13745456430.27,11246282533.86,685,376,309,63,Partially Completed,9
COMP-000596,LG-000596,37410428860.26,37410428860.26,33119739678.74,4290689181.52,4263,3774,489,49,Partially Completed,1
COMP-000597,LG-000597,16329529598.92,16329529598.92,15243793697.65,1085735901.27,3227,3012,215,22,Partially Completed,2
COMP-000598,LG-000598,40859704058.49,36773733652.64,20225553508.95,16548180143.69,4158,2286,1872,100,Partially Completed,7
COMP-000599,LG-000599,1094306491.57,1094306491.57,1001250279.83,93056211.74,942,861,81,33,Partially Completed,2
COMP-000600,LG-000600,2549421280.27,2294479152.24,1261963533.73,1032515618.51,1912,1051,861,143,Partially Completed,8
COMP-000601,LG-000601,30962391257.78,30962391257.78,29420468448.48,1541922809.3,1737,1650,87,19,Partially Completed,1
COMP-000602,LG-000602,25172321185.26,25172321185.26,23369455439.42,1802865745.84,293,272,21,34,Partially Completed,1
COMP-000603,LG-000603,19652357318.32,19652357318.32,17159925001.96,2492432316.36,3405,2973,432,57,Partially Completed,3
COMP-000604,LG-000604,31403325579.5,28262993021.55,15544646161.85,12718346859.7,4453,2449,2004,73,Partially Completed,12
COMP-000605,LG-000605,4901965347.11,4166670545.04,1750001628.92,2416668916.12,4615,1938,2677,159,In Progress,16
COMP-000606,LG-000606,12079850931.9,12079850931.9,10790148779.05,1289702152.85,4871,4350,521,16,Partially Completed,1
COMP-000607,LG-000607,27614076935.81,23471965395.44,9858225466.08,13613739929.36,2303,967,1336,140,In Progress,20
COMP-000608,LG-000608,15991417011.02,13592704459.37,5708935872.94,7883768586.43,1930,810,1120,90,In Progress,21
COMP-000609,LG-000609,23393950409.15,21054555368.24,11580005452.53,9474549915.71,338,185,153,174,Partially Completed,9
COMP-000610,LG-000610,25413039075.97,22871735168.37,12579454342.6,10292280825.77,4579,2518,2061,61,Partially Completed,9
COMP-000611,LG-000611,26056774419.2,26056774419.2,22564433529.99,3492340889.21,3640,3152,488,48,Partially Completed,0
COMP-000612,LG-000612,1754436069.98,1754436069.98,1605513813.13,148922256.85,2394,2190,204,57,Partially Completed,2
COMP-000613,LG-000613,10466964375.77,9420267938.19,5181147366.0,4239120572.19,3319,1825,1494,106,Partially Completed,7
COMP-000614,LG-000614,21269958448.74,19142962603.87,10528629432.13,8614333171.74,1203,661,542,158,Partially Completed,11
COMP-000615,LG-000615,8178130777.11,8178130777.11,7910482825.11,267647952.0,4566,4416,150,49,Partially Completed,1
COMP-000616,LG-000616,12296841640.54,11067157476.49,6086936612.07,4980220864.42,4394,2416,1978,96,Partially Completed,5
COMP-000617,LG-000617,44042974267.16,39638676840.44,21801272262.24,17837404578.2,891,490,401,100,Partially Completed,9
COMP-000618,LG-000618,17007845857.87,14456668979.19,6071800971.26,8384868007.93,804,337,467,93,In Progress,25
COMP-000619,LG-000619,16718822775.88,15046940498.29,8275817274.06,6771123224.23,3162,1739,1423,97,Partially Completed,7
COMP-000620,LG-000620,33354048868.93,28350941538.59,11907395446.21,16443546092.38,4009,1683,2326,124,In Progress,24
COMP-000621,LG-000621,468948379.65,468948379.65,400263698.41,68684681.24,161,137,24,41,Partially Completed,0
COMP-000622,LG-000622,29294444169.13,24900277543.76,10458116568.38,14442160975.38,4692,1970,2722,118,In Progress,22
COMP-000623,LG-000623,39690627007.84,39690627007.84,38059822610.75,1630804397.09,4950,4746,204,29,Partially Completed,1
COMP-000624,LG-000624,34995924010.73,31496331609.66,17322982385.31,14173349224.35,4071,2239,1832,149,Partially Completed,6
COMP-000625,LG-000625,40699780421.7,40699780421.7,37267473969.88,3432306451.82,3719,3405,314,58,Partially Completed,0
COMP-000626,LG-000626,6701402970.96,5696192525.32,2392400860.63,3303791664.69,725,304,421,63,In Progress,25
COMP-000627,LG-000627,16824100242.59,15141690218.33,8327929620.08,6813760598.25,1104,607,497,167,Partially Completed,9
COMP-000628,LG-000628,23436798814.09,21093118932.68,11601215412.97,9491903519.71,285,156,129,100,Partially Completed,10
COMP-000629,LG-000629,20163526208.21,17138997276.98,7198378856.33,9940618420.65,4768,2002,2766,173,In Progress,25
COMP-000630,LG-000630,4101214083.74,3691092675.37,2030100971.45,1660991703.92,866,476,390,179,Partially Completed,11
COMP-000631,LG-000631,39499054357.66,39499054357.66,37254294746.24,2244759611.42,4546,4287,259,21,Partially Completed,0
COMP-000632,LG-000632,22869077470.93,22869077470.93,20508991430.68,2360086040.25,4526,4058,468,34,Partially Completed,2
COMP-000633,LG-000633,43768642892.53,39391778603.28,21665478231.8,17726300371.48,2326,1279,1047,152,Partially Completed,8
COMP-000634,LG-000634,37769534377.18,37769534377.18,36795296261.99,974238115.19,2374,2312,62,51,Partially Completed,1
COMP-000635,LG-000635,17116596507.97,15404936857.17,8472715271.44,6932221585.73,4818,2649,2169,69,Partially Completed,12
COMP-000636,LG-000636,5526907843.23,5526907843.23,4712170994.04,814736849.19,3149,2684,465,40,Partially Completed,0
COMP-000637,LG-000637,31158792449.21,31158792449.21,27970624581.09,3188167868.12,3935,3532,403,38,Partially Completed,2
COMP-000638,LG-000638,17094939934.49,17094939934.49,15692740610.1,1402199324.39,1258,1154,104,46,Partially Completed,0
COMP-000639,LG-000639,28481992889.16,28481992889.16,26700421252.11,1781571637.05,661,619,42,28,Partially Completed,2
COMP-000640,LG-000640,36721419621.19,36721419621.19,32928858631.5,3792560989.69,2010,1802,208,30,Partially Completed,3
COMP-000641,LG-000641,32030058194.99,28827052375.49,15854878806.52,12972173568.97,4326,2379,1947,122,Partially Completed,6
COMP-000642,LG-000642,23509147564.29,23509147564.29,21987888104.43,1521259459.86,3951,3695,256,31,Partially Completed,1
COMP-000643,LG-000643,19610584036.82,17649525633.14,9707239098.23,7942286534.91,2188,1203,985,128,Partially Completed,10
COMP-000644,LG-000644,44176586529.69,44176586529.69,42583692214.18,1592894315.51,1796,1731,65,42,Partially Completed,1
COMP-000645,LG-000645,20286366976.39,17243411929.93,7242233010.57,10001178919.36,2183,916,1267,109,In Progress,15
COMP-000646,LG-000646,28014391036.58,25212951932.92,13867123563.11,11345828369.81,3181,1749,1432,64,Partially Completed,9
COMP-000647,LG-000647,24411324194.05,24411324194.05,22276401648.88,2134922545.17,4863,4437,426,56,Partially Completed,1
COMP-000648,LG-000648,32248548766.0,32248548766.0,29736936804.89,2511611961.11,2709,2498,211,25,Partially Completed,2
COMP-000649,LG-000649,22590536640.07,19201956144.06,8064821580.51,11137134563.55,2360,991,1369,79,In Progress,25
COMP-000650,LG-000650,10769413908.45,9154001822.18,3844680765.32,5309321056.86,954,400,554,179,In Progress,15
COMP-000651,LG-000651,29814066700.35,26832660030.31,14757963016.67,12074697013.64,206,113,93,98,Partially Completed,9
COMP-000652,LG-000652,33563062380.32,33563062380.32,32594220730.64,968841649.68,1868,1814,54,30,Partially Completed,3
COMP-000653,LG-000653,34764159302.48,31287743372.23,17208258854.73,14079484517.5,793,436,357,123,Partially Completed,11
COMP-000654,LG-000654,5389435592.9,4581020253.96,1924028506.66,2656991747.3,487,204,283,108,In Progress,20
COMP-000655,LG-000655,13079464244.78,13079464244.78,12676419950.94,403044293.84,3853,3734,119,47,Partially Completed,0
COMP-000656,LG-000656,16477655636.74,16477655636.74,14029235180.44,2448420456.3,3697,3147,550,36,Partially Completed,1
COMP-000657,LG-000657,36041090048.64,36041090048.64,32788348323.03,3252741725.61,2958,2691,267,37,Partially Completed,0
COMP-000658,LG-000658,22867447982.73,22867447982.73,20821722695.02,2045725287.71,3130,2849,281,36,Partially Completed,0
COMP-000659,LG-000659,5950041201.65,5950041201.65,5063886475.16,886154726.49,2031,1728,303,51,Partially Completed,0
COMP-000660,LG-000660,6891288127.42,6202159314.68,3411187623.07,2790971691.61,583,320,263,102,Partially Completed,6
COMP-000661,LG-000661,25134302693.42,25134302693.42,22979262188.86,2155040504.56,3879,3546,333,54,Partially Completed,2
COMP-000662,LG-000662,26833877945.89,22808796254.01,9579694426.68,13229101827.33,164,68,96,88,In Progress,15
COMP-000663,LG-000663,26106150725.85,22190228116.97,9319895809.13,12870332307.84,1999,839,1160,150,In Progress,14
COMP-000664,LG-000664,10620882181.74,10620882181.74,10573555020.51,47327161.23,606,603,3,29,Partially Completed,1
COMP-000665,LG-000665,25717823401.66,25717823401.66,22420250394.81,3297573006.85,4861,4237,624,57,Partially Completed,2
COMP-000666,LG-000666,23403479444.8,19892957528.08,8355042161.79,11537915366.29,1258,528,730,84,In Progress,19
COMP-000667,LG-000667,21033906794.82,21033906794.82,20232578647.2,801328147.62,3912,3762,150,37,Partially Completed,2
COMP-000668,LG-000668,14192031007.28,14192031007.28,12928937814.29,1263093192.99,169,153,16,28,Partially Completed,3
COMP-000669,LG-000669,38737737839.83,38737737839.83,34986019240.79,3751718599.04,2304,2080,224,28,Partially Completed,0
COMP-000670,LG-000670,27821963998.24,27821963998.24,26854209660.45,967754337.79,141,136,5,59,Partially Completed,3
COMP-000671,LG-000671,14401582079.02,14401582079.02,12388677218.84,2012904860.18,2543,2187,356,16,Partially Completed,2
COMP-000672,LG-000672,18576378551.77,16718740696.59,9195307383.12,7523433313.47,3501,1925,1576,95,Partially Completed,5
COMP-000673,LG-000673,19903108549.76,17912797694.78,9852038732.13,8060758962.65,668,367,301,69,Partially Completed,10
COMP-000674,LG-000674,44007635338.79,44007635338.79,39237829246.87,4769806091.92,1805,1609,196,21,Partially Completed,3
COMP-000675,LG-000675,36771412406.42,36771412406.42,32811090716.38,3960321690.04,3224,2876,348,51,Partially Completed,1
COMP-000676,LG-000676,11591831805.06,11591831805.06,10124721925.4,1467109879.66,3140,2742,398,17,Partially Completed,1
COMP-000677,LG-000677,19949038871.73,19949038871.73,19020357598.43,928681273.3,624,594,30,37,Partially Completed,1
COMP-000678,LG-000678,22855599239.06,22855599239.06,22397943451.67,457655787.39,4470,4380,90,27,Partially Completed,3
COMP-000679,LG-000679,29979204138.28,29979204138.28,28239156575.91,1740047562.37,1400,1318,82,18,Partially Completed,0
COMP-000680,LG-000680,36108688351.24,36108688351.24,31355020661.25,4753667689.99,2584,2243,341,49,Partially Completed,3
COMP-000681,LG-000681,32878404277.4,29590563849.66,16274810117.31,13315753732.35,4620,2541,2079,94,Partially Completed,10
COMP-000682,LG-000682,1325401625.29,1325401625.29,1323000891.11,2400734.18,4946,4937,9,37,Partially Completed,0
COMP-000683,LG-000683,35340626939.2,31806564245.28,17493610334.9,14312953910.38,4795,2637,2158,122,Partially Completed,8
COMP-000684,LG-000684,18913319461.74,18913319461.74,17766900451.71,1146419010.03,2793,2623,170,25,Partially Completed,0
COMP-000685,LG-000685,10005142860.35,10005142860.35,9024301380.63,980841479.72,2339,2109,230,26,Partially Completed,2
COMP-000686,LG-000686,13999985326.36,12599986793.72,6929992736.55,5669994057.17,144,79,65,174,Partially Completed,7
COMP-000687,LG-000687,20498834703.13,20498834703.13,17424898877.7,3073935825.43,2193,1864,329,16,Partially Completed,0
COMP-000688,LG-000688,3503918717.8,3153526846.02,1734439765.31,1419087080.71,1928,1060,868,146,Partially Completed,8
COMP-000689,LG-000689,987218529.37,987218529.37,982931910.29,4286619.08,2915,2902,13,49,Partially Completed,3
COMP-000690,LG-000690,28948577168.92,28948577168.92,24881824255.27,4066752913.65,494,424,70,56,Partially Completed,2
COMP-000691,LG-000691,13849532723.51,13849532723.51,12906286984.18,943245739.33,2945,2744,201,33,Partially Completed,1
COMP-000692,LG-000692,11338954199.4,10205058779.46,5612782328.7,4592276450.76,307,168,139,99,Partially Completed,9
COMP-000693,LG-000693,17855261765.09,17855261765.09,16286386775.7,1568874989.39,1227,1119,108,31,Partially Completed,3
COMP-000694,LG-000694,12251362914.82,12251362914.82,12222815189.82,28547725.0,4305,4294,11,22,Partially Completed,1
COMP-000695,LG-000695,23886533831.71,23886533831.71,20843359386.93,3043174444.78,2411,2103,308,30,Partially Completed,0
COMP-000696,LG-000696,17744145499.63,17744145499.63,17085057934.34,659087565.29,109,104,5,24,Partially Completed,0
COMP-000697,LG-000697,15994306484.49,15994306484.49,14288742291.56,1705564192.93,3176,2837,339,40,Partially Completed,1
COMP-000698,LG-000698,25765797436.22,25765797436.22,24271095840.08,1494701596.14,4385,4130,255,30,Partially Completed,3
COMP-000699,LG-000699,32613267024.58,32613267024.58,27968813596.91,4644453427.67,1215,1041,174,18,Partially Completed,2
COMP-000700,LG-000700,35289444202.36,29996027572.01,12598331580.24,17397695991.77,2774,1165,1609,93,In Progress,16
COMP-000701,LG-000701,34022444886.66,34022444886.66,32456377207.28,1566067679.38,30,28,2,33,Partially Completed,2
COMP-000702,LG-000702,39677234673.49,39677234673.49,33786202136.64,5891032536.85,4101,3492,609,42,Partially Completed,0
