approval_id,project_id,approval_type,submission_date,approval_date,approval_status,responsible_authority,delay_days
APP-0002538,LG-000482,Land Acquisition Approval,2019-06-02,,In Review,District Collectorate,81
APP-0002539,LG-000482,Financial Approval,2019-05-15,2019-07-29,Approved,State Cabinet,12
APP-0002540,LG-000482,Government Notification,2019-03-20,,Conditionally Approved,MoEFCC,96
APP-0002541,LG-000482,Administrative Approval,2019-05-23,,Submitted,MoEFCC,92
APP-0002542,LG-000483,Administrative Approval,2023-01-06,,Submitted,District Collectorate,72
APP-0002543,LG-000483,Environmental Clearance,2023-01-24,,Submitted,State Cabinet,140
APP-0002544,LG-000483,Land Acquisition Approval,2023-01-20,,Submitted,District Collectorate,150
APP-0002545,LG-000483,Financial Approval,2023-01-02,2023-02-19,Approved,Finance Ministry,10
APP-0002546,LG-000483,Government Notification,2022-12-11,,Submitted,State Cabinet,48
APP-0002547,LG-000484,Administrative Approval,2021-02-06,,In Review,MoEFCC,82
APP-0002548,LG-000484,Environmental Clearance,2021-02-05,2021-06-04,Approved,District Collectorate,15
APP-0002549,LG-000484,Land Acquisition Approval,2021-01-22,2021-05-17,Approved,State Cabinet,9
APP-0002550,LG-000484,Financial Approval,2021-03-06,,In Review,State Cabinet,118
APP-0002551,LG-000484,Government Notification,2021-02-01,,Submitted,State Cabinet,48
APP-0002552,LG-000484,Administrative Approval,2021-01-21,2021-03-02,Approved,District Collectorate,5
APP-0002553,LG-000485,Administrative Approval,2018-08-28,,Submitted,MoEFCC,38
APP-0002554,LG-000485,Environmental Clearance,2018-08-28,2018-11-06,Approved,State Cabinet,11
APP-0002555,LG-000485,Land Acquisition Approval,2018-07-25,2018-10-01,Approved,MoEFCC,12
APP-0002556,LG-000485,Financial Approval,2018-07-26,2018-11-18,Approved,District Collectorate,1
APP-0002557,LG-000485,Government Notification,2018-08-05,2018-12-02,Approved,State Cabinet,3
APP-0002558,LG-000485,Administrative Approval,2018-07-25,2018-10-23,Approved,District Collectorate,12
APP-0002559,LG-000486,Administrative Approval,2019-06-05,,In Review,MoEFCC,90
APP-0002560,LG-000486,Environmental Clearance,2019-05-01,,In Review,District Collectorate,104
APP-0002561,LG-000486,Land Acquisition Approval,2019-05-17,,In Review,MoEFCC,57
APP-0002562,LG-000486,Financial Approval,2019-04-13,,Conditionally Approved,MoEFCC,129
APP-0002563,LG-000486,Government Notification,2019-05-06,2019-08-24,Approved,Finance Ministry,7
APP-0002564,LG-000487,Administrative Approval,2021-05-03,,In Review,District Collectorate,75
APP-0002565,LG-000487,Environmental Clearance,2021-03-30,2021-05-17,Approved,State Cabinet,13
APP-0002566,LG-000487,Land Acquisition Approval,2021-03-12,,Conditionally Approved,State Cabinet,85
APP-0002567,LG-000487,Financial Approval,2021-06-09,,Conditionally Approved,MoEFCC,121
APP-0002568,LG-000487,Government Notification,2021-05-02,,Conditionally Approved,Finance Ministry,91
APP-0002569,LG-000487,Administrative Approval,2021-06-08,,Submitted,State Cabinet,62
APP-0002570,LG-000487,Environmental Clearance,2021-03-20,,In Review,Finance Ministry,85
APP-0002571,LG-000488,Administrative Approval,2019-08-31,,Submitted,State Cabinet,43
APP-0002572,LG-000488,Environmental Clearance,2019-09-01,2019-11-24,Approved,State Cabinet,13
APP-0002573,LG-000488,Land Acquisition Approval,2019-08-29,2019-12-06,Approved,Finance Ministry,7
APP-0002574,LG-000488,Financial Approval,2019-07-17,2019-09-22,Approved,State Cabinet,7
APP-0002575,LG-000489,Administrative Approval,2024-06-02,,In Review,Finance Ministry,112
APP-0002576,LG-000489,Environmental Clearance,2024-06-30,2024-10-13,Approved,District Collectorate,9
APP-0002577,LG-000489,Land Acquisition Approval,2024-05-21,2024-09-17,Approved,District Collectorate,6
APP-0002578,LG-000489,Financial Approval,2024-06-28,2024-09-13,Approved,Finance Ministry,7
APP-0002579,LG-000489,Government Notification,2024-07-13,2024-10-27,Approved,District Collectorate,12
APP-0002580,LG-000489,Administrative Approval,2024-05-18,,Conditionally Approved,District Collectorate,122
APP-0002581,LG-000489,Environmental Clearance,2024-04-26,2024-07-10,Approved,District Collectorate,13
APP-0002582,LG-000489,Land Acquisition Approval,2024-05-05,2024-06-04,Approved,District Collectorate,1
APP-0002583,LG-000490,Administrative Approval,2020-05-24,2020-08-08,Approved,MoEFCC,15
APP-0002584,LG-000490,Environmental Clearance,2020-05-20,,Submitted,MoEFCC,33
APP-0002585,LG-000490,Land Acquisition Approval,2020-05-12,2020-07-14,Approved,State Cabinet,7
APP-0002586,LG-000490,Financial Approval,2020-05-07,2020-06-10,Approved,Finance Ministry,13
APP-0002587,LG-000490,Government Notification,2020-05-12,2020-07-23,Approved,State Cabinet,9
APP-0002588,LG-000491,Administrative Approval,2021-10-14,2021-12-30,Approved,State Cabinet,12
APP-0002589,LG-000491,Environmental Clearance,2021-09-14,,Conditionally Approved,MoEFCC,49
APP-0002590,LG-000491,Land Acquisition Approval,2021-09-23,2022-01-14,Approved,District Collectorate,9
APP-0002591,LG-000492,Administrative Approval,2022-10-12,2023-01-11,Approved,State Cabinet,15
APP-0002592,LG-000492,Environmental Clearance,2022-09-14,2022-11-18,Approved,District Collectorate,15
APP-0002593,LG-000492,Land Acquisition Approval,2022-10-11,,Conditionally Approved,State Cabinet,125
APP-0002594,LG-000492,Financial Approval,2022-11-03,,In Review,Finance Ministry,92
APP-0002595,LG-000492,Government Notification,2022-10-30,2022-12-08,Approved,State Cabinet,15
APP-0002596,LG-000492,Administrative Approval,2022-11-03,2023-01-29,Approved,MoEFCC,11
APP-0002597,LG-000492,Environmental Clearance,2022-09-09,2022-11-06,Approved,State Cabinet,12
APP-0002598,LG-000492,Land Acquisition Approval,2022-11-04,2023-01-14,Approved,MoEFCC,15
APP-0002599,LG-000493,Administrative Approval,2018-06-23,2018-08-16,Approved,Finance Ministry,9
APP-0002600,LG-000493,Environmental Clearance,2018-06-04,2018-07-29,Approved,District Collectorate,8
APP-0002601,LG-000493,Land Acquisition Approval,2018-08-14,2018-10-24,Approved,State Cabinet,14
APP-0002602,LG-000493,Financial Approval,2018-05-29,2018-07-10,Approved,MoEFCC,6
APP-0002603,LG-000494,Administrative Approval,2022-04-29,2022-08-08,Approved,Finance Ministry,3
APP-0002604,LG-000494,Environmental Clearance,2022-04-09,2022-08-06,Approved,Finance Ministry,13
APP-0002605,LG-000494,Land Acquisition Approval,2022-05-28,2022-09-13,Approved,State Cabinet,7
APP-0002606,LG-000494,Financial Approval,2022-05-17,2022-07-02,Approved,MoEFCC,8
APP-0002607,LG-000494,Government Notification,2022-05-08,2022-06-15,Approved,State Cabinet,1
APP-0002608,LG-000494,Administrative Approval,2022-04-17,2022-08-14,Approved,State Cabinet,11
APP-0002609,LG-000494,Environmental Clearance,2022-04-17,2022-06-18,Approved,District Collectorate,12
APP-0002610,LG-000495,Administrative Approval,2020-08-30,2020-10-24,Approved,State Cabinet,3
APP-0002611,LG-000495,Environmental Clearance,2020-08-31,2020-11-14,Approved,MoEFCC,3
APP-0002612,LG-000495,Land Acquisition Approval,2020-07-10,2020-10-31,Approved,District Collectorate,6
APP-0002613,LG-000495,Financial Approval,2020-08-28,2020-10-12,Approved,Finance Ministry,6
APP-0002614,LG-000495,Government Notification,2020-07-14,2020-09-02,Approved,MoEFCC,6
APP-0002615,LG-000496,Administrative Approval,2020-04-13,,In Review,MoEFCC,124
APP-0002616,LG-000496,Environmental Clearance,2020-06-06,,In Review,District Collectorate,46
APP-0002617,LG-000496,Land Acquisition Approval,2020-06-12,2020-09-01,Approved,District Collectorate,0
APP-0002618,LG-000496,Financial Approval,2020-03-29,,In Review,MoEFCC,78
APP-0002619,LG-000497,Administrative Approval,2023-07-19,2023-09-18,Approved,MoEFCC,1
APP-0002620,LG-000497,Environmental Clearance,2023-06-05,2023-09-25,Approved,State Cabinet,7
APP-0002621,LG-000497,Land Acquisition Approval,2023-08-21,2023-10-02,Approved,District Collectorate,1
APP-0002622,LG-000498,Administrative Approval,2023-02-21,2023-05-05,Approved,District Collectorate,11
APP-0002623,LG-000498,Environmental Clearance,2023-04-05,2023-07-03,Approved,MoEFCC,8
APP-0002624,LG-000498,Land Acquisition Approval,2023-04-24,2023-06-27,Approved,District Collectorate,1
APP-0002625,LG-000498,Financial Approval,2023-04-18,2023-05-27,Approved,Finance Ministry,8
APP-0002626,LG-000499,Administrative Approval,2021-04-02,2021-05-19,Approved,Finance Ministry,7
APP-0002627,LG-000499,Environmental Clearance,2021-05-03,2021-08-20,Approved,MoEFCC,0
APP-0002628,LG-000499,Land Acquisition Approval,2021-04-04,2021-06-18,Approved,District Collectorate,10
APP-0002629,LG-000499,Financial Approval,2021-05-22,2021-08-21,Approved,Finance Ministry,9
APP-0002630,LG-000499,Government Notification,2021-05-08,2021-07-06,Approved,District Collectorate,0
APP-0002631,LG-000500,Administrative Approval,2022-06-29,2022-10-17,Approved,Finance Ministry,8
APP-0002632,LG-000500,Environmental Clearance,2022-06-23,,Submitted,MoEFCC,45
APP-0002633,LG-000500,Land Acquisition Approval,2022-06-13,,In Review,Finance Ministry,105
APP-0002634,LG-000500,Financial Approval,2022-08-13,,Conditionally Approved,District Collectorate,82
APP-0002635,LG-000500,Government Notification,2022-08-13,,Conditionally Approved,MoEFCC,41
APP-0002636,LG-000501,Administrative Approval,2020-06-13,2020-10-03,Approved,State Cabinet,8
APP-0002637,LG-000501,Environmental Clearance,2020-06-07,,Submitted,District Collectorate,31
APP-0002638,LG-000501,Land Acquisition Approval,2020-04-24,2020-08-12,Approved,State Cabinet,8
APP-0002639,LG-000501,Financial Approval,2020-05-13,,In Review,MoEFCC,88
APP-0002640,LG-000502,Administrative Approval,2018-03-15,,Conditionally Approved,District Collectorate,49
APP-0002641,LG-000502,Environmental Clearance,2018-02-19,,Submitted,Finance Ministry,122
APP-0002642,LG-000502,Land Acquisition Approval,2018-04-04,2018-07-08,Approved,District Collectorate,8
APP-0002643,LG-000503,Administrative Approval,2024-03-28,2024-07-07,Approved,State Cabinet,9
APP-0002644,LG-000503,Environmental Clearance,2024-02-20,2024-05-28,Approved,District Collectorate,1
APP-0002645,LG-000503,Land Acquisition Approval,2024-03-29,2024-06-01,Approved,MoEFCC,3
APP-0002646,LG-000504,Administrative Approval,2019-01-09,,In Review,MoEFCC,102
APP-0002647,LG-000504,Environmental Clearance,2019-01-01,2019-03-19,Approved,State Cabinet,1
APP-0002648,LG-000504,Land Acquisition Approval,2019-03-07,,Conditionally Approved,District Collectorate,82
APP-0002649,LG-000504,Financial Approval,2018-12-07,2019-02-15,Approved,District Collectorate,1
APP-0002650,LG-000505,Administrative Approval,2019-12-24,,Submitted,Finance Ministry,34
APP-0002651,LG-000505,Environmental Clearance,2019-12-22,,Conditionally Approved,Finance Ministry,105
APP-0002652,LG-000505,Land Acquisition Approval,2019-12-06,2020-03-30,Approved,State Cabinet,2
APP-0002653,LG-000506,Administrative Approval,2024-07-09,,In Review,Finance Ministry,50
APP-0002654,LG-000506,Environmental Clearance,2024-07-28,,In Review,State Cabinet,99
APP-0002655,LG-000506,Land Acquisition Approval,2024-06-16,,Submitted,Finance Ministry,53
APP-0002656,LG-000506,Financial Approval,2024-06-22,2024-08-05,Approved,State Cabinet,7
APP-0002657,LG-000506,Government Notification,2024-07-21,,Submitted,State Cabinet,132
APP-0002658,LG-000506,Administrative Approval,2024-07-16,2024-11-12,Approved,District Collectorate,10
APP-0002659,LG-000507,Administrative Approval,2023-06-18,,Conditionally Approved,District Collectorate,121
APP-0002660,LG-000507,Environmental Clearance,2023-06-04,,Submitted,District Collectorate,148
APP-0002661,LG-000507,Land Acquisition Approval,2023-06-05,2023-08-23,Approved,District Collectorate,9
APP-0002662,LG-000507,Financial Approval,2023-07-25,2023-09-29,Approved,State Cabinet,6
APP-0002663,LG-000507,Government Notification,2023-07-14,,Submitted,MoEFCC,114
APP-0002664,LG-000507,Administrative Approval,2023-08-03,,In Review,District Collectorate,50
APP-0002665,LG-000507,Environmental Clearance,2023-07-14,2023-09-13,Approved,District Collectorate,9
APP-0002666,LG-000507,Land Acquisition Approval,2023-08-12,,Conditionally Approved,MoEFCC,65
APP-0002667,LG-000508,Administrative Approval,2023-06-02,2023-08-09,Approved,District Collectorate,6
APP-0002668,LG-000508,Environmental Clearance,2023-07-16,2023-09-02,Approved,Finance Ministry,11
APP-0002669,LG-000508,Land Acquisition Approval,2023-05-25,2023-09-11,Approved,MoEFCC,9
APP-0002670,LG-000508,Financial Approval,2023-06-16,2023-09-18,Approved,Finance Ministry,13
APP-0002671,LG-000509,Administrative Approval,2022-09-04,2022-12-17,Approved,Finance Ministry,10
APP-0002672,LG-000509,Environmental Clearance,2022-10-10,2023-01-01,Approved,MoEFCC,2
APP-0002673,LG-000509,Land Acquisition Approval,2022-11-02,,Conditionally Approved,Finance Ministry,146
APP-0002674,LG-000509,Financial Approval,2022-10-19,,Conditionally Approved,Finance Ministry,61
APP-0002675,LG-000510,Administrative Approval,2019-02-02,2019-05-17,Approved,District Collectorate,11
APP-0002676,LG-000510,Environmental Clearance,2019-01-29,2019-03-28,Approved,MoEFCC,5
APP-0002677,LG-000510,Land Acquisition Approval,2018-12-16,2019-02-20,Approved,Finance Ministry,4
APP-0002678,LG-000510,Financial Approval,2019-02-11,2019-04-25,Approved,State Cabinet,11
APP-0002679,LG-000511,Administrative Approval,2024-05-16,2024-06-25,Approved,Finance Ministry,6
APP-0002680,LG-000511,Environmental Clearance,2024-07-14,,Conditionally Approved,District Collectorate,107
APP-0002681,LG-000511,Land Acquisition Approval,2024-06-29,,Conditionally Approved,Finance Ministry,69
APP-0002682,LG-000511,Financial Approval,2024-07-26,,Submitted,MoEFCC,114
APP-0002683,LG-000512,Administrative Approval,2021-08-04,2021-09-26,Approved,District Collectorate,1
APP-0002684,LG-000512,Environmental Clearance,2021-09-17,2021-12-07,Approved,State Cabinet,15
APP-0002685,LG-000512,Land Acquisition Approval,2021-07-15,2021-09-23,Approved,MoEFCC,6
APP-0002686,LG-000512,Financial Approval,2021-09-06,2021-12-06,Approved,MoEFCC,0
APP-0002687,LG-000512,Government Notification,2021-09-05,,Conditionally Approved,MoEFCC,53
APP-0002688,LG-000512,Administrative Approval,2021-07-20,2021-08-29,Approved,MoEFCC,5
APP-0002689,LG-000512,Environmental Clearance,2021-08-23,2021-11-11,Approved,District Collectorate,6
APP-0002690,LG-000513,Administrative Approval,2024-09-17,2024-11-12,Approved,MoEFCC,0
APP-0002691,LG-000513,Environmental Clearance,2024-11-15,,Submitted,District Collectorate,137
APP-0002692,LG-000513,Land Acquisition Approval,2024-09-12,2024-12-25,Approved,State Cabinet,3
APP-0002693,LG-000513,Financial Approval,2024-10-01,2024-11-03,Approved,State Cabinet,1
APP-0002694,LG-000513,Government Notification,2024-09-03,2024-10-05,Approved,District Collectorate,8
APP-0002695,LG-000513,Administrative Approval,2024-11-27,2025-01-27,Approved,Finance Ministry,0
APP-0002696,LG-000513,Environmental Clearance,2024-10-04,2024-11-04,Approved,State Cabinet,13
APP-0002697,LG-000513,Land Acquisition Approval,2024-08-31,2024-11-28,Approved,District Collectorate,7
APP-0002698,LG-000514,Administrative Approval,2018-08-12,,In Review,State Cabinet,148
APP-0002699,LG-000514,Environmental Clearance,2018-06-30,2018-10-14,Approved,District Collectorate,8
APP-0002700,LG-000514,Land Acquisition Approval,2018-06-25,2018-09-01,Approved,State Cabinet,13
APP-0002701,LG-000514,Financial Approval,2018-07-26,,In Review,Finance Ministry,40
APP-0002702,LG-000514,Government Notification,2018-05-26,2018-07-31,Approved,MoEFCC,7
APP-0002703,LG-000514,Administrative Approval,2018-06-17,2018-09-20,Approved,State Cabinet,11
APP-0002704,LG-000514,Environmental Clearance,2018-07-27,2018-10-28,Approved,State Cabinet,5
APP-0002705,LG-000515,Administrative Approval,2022-12-03,2023-02-11,Approved,District Collectorate,2
APP-0002706,LG-000515,Environmental Clearance,2022-11-13,2022-12-21,Approved,District Collectorate,11
APP-0002707,LG-000515,Land Acquisition Approval,2022-11-26,2023-02-06,Approved,Finance Ministry,8
APP-0002708,LG-000515,Financial Approval,2022-10-22,2022-11-29,Approved,MoEFCC,13
APP-0002709,LG-000515,Government Notification,2022-12-10,,Conditionally Approved,Finance Ministry,90
APP-0002710,LG-000515,Administrative Approval,2022-12-08,2023-02-26,Approved,MoEFCC,14
APP-0002711,LG-000515,Environmental Clearance,2022-12-18,2023-02-25,Approved,MoEFCC,7
APP-0002712,LG-000516,Administrative Approval,2022-04-25,,In Review,State Cabinet,83
APP-0002713,LG-000516,Environmental Clearance,2022-04-08,2022-05-13,Approved,State Cabinet,13
APP-0002714,LG-000516,Land Acquisition Approval,2022-04-25,2022-07-04,Approved,State Cabinet,0
APP-0002715,LG-000516,Financial Approval,2022-03-06,2022-07-03,Approved,State Cabinet,0
APP-0002716,LG-000516,Government Notification,2022-05-09,2022-06-21,Approved,Finance Ministry,0
APP-0002717,LG-000516,Administrative Approval,2022-03-20,,Conditionally Approved,State Cabinet,114
APP-0002718,LG-000516,Environmental Clearance,2022-06-01,2022-09-25,Approved,Finance Ministry,7
APP-0002719,LG-000516,Land Acquisition Approval,2022-05-18,,Submitted,District Collectorate,91
APP-0002720,LG-000517,Administrative Approval,2018-05-01,,In Review,State Cabinet,110
APP-0002721,LG-000517,Environmental Clearance,2018-05-29,,Conditionally Approved,Finance Ministry,46
APP-0002722,LG-000517,Land Acquisition Approval,2018-05-30,2018-08-18,Approved,District Collectorate,6
APP-0002723,LG-000517,Financial Approval,2018-05-15,,In Review,MoEFCC,54
APP-0002724,LG-000517,Government Notification,2018-04-08,2018-06-16,Approved,Finance Ministry,11
APP-0002725,LG-000517,Administrative Approval,2018-05-19,,In Review,District Collectorate,86
APP-0002726,LG-000517,Environmental Clearance,2018-04-13,,In Review,Finance Ministry,34
APP-0002727,LG-000518,Administrative Approval,2024-06-22,2024-08-17,Approved,State Cabinet,0
APP-0002728,LG-000518,Environmental Clearance,2024-08-27,,In Review,State Cabinet,79
APP-0002729,LG-000518,Land Acquisition Approval,2024-06-06,2024-08-07,Approved,Finance Ministry,14
APP-0002730,LG-000518,Financial Approval,2024-07-18,2024-09-23,Approved,District Collectorate,3
APP-0002731,LG-000518,Government Notification,2024-08-16,2024-10-10,Approved,MoEFCC,11
APP-0002732,LG-000518,Administrative Approval,2024-06-27,,Conditionally Approved,MoEFCC,62
APP-0002733,LG-000518,Environmental Clearance,2024-06-06,2024-09-10,Approved,State Cabinet,7
APP-0002734,LG-000518,Land Acquisition Approval,2024-07-13,2024-09-19,Approved,MoEFCC,0
APP-0002735,LG-000519,Administrative Approval,2019-10-10,2019-11-27,Approved,Finance Ministry,14
APP-0002736,LG-000519,Environmental Clearance,2019-11-01,2019-12-17,Approved,State Cabinet,11
APP-0002737,LG-000519,Land Acquisition Approval,2019-09-23,,In Review,State Cabinet,73
APP-0002738,LG-000519,Financial Approval,2019-09-30,2019-12-18,Approved,MoEFCC,1
APP-0002739,LG-000519,Government Notification,2019-11-04,2020-01-16,Approved,MoEFCC,0
APP-0002740,LG-000519,Administrative Approval,2019-09-12,2019-10-29,Approved,State Cabinet,15
APP-0002741,LG-000519,Environmental Clearance,2019-10-05,2020-01-11,Approved,Finance Ministry,5
APP-0002742,LG-000519,Land Acquisition Approval,2019-10-09,2020-01-26,Approved,State Cabinet,8
APP-0002743,LG-000520,Administrative Approval,2020-04-15,,Conditionally Approved,MoEFCC,49
APP-0002744,LG-000520,Environmental Clearance,2020-05-14,,Conditionally Approved,Finance Ministry,127
APP-0002745,LG-000520,Land Acquisition Approval,2020-05-01,,In Review,MoEFCC,70
APP-0002746,LG-000520,Financial Approval,2020-04-18,,Submitted,District Collectorate,110
APP-0002747,LG-000521,Administrative Approval,2020-03-29,,Conditionally Approved,State Cabinet,108
APP-0002748,LG-000521,Environmental Clearance,2020-02-28,,Submitted,Finance Ministry,97
APP-0002749,LG-000521,Land Acquisition Approval,2020-01-28,,In Review,Finance Ministry,140
APP-0002750,LG-000521,Financial Approval,2020-02-16,2020-04-22,Approved,MoEFCC,13
APP-0002751,LG-000522,Administrative Approval,2019-01-13,2019-03-04,Approved,District Collectorate,14
APP-0002752,LG-000522,Environmental Clearance,2019-02-07,2019-04-11,Approved,District Collectorate,7
APP-0002753,LG-000522,Land Acquisition Approval,2019-01-03,2019-04-24,Approved,Finance Ministry,4
APP-0002754,LG-000522,Financial Approval,2019-03-24,2019-07-22,Approved,District Collectorate,5
APP-0002755,LG-000522,Government Notification,2019-01-07,2019-03-13,Approved,State Cabinet,13
APP-0002756,LG-000522,Administrative Approval,2019-03-22,2019-05-23,Approved,State Cabinet,0
APP-0002757,LG-000522,Environmental Clearance,2019-01-09,2019-04-09,Approved,MoEFCC,0
APP-0002758,LG-000523,Administrative Approval,2019-04-07,2019-06-21,Approved,MoEFCC,7
APP-0002759,LG-000523,Environmental Clearance,2019-02-28,2019-04-09,Approved,State Cabinet,11
APP-0002760,LG-000523,Land Acquisition Approval,2019-03-01,2019-04-08,Approved,State Cabinet,1
APP-0002761,LG-000523,Financial Approval,2019-05-03,2019-07-26,Approved,District Collectorate,14
APP-0002762,LG-000523,Government Notification,2019-03-14,2019-07-05,Approved,Finance Ministry,5
APP-0002763,LG-000524,Administrative Approval,2022-03-04,,Conditionally Approved,MoEFCC,103
APP-0002764,LG-000524,Environmental Clearance,2022-05-13,2022-08-12,Approved,State Cabinet,4
APP-0002765,LG-000524,Land Acquisition Approval,2022-03-18,,In Review,Finance Ministry,55
APP-0002766,LG-000525,Administrative Approval,2022-09-26,,In Review,Finance Ministry,147
APP-0002767,LG-000525,Environmental Clearance,2022-11-18,2023-01-18,Approved,State Cabinet,5
APP-0002768,LG-000525,Land Acquisition Approval,2022-09-05,,In Review,District Collectorate,87
APP-0002769,LG-000526,Administrative Approval,2024-10-07,,In Review,State Cabinet,108
APP-0002770,LG-000526,Environmental Clearance,2024-09-06,2024-12-08,Approved,Finance Ministry,7
APP-0002771,LG-000526,Land Acquisition Approval,2024-10-10,,Submitted,State Cabinet,121
APP-0002772,LG-000526,Financial Approval,2024-10-02,2025-01-10,Approved,MoEFCC,12
APP-0002773,LG-000526,Government Notification,2024-10-05,,Submitted,State Cabinet,119
APP-0002774,LG-000527,Administrative Approval,2020-10-05,2020-12-30,Approved,District Collectorate,3
APP-0002775,LG-000527,Environmental Clearance,2020-08-29,,Conditionally Approved,State Cabinet,137
APP-0002776,LG-000527,Land Acquisition Approval,2020-08-16,2020-11-24,Approved,District Collectorate,14
APP-0002777,LG-000527,Financial Approval,2020-11-05,2021-01-03,Approved,District Collectorate,1
APP-0002778,LG-000527,Government Notification,2020-08-17,2020-10-21,Approved,MoEFCC,13
APP-0002779,LG-000527,Administrative Approval,2020-08-23,2020-12-18,Approved,District Collectorate,12
APP-0002780,LG-000527,Environmental Clearance,2020-09-08,2020-12-22,Approved,State Cabinet,11
APP-0002781,LG-000527,Land Acquisition Approval,2020-09-18,2020-12-18,Approved,Finance Ministry,1
APP-0002782,LG-000528,Administrative Approval,2023-11-24,,Conditionally Approved,MoEFCC,30
APP-0002783,LG-000528,Environmental Clearance,2024-01-02,2024-02-25,Approved,MoEFCC,13
APP-0002784,LG-000528,Land Acquisition Approval,2024-02-14,2024-05-02,Approved,State Cabinet,3
APP-0002785,LG-000529,Administrative Approval,2024-10-21,2024-11-22,Approved,District Collectorate,15
APP-0002786,LG-000529,Environmental Clearance,2024-10-06,2024-11-17,Approved,District Collectorate,14
APP-0002787,LG-000529,Land Acquisition Approval,2024-08-25,2024-12-06,Approved,District Collectorate,3
APP-0002788,LG-000529,Financial Approval,2024-08-28,2024-10-05,Approved,District Collectorate,10
APP-0002789,LG-000529,Government Notification,2024-09-20,2024-10-27,Approved,MoEFCC,4
APP-0002790,LG-000529,Administrative Approval,2024-09-28,2024-11-21,Approved,District Collectorate,10
APP-0002791,LG-000529,Environmental Clearance,2024-09-25,,Submitted,Finance Ministry,125
APP-0002792,LG-000530,Administrative Approval,2020-08-16,2020-09-17,Approved,Finance Ministry,3
APP-0002793,LG-000530,Environmental Clearance,2020-06-24,,In Review,Finance Ministry,100
APP-0002794,LG-000530,Land Acquisition Approval,2020-07-30,,Conditionally Approved,State Cabinet,112
APP-0002795,LG-000530,Financial Approval,2020-08-03,,Conditionally Approved,State Cabinet,150
APP-0002796,LG-000531,Administrative Approval,2022-10-22,,In Review,Finance Ministry,118
APP-0002797,LG-000531,Environmental Clearance,2022-10-26,,Conditionally Approved,District Collectorate,79
APP-0002798,LG-000531,Land Acquisition Approval,2022-12-17,2023-02-28,Approved,Finance Ministry,12
APP-0002799,LG-000531,Financial Approval,2022-10-25,,In Review,MoEFCC,100
APP-0002800,LG-000531,Government Notification,2022-10-18,,In Review,District Collectorate,37
APP-0002801,LG-000532,Administrative Approval,2021-08-19,,In Review,MoEFCC,138
APP-0002802,LG-000532,Environmental Clearance,2021-07-08,,Conditionally Approved,Finance Ministry,99
APP-0002803,LG-000532,Land Acquisition Approval,2021-09-30,,Conditionally Approved,MoEFCC,89
APP-0002804,LG-000533,Administrative Approval,2024-06-17,2024-07-29,Approved,District Collectorate,11
APP-0002805,LG-000533,Environmental Clearance,2024-06-05,2024-08-02,Approved,MoEFCC,0
APP-0002806,LG-000533,Land Acquisition Approval,2024-04-07,,In Review,Finance Ministry,85
APP-0002807,LG-000534,Administrative Approval,2023-03-11,,Conditionally Approved,Finance Ministry,72
APP-0002808,LG-000534,Environmental Clearance,2023-01-26,,In Review,District Collectorate,61
APP-0002809,LG-000534,Land Acquisition Approval,2023-03-07,,Submitted,State Cabinet,88
APP-0002810,LG-000534,Financial Approval,2023-02-28,,Conditionally Approved,Finance Ministry,147
APP-0002811,LG-000534,Government Notification,2023-01-31,,In Review,MoEFCC,116
APP-0002812,LG-000534,Administrative Approval,2023-02-08,,Conditionally Approved,State Cabinet,94
APP-0002813,LG-000534,Environmental Clearance,2023-01-24,,Submitted,State Cabinet,49
APP-0002814,LG-000535,Administrative Approval,2025-01-17,,Submitted,District Collectorate,90
APP-0002815,LG-000535,Environmental Clearance,2025-03-17,2025-05-21,Approved,District Collectorate,14
APP-0002816,LG-000535,Land Acquisition Approval,2025-01-11,,Submitted,Finance Ministry,106
APP-0002817,LG-000536,Administrative Approval,2023-02-10,,Conditionally Approved,MoEFCC,124
APP-0002818,LG-000536,Environmental Clearance,2023-01-17,2023-02-17,Approved,State Cabinet,9
APP-0002819,LG-000536,Land Acquisition Approval,2023-02-18,2023-04-14,Approved,Finance Ministry,14
APP-0002820,LG-000536,Financial Approval,2023-02-24,2023-05-23,Approved,District Collectorate,2
APP-0002821,LG-000536,Government Notification,2023-03-06,,Conditionally Approved,District Collectorate,51
APP-0002822,LG-000536,Administrative Approval,2023-01-31,2023-03-02,Approved,State Cabinet,5
APP-0002823,LG-000536,Environmental Clearance,2023-02-20,2023-05-01,Approved,State Cabinet,0
APP-0002824,LG-000536,Land Acquisition Approval,2023-04-09,2023-06-03,Approved,Finance Ministry,4
APP-0002825,LG-000537,Administrative Approval,2023-05-28,2023-07-31,Approved,MoEFCC,4
APP-0002826,LG-000537,Environmental Clearance,2023-07-18,,Conditionally Approved,MoEFCC,34
APP-0002827,LG-000537,Land Acquisition Approval,2023-06-12,2023-07-22,Approved,District Collectorate,12
APP-0002828,LG-000537,Financial Approval,2023-05-25,2023-07-10,Approved,Finance Ministry,15
APP-0002829,LG-000538,Administrative Approval,2020-04-28,,Conditionally Approved,MoEFCC,43
APP-0002830,LG-000538,Environmental Clearance,2020-05-09,,Submitted,MoEFCC,42
APP-0002831,LG-000538,Land Acquisition Approval,2020-04-29,,Conditionally Approved,District Collectorate,101
APP-0002832,LG-000538,Financial Approval,2020-03-03,2020-06-11,Approved,State Cabinet,12
